relaxation_steps,profiles,mean_rmse_nm,mean_offload_pct,mean_force_residual_n,max_force_residual_n,torque_rmse_vs_deepest_nm,max_torque_difference_vs_deepest_nm,rmse_change_to_next_nm,offload_change_to_next_pct,passes_force_tolerance,passes_next_depth_stability
80,1200,41.142596818524666,27.810754186553737,1.4905306663536273,11.287577629089355,1.4752747455300244,10.17236328125,0.578996746926606,1.2814718038650135,False,False
160,1200,40.56360007159806,29.09222599041875,0.08172132108761465,0.9615183472633362,0.06565865758038716,0.7523422241210938,0.02265824427329477,0.03280217782625172,False,True
300,1200,40.540941827324765,29.125028168245002,0.036335304100524705,0.36828428506851196,0.0,0.0,0.0,0.0,False,True
