split,rmse_nm,fixed_preload_rmse_nm,rmse_improvement_pct,mean_preload_mm,mean_abs_preload_change_mm,max_abs_preload_change_mm,fixed_preload_offload_pct,controlled_preload_offload_pct,baseline_motor_energy_j,residual_motor_energy_j,motor_energy_saved_j,preload_adjustment_energy_used_j,preload_energy_released_j,net_energy_saved_after_preload_j
train,39.33565139770508,60.26764678955078,34.73172839307689,860.6712222099304,47.27800562977791,1399.999976158142,-8.285017013549805,36.98689651489258,696.084228515625,438.6242980957031,257.4599304199219,60.44301986694336,240.9939422607422,197.01690673828125
test,39.09037399291992,59.60246658325195,34.41483845585653,861.4110946655273,48.113733530044556,1399.999976158142,-8.311498641967773,36.78076171875,687.3552856445312,434.540771484375,252.81451416015625,62.55281448364258,245.51258850097656,190.26170349121094
