split,rmse_nm,fixed_preload_rmse_nm,rmse_improvement_pct,mean_preload_mm,mean_abs_preload_change_mm,max_abs_preload_change_mm,fixed_preload_offload_pct,controlled_preload_offload_pct,baseline_motor_energy_j,residual_motor_energy_j,motor_energy_saved_j,preload_adjustment_energy_used_j,preload_energy_released_j,net_energy_saved_after_preload_j
train,38.981109619140625,60.26764678955078,35.32000717522759,819.3889856338501,54.493747651576996,1399.999976158142,-8.285017013549805,37.29446792602539,696.084228515625,436.48333740234375,259.60089111328125,67.0518798828125,283.040283203125,192.54901123046875
test,38.770503997802734,59.60246658325195,34.95151086801316,819.7176456451416,55.26868626475334,1399.999976158142,-8.311498641967773,37.02587127685547,687.3552856445312,432.8559875488281,254.49929809570312,68.70206451416016,286.5650939941406,185.7972412109375
