profile,family,spring_00,spring_01,spring_02,spring_03,spring_04,spring_05,spring_06,spring_07,spring_08,spring_09,spring_10,spring_11,spring_12,spring_13,spring_14,spring_15,spring_16,spring_17,spring_18,spring_19,spring_20,spring_21,spring_22,spring_23,spring_24,spring_25,spring_26,spring_27,spring_28,spring_29,spring_30,spring_31,spring_32,spring_33,spring_34,spring_35,spring_36,spring_37,spring_38,spring_39,spring_40,spring_41,spring_42,spring_43,spring_44,spring_45,spring_46,spring_47,spring_48,spring_49,spring_50,spring_51,spring_52,spring_53,spring_54,spring_55,spring_56,spring_57,spring_58,spring_59
high_roughness_0151,high_roughness,85.0,85.0,100.0,100.0,41.61083221435547,81.87222290039062,16.99407386779785,0.03746344521641731,0.00686928816139698,0.009163154289126396,92.8665542602539,87.56752014160156,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,133.97671508789062,0.12379205226898193,0.0011595534160733223,141.4839324951172,119.98637390136719,0.0011928646126762033,0.021245736628770828,112.5985107421875,83.41693115234375,74.19725036621094,71.62405395507812,75.1697769165039,90.54473114013672,94.53131103515625,51.41920471191406,97.8635482788086,0.0369894914329052,10.849824905395508,0.010517500340938568,0.01035276334732771,0.0046572391875088215,0.0049849157221615314,53.397403717041016,92.95074462890625,71.35285186767578,75.27908325195312,0.027136370539665222,0.30774760246276855,6.74011754989624,0.02560250647366047,77.64014434814453,75.97161865234375,0.006112722679972649,0.006308690179139376,0.08674801886081696,77.14671325683594
high_roughness_0266,high_roughness,85.0,85.0,100.0,100.0,133.88206481933594,109.24327087402344,91.73939514160156,138.31695556640625,11.65835189819336,52.1104736328125,60.03342819213867,77.69840240478516,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,103.05181884765625,110.63560485839844,0.0006528650410473347,86.80760192871094,64.53565979003906,0.0006364148575812578,85.31914520263672,69.42439270019531,56.73216247558594,73.5072021484375,63.13120651245117,42.35098648071289,68.63988494873047,51.714717864990234,71.17357635498047,55.36272048950195,89.31497955322266,60.85796356201172,34.59871292114258,25.379112243652344,0.01552039198577404,0.18015140295028687,63.303531646728516,47.451377868652344,59.589866638183594,40.68231964111328,74.06336212158203,52.35245895385742,51.98937225341797,120.7730941772461,32.0593147277832,57.64619827270508,0.061064813286066055,8.847792625427246,62.698421478271484,47.05010986328125
medium_roughness_0373,medium_roughness,85.0,85.0,100.0,100.0,419.8528137207031,0.0036656297743320465,0.0003199139900971204,0.009379930794239044,0.0007181713590398431,0.000263898546108976,62.6240119934082,0.0002232558181276545,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.00033478904515504837,567.7186279296875,0.00012536508438643068,163.88906860351562,0.0002606516645755619,0.0001182238629553467,0.0010860228212550282,406.3085632324219,113.02153015136719,0.00015381733828689903,0.00028629074222408235,0.016273926943540573,0.0002815025800373405,95.84713745117188,0.0007332242093980312,347.0419921875,261.3699951171875,0.0003677479107864201,0.000532438512891531,0.0006526836077682674,0.00045786279952153563,0.00028172065503895283,0.0007308984640985727,337.3154296875,0.0002651339746080339,0.21651633083820343,210.0265655517578,0.0003645555698312819,0.0003572988207451999,164.00904846191406,0.007049571722745895,0.0004984705010429025,0.0004891127464361489,0.00034701183903962374,0.0006807882455177605,347.0018310546875
low_roughness_0250,low_roughness,85.0,85.0,100.0,100.0,0.0002080736740026623,260.3756408691406,5.727169627789408e-05,461.3248291015625,0.000188081365195103,1.711080585664604e-05,183.95037841796875,0.0015542161418125033,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,40.59605026245117,660.3026123046875,9.113247870118357e-06,693.9714965820312,327.4859924316406,1.2720974154944997e-05,0.0008322460926137865,365.111572265625,130.73960876464844,0.0009644397650845349,0.0010783234611153603,0.025039004161953926,0.23909994959831238,465.4700927734375,0.0010359719162806869,358.3352966308594,0.0006013376405462623,0.00011216314305784181,6.71254792905529e-06,3.2210746212513186e-06,2.811377726175124e-06,7.370103048742749e-06,0.0011095070512965322,367.6089172363281,0.0015863471198827028,142.98043823242188,8.783808880252764e-05,0.0008434396586380899,0.0015054135583341122,709.324462890625,267.03387451171875,0.013508962467312813,2.5339647891087225e-06,3.966195436078124e-06,0.0007126047858037055,288.3847961425781
medium_roughness_0335,medium_roughness,85.0,85.0,100.0,100.0,0.0027663286309689283,88.79635620117188,65.94405364990234,0.012007837183773518,41.76078414916992,0.6040222644805908,0.011526149697601795,156.34661865234375,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,168.65798950195312,0.027146290987730026,0.008753589354455471,8.478370666503906,379.1144714355469,143.73435974121094,157.48284912109375,0.21605394780635834,0.0051277875900268555,154.7281036376953,142.360595703125,35.20821762084961,142.548095703125,0.08770940452814102,144.6007080078125,0.04151524603366852,0.005093073938041925,47.17985153198242,4.83437967300415,0.14546263217926025,0.11187818646430969,2.3265771865844727,135.73538208007812,0.03224039450287819,137.59262084960938,9.007278442382812,0.004112681839615107,36.58506774902344,33.115028381347656,0.006084883585572243,86.9266586303711,132.03073120117188,0.04240049421787262,1.1788476705551147,139.8289794921875,0.0279045719653368
medium_roughness_0219,medium_roughness,85.0,85.0,100.0,100.0,121.8578872680664,101.48552703857422,82.34780883789062,83.78946685791016,0.011167526245117188,0.07899477332830429,0.9982823133468628,80.03792572021484,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,110.35242462158203,111.0246353149414,0.00047459951019845903,83.24009704589844,90.06776428222656,0.00047554229968227446,90.23921966552734,60.133331298828125,21.262712478637695,75.22002410888672,64.33394622802734,0.004517702851444483,73.19458770751953,12.16822624206543,76.10279846191406,45.30931854248047,0.1294454038143158,49.1179313659668,0.04032469913363457,0.023434998467564583,0.004349440336227417,0.007904302328824997,68.57215118408203,37.950077056884766,61.791542053222656,0.006954853422939777,0.003026020247489214,37.95789337158203,50.56999588012695,83.04249572753906,34.046382904052734,60.2200927734375,0.00780121935531497,0.012934277765452862,66.34059143066406,35.13560104370117
medium_roughness_0105,medium_roughness,85.0,85.0,100.0,100.0,194.92041015625,21.82251739501953,20.82618522644043,132.7799835205078,66.28453063964844,18.19288444519043,0.05482354015111923,183.91824340820312,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,203.4388427734375,87.83012390136719,0.0014552576467394829,4.41276216506958,284.15069580078125,0.0015453558880835772,180.62176513671875,0.05189990624785423,0.04083355516195297,178.36013793945312,172.46214294433594,0.03457773104310036,173.46878051757812,0.037750858813524246,168.1290740966797,0.031249504536390305,133.84019470214844,0.05357873812317848,0.01200044620782137,0.005056347697973251,6.487491130828857,0.023183561861515045,160.1122283935547,0.025000663474202156,167.288818359375,0.029506847262382507,132.8162841796875,0.03492610529065132,0.04159482568502426,100.74758911132812,0.036628834903240204,169.7639923095703,0.038759928196668625,0.013713489286601543,160.11534118652344,0.02431497722864151
low_roughness_0022,low_roughness,85.0,85.0,100.0,100.0,63.460479736328125,169.77655029296875,133.52981567382812,61.76210403442383,58.22614669799805,93.13645935058594,137.78465270996094,11.898282051086426,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,36.555843353271484,150.9773712158203,0.0004965506377629936,158.84117126464844,58.970184326171875,0.0003973926359321922,16.72235870361328,140.1377410888672,133.26771545410156,7.168023586273193,0.5631279945373535,124.80118560791016,2.748999834060669,127.43695068359375,3.0157854557037354,126.70513916015625,21.167274475097656,116.87533569335938,51.278263092041016,0.06524346768856049,5.204867362976074,58.60371398925781,0.2396460771560669,118.66869354248047,0.21156734228134155,120.29413604736328,11.182924270629883,111.96025848388672,95.81600189208984,15.653376579284668,119.94368743896484,0.21560202538967133,0.08347087353467941,62.10374069213867,0.21767336130142212,118.80982971191406
high_roughness_0101,high_roughness,85.0,85.0,100.0,100.0,127.59170532226562,0.01084747351706028,0.007830818183720112,107.86873626708984,41.16843032836914,0.01117667555809021,183.15066528320312,131.93603515625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,187.8102569580078,460.41448974609375,4.794485092163086,182.9681396484375,0.00665579317137599,0.004816428292542696,124.8582992553711,178.0034942626953,185.346435546875,117.24114990234375,119.3653793334961,167.9701690673828,133.89224243164062,165.8966522216797,121.71128845214844,169.3313751220703,84.52238464355469,0.006710272282361984,0.02430003508925438,0.047973375767469406,0.4017733037471771,0.011819390580058098,121.47887420654297,158.1080780029297,117.17288208007812,163.08140563964844,72.01546478271484,0.0066140154376626015,0.005652791354805231,74.83963012695312,154.14239501953125,125.29225158691406,0.048430804163217545,0.01405314914882183,76.37926483154297,174.6890869140625
medium_roughness_0167,medium_roughness,85.0,85.0,100.0,100.0,10.99287223815918,0.05335836857557297,68.19718170166016,0.01612984761595726,0.06194489821791649,129.65484619140625,220.97958374023438,222.1287078857422,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,237.93185424804688,142.4366455078125,375.3432922363281,220.5448760986328,360.9090270996094,298.05035400390625,262.2088623046875,48.20807647705078,222.15072631835938,220.9866180419922,207.70510864257812,211.29296875,209.3486785888672,198.9752655029297,232.33978271484375,151.60948181152344,0.020708221942186356,0.03472388908267021,5.163751125335693,6.710323333740234,28.05080795288086,80.64987182617188,223.02737426757812,140.63848876953125,203.15237426757812,203.0527801513672,0.025030551478266716,0.022695355117321014,0.12787947058677673,0.009139329195022583,197.74569702148438,198.5199432373047,19.606630325317383,30.028573989868164,230.24774169921875,155.73521423339844
low_roughness_0065,low_roughness,85.0,85.0,100.0,100.0,71.61254119873047,116.84587097167969,0.010051274672150612,119.81666564941406,55.1181640625,78.83177947998047,247.59378051757812,0.009848147630691528,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.02277151495218277,596.0800170898438,528.0269165039062,242.69354248046875,0.0038103186525404453,0.05411297827959061,0.014211909845471382,230.01377868652344,245.18984985351562,0.009319103322923183,0.008087226189672947,238.61871337890625,0.00981213804334402,228.52145385742188,0.011303686536848545,219.6968994140625,61.93441390991211,0.17995838820934296,0.09519761800765991,23.80307388305664,115.06379699707031,168.60055541992188,0.010464755818247795,210.3787841796875,0.008153567090630531,230.55276489257812,39.127689361572266,27.369314193725586,0.0072870152071118355,75.33941650390625,227.0126190185547,0.008169008418917656,74.00894927978516,34.425777435302734,0.009868607856333256,216.3369598388672
medium_roughness_0347,medium_roughness,85.0,85.0,100.0,100.0,73.92304229736328,104.96744537353516,36.913002014160156,3.153484582901001,0.009338690899312496,0.012061050161719322,66.8626480102539,55.765708923339844,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,106.7275161743164,0.04677852988243103,0.0013031326234340668,112.43794250488281,73.83831024169922,0.0013801839668303728,16.160478591918945,85.7686538696289,58.43118667602539,38.87104034423828,40.434818267822266,49.167266845703125,61.1906623840332,67.28219604492188,0.2105255424976349,71.0074234008789,3.4560627937316895,32.290931701660156,0.015021153725683689,0.015141116455197334,0.0056756059639155865,0.005927356891334057,1.9309492111206055,65.40049743652344,40.41746139526367,49.029296875,0.1958528459072113,17.65622901916504,26.700393676757812,0.10822003334760666,50.605995178222656,46.76565170288086,0.007710161153227091,0.007762315683066845,0.016354668885469437,53.4357795715332
medium_roughness_0381,medium_roughness,85.0,85.0,100.0,100.0,0.011352956295013428,302.7168884277344,0.0001949114812305197,163.91102600097656,0.0009438749402761459,9.378945833304897e-05,195.8886260986328,0.0008454633643850684,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.002674659714102745,844.9974365234375,3.761455081985332e-05,330.26007080078125,0.0021215069573372602,4.401995101943612e-05,0.0027678520418703556,328.3345642089844,192.77159118652344,0.0010455858428031206,0.0004151153552811593,136.7958221435547,0.0010435506701469421,235.67642211914062,0.0024038811679929495,301.7748107910156,0.00575563358142972,0.0003888255450874567,0.00030952601809985936,0.0004058551276102662,0.00023659849830437452,0.00010325138282496482,0.002389570465311408,299.1632385253906,0.0005892113549634814,163.85287475585938,0.002548991469666362,0.0010578761575743556,0.00038712244713678956,202.23513793945312,139.31826782226562,0.00027654151199385524,0.00028929507243447006,0.00017366318206768483,0.0021021647844463587,273.9034423828125
high_roughness_0254,high_roughness,85.0,85.0,100.0,100.0,147.0481414794922,121.83001708984375,94.93537902832031,146.59994506835938,6.294053077697754,29.176836013793945,30.370851516723633,65.55426788330078,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,93.03558349609375,60.15288162231445,0.0011320033809170127,65.29618835449219,0.009543091990053654,0.001259790500625968,83.8626937866211,64.97586059570312,33.619476318359375,63.42388153076172,47.948116302490234,1.1590508222579956,56.758975982666016,22.76615333557129,67.9646224975586,48.17811584472656,104.4938735961914,73.05413818359375,38.15099334716797,23.02531623840332,0.006309368181973696,0.06960797309875488,59.99424743652344,40.237220764160156,45.77772521972656,4.476517677307129,89.89962768554688,63.87282943725586,61.8654899597168,114.89517974853516,0.027426792308688164,38.739341735839844,0.017437687143683434,2.897130250930786,59.93850326538086,40.09324264526367
low_roughness_0300,low_roughness,85.0,85.0,100.0,100.0,0.00011184730828972533,531.04736328125,196.9757843017578,0.0003810738562606275,377.236328125,0.00032792301499284804,118.14723205566406,498.67529296875,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,352.5737609863281,0.00017359544290229678,0.00016569382569286972,406.34576416015625,984.6993408203125,750.3426513671875,207.15847778320312,64.86221313476562,0.02475142478942871,488.25836181640625,520.63818359375,191.3958740234375,444.6870422363281,253.78753662109375,257.7229919433594,63.66474914550781,0.00017317153105977923,503.6413879394531,0.0011391837615519762,0.0006782303680665791,0.0014358374755829573,0.0020107338204979897,240.60301208496094,72.30992126464844,494.573486328125,178.8337860107422,0.00013823159679304808,477.90728759765625,424.4051513671875,0.0002529606281314045,407.28277587890625,509.5064697265625,0.0005461908294819295,0.002652038587257266,280.162841796875,19.605426788330078
high_roughness_0008,high_roughness,85.0,85.0,100.0,100.0,43.7435417175293,141.74461364746094,31.106571197509766,27.639629364013672,0.24353529512882233,17.353473663330078,155.1066131591797,0.014153308235108852,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.11063111573457718,201.4713134765625,0.02541951648890972,177.46673583984375,146.14292907714844,0.007962244562804699,0.1349399983882904,162.29086303710938,151.650634765625,0.022608483210206032,57.74289321899414,140.69383239746094,0.01391621958464384,144.75596618652344,0.04450085014104843,148.08880615234375,0.4740028381347656,0.03375651314854622,0.05952495336532593,0.06880945712327957,0.02744724042713642,0.024715540930628777,0.032688893377780914,139.98631286621094,0.04198373109102249,136.80184936523438,0.10578599572181702,0.017115071415901184,0.06848165392875671,0.09142403304576874,133.78897094726562,112.15868377685547,0.03283046931028366,0.027875375002622604,0.03209918737411499,140.50204467773438
