profile,family,spring_00,spring_01,spring_02,spring_03,spring_04,spring_05,spring_06,spring_07,spring_08,spring_09,spring_10,spring_11,spring_12,spring_13,spring_14,spring_15,spring_16,spring_17,spring_18,spring_19,spring_20,spring_21,spring_22,spring_23
high_roughness_0144,high_roughness,85.0,85.0,100.0,100.0,1270.511962890625,7.190928954514675e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,9.250670700566843e-06,1.9699742551892996e-05,1163.044677734375,1331.1263427734375,6.537319859489799e-05,104.18879699707031
low_roughness_0015,low_roughness,85.0,85.0,100.0,100.0,2.1897818442084827e-05,577.0648803710938,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,928.898681640625,0.002762598218396306,904.68896484375,2.792819395835977e-05,1.4181843653204851e-05,711.718017578125
low_roughness_0226,low_roughness,85.0,85.0,100.0,100.0,8.532765605195891e-06,1373.12109375,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1401.7147216796875,8.80457300809212e-05,1473.433349609375,1.0653269782778807e-05,1.1545189408934675e-05,1485.488525390625
low_roughness_0223,low_roughness,85.0,85.0,100.0,100.0,0.0008890154422260821,838.2861328125,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,861.2482299804688,926.7040405273438,0.00013680849224328995,0.0007981454255059361,528.217041015625,0.000133202614961192
medium_roughness_0251,medium_roughness,85.0,85.0,100.0,100.0,570.2727661132812,9.712755854707211e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1.2521103599283379e-05,7.506474958063336e-06,827.5284423828125,1077.4764404296875,0.0002519087283872068,1242.4202880859375
high_roughness_0360,high_roughness,85.0,85.0,100.0,100.0,761.506591796875,1112.9361572265625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1123.7889404296875,740.6324462890625,729.547607421875,0.0011535226367413998,1360.110595703125,765.0371704101562
high_roughness_0219,high_roughness,85.0,85.0,100.0,100.0,683.1719970703125,8.090353367151693e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,9.85005681286566e-05,4.33850109402556e-05,2.595308978925459e-05,845.5365600585938,1128.39501953125,908.8541259765625
medium_roughness_0263,medium_roughness,85.0,85.0,100.0,100.0,162.1141815185547,8.395712939091027e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1.065678497980116e-05,5.150744527782081e-06,1.077180786523968e-05,1101.53955078125,988.3357543945312,830.4979248046875
low_roughness_0006,low_roughness,85.0,85.0,100.0,100.0,2.548696647863835e-05,931.82177734375,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1009.1103515625,822.9319458007812,0.0016222476260736585,3.402306174393743e-05,2.5049492251127958e-05,0.000236504667554982
high_roughness_0220,high_roughness,85.0,85.0,100.0,100.0,302.4725036621094,7.95469713921193e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,9.788793249754235e-06,7.5518978519539814e-06,1062.481689453125,1216.2286376953125,1.6277763279504143e-05,1323.9189453125
medium_roughness_0049,medium_roughness,85.0,85.0,100.0,100.0,4.732222805614583e-06,1.448798002456897e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1169.970703125,1522.4930419921875,1404.0758056640625,5.755743586632889e-06,4.842983798880596e-06,3.8030116229492705e-06
high_roughness_0076,high_roughness,85.0,85.0,100.0,100.0,1304.400146484375,2.0150466298218817e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,2.4700046196812764e-05,2.21272657654481e-05,2.624008629936725e-05,1330.483154296875,1318.669921875,980.5789184570312
medium_roughness_0291,medium_roughness,85.0,85.0,100.0,100.0,0.001220504636876285,470.6229553222656,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,673.4642944335938,1203.326416015625,971.1641235351562,0.0007718619890511036,6.955437129363418e-05,9.455901454202831e-05
medium_roughness_0158,medium_roughness,85.0,85.0,100.0,100.0,1.174677618109854e-05,8.10013989394065e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,9.537729965813924e-06,0.0036133143585175276,675.224853515625,1.40616748467437e-05,7.868113243603148e-06,0.00015387029270641506
low_roughness_0256,low_roughness,85.0,85.0,100.0,100.0,2.8581049264175817e-05,311.7226867675781,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,832.1082763671875,0.0003342847339808941,1454.0933837890625,3.536308213369921e-05,1.5167878700594883e-05,1376.614013671875
low_roughness_0096,low_roughness,85.0,85.0,100.0,100.0,0.0004096757620573044,1.2452285773179028e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1.4613015082431957e-05,8.8395381681039e-06,538.909912109375,1052.3941650390625,3.779689723160118e-05,1168.9949951171875
high_roughness_0395,high_roughness,85.0,85.0,100.0,100.0,4.32019760410185e-06,1.0412762094347272e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1.295403217227431e-05,6.394478077709209e-06,3.03973070003849e-06,4.840814199269516e-06,1399.0235595703125,278.17535400390625
medium_roughness_0026,medium_roughness,85.0,85.0,100.0,100.0,568.4799194335938,962.3064575195312,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,987.81640625,1072.2047119140625,161.99224853515625,0.00027419725665822625,698.1793823242188,178.3744354248047
medium_roughness_0111,medium_roughness,85.0,85.0,100.0,100.0,35.55593490600586,819.3441162109375,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,826.7957763671875,804.9470825195312,175.20262145996094,0.006274405401200056,586.024658203125,0.0006187745020724833
low_roughness_0383,low_roughness,85.0,85.0,100.0,100.0,7.162702786445152e-06,9.278219295083545e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,9.634920388634782e-06,5.68497716812999e-06,1.3880952565159532e-06,8.958554644777905e-06,1558.6778564453125,799.7974853515625
low_roughness_0326,low_roughness,85.0,85.0,100.0,100.0,1.2846777281083632e-05,789.0355224609375,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1038.1650390625,0.0009433235973119736,1251.876220703125,1.6392294128309004e-05,7.617409210070036e-06,1231.3226318359375
medium_roughness_0050,medium_roughness,85.0,85.0,100.0,100.0,3.757697413675487e-05,437.7179260253906,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,836.3358154296875,0.011104312725365162,1040.20361328125,4.681787686422467e-05,2.4182956622098573e-05,0.00041391150443814695
high_roughness_0001,high_roughness,85.0,85.0,100.0,100.0,8.824385986372363e-06,760.100341796875,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,540.030517578125,0.0001526515552541241,4.842008638661355e-05,1.5396015442092903e-05,1587.458984375,221.59262084960938
high_roughness_0322,high_roughness,85.0,85.0,100.0,100.0,0.004524112679064274,5.835554020450218e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,7.2355733209406026e-06,5.745810994994827e-06,2.708700321818469e-06,1304.6009521484375,1441.76025390625,727.78515625
low_roughness_0281,low_roughness,85.0,85.0,100.0,100.0,371.3751525878906,9.395038432558067e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1.2161326594650745e-05,1.1648406143649481e-05,1380.0313720703125,1001.7459106445312,1.5320305465138517e-05,973.965576171875
medium_roughness_0213,medium_roughness,85.0,85.0,100.0,100.0,556.460693359375,1.8631903003551997e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,2.1180971089052036e-05,7.490713869628962e-06,6.05038530920865e-06,1160.1488037109375,1445.1959228515625,333.249267578125
low_roughness_0244,low_roughness,85.0,85.0,100.0,100.0,1.2381392480165232e-05,275.7406311035156,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1075.22412109375,5.5360600526910275e-05,1435.3607177734375,1.5628684195689857e-05,9.089855666388758e-06,1388.1107177734375
low_roughness_0135,low_roughness,85.0,85.0,100.0,100.0,3.518653784340131e-06,370.8419189453125,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.0005298311007209122,1.089195575332269e-05,1.892341606435366e-05,7.373315384029411e-06,1580.49853515625,10.742866516113281
low_roughness_0390,low_roughness,85.0,85.0,100.0,100.0,750.2362060546875,1.1716121662175283e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1.501623682997888e-05,1.0143875442736316e-05,208.97854614257812,1127.7330322265625,1078.2171630859375,1404.9150390625
low_roughness_0298,low_roughness,85.0,85.0,100.0,100.0,536.0596923828125,206.31982421875,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.0054955086670815945,8.600246655987576e-05,660.7556762695312,683.89453125,1180.9993896484375,614.5698852539062
high_roughness_0270,high_roughness,85.0,85.0,100.0,100.0,4.5448969103745185e-06,883.037841796875,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1266.0430908203125,7.499054959225759e-07,1560.3863525390625,5.69750955037307e-06,3.233160441595828e-06,1560.98095703125
high_roughness_0259,high_roughness,85.0,85.0,100.0,100.0,0.006144478917121887,5.742398116126424e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,6.996438969508745e-06,5.064340712124249e-06,2.237432227047975e-06,1391.3892822265625,1507.99609375,952.52734375
medium_roughness_0218,medium_roughness,85.0,85.0,100.0,100.0,106.24137115478516,1.5414467270602472e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1.9419812815613113e-05,1.1228734365431592e-05,2.3065958885126747e-05,958.724853515625,815.5540161132812,607.0725708007812
low_roughness_0324,low_roughness,85.0,85.0,100.0,100.0,5.662452167598531e-06,0.00029113757773302495,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,977.0259399414062,2.9868131150578847e-06,1489.351806640625,6.926841706444975e-06,4.8547203732596245e-06,1494.9793701171875
medium_roughness_0297,medium_roughness,85.0,85.0,100.0,100.0,763.2391967773438,5.46606906937086e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,6.862130248919129e-06,3.2595564789517084e-06,1563.171630859375,1203.4041748046875,1.079773142009799e-06,1562.0819091796875
high_roughness_0092,high_roughness,85.0,85.0,100.0,100.0,952.8790893554688,1.71632655110443e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,6.887109339004382e-05,1311.0369873046875,371.3127136230469,821.180908203125,0.0010504506062716246,171.93299865722656
low_roughness_0235,low_roughness,85.0,85.0,100.0,100.0,0.00027936603873968124,9.660295290814247e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1.157656606665114e-05,1.1455605999799445e-05,531.4717407226562,729.310546875,1.0547689271334093e-05,486.3197937011719
high_roughness_0016,high_roughness,85.0,85.0,100.0,100.0,578.7507934570312,882.0409545898438,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,908.0216674804688,1000.644775390625,0.00014549422485288233,0.003289293497800827,760.5274047851562,0.0001400692854076624
high_roughness_0302,high_roughness,85.0,85.0,100.0,100.0,6.902021414134651e-05,724.0409545898438,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,848.0880126953125,1132.0450439453125,5.026228245696984e-05,8.446047286270186e-05,1.6307751138811e-05,4.3826596083818004e-05
low_roughness_0197,low_roughness,85.0,85.0,100.0,100.0,783.0520629882812,566.654296875,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,399.2311706542969,0.002756628207862377,0.03800056129693985,838.7980346679688,1093.5947265625,114.15864562988281
high_roughness_0385,high_roughness,85.0,85.0,100.0,100.0,1006.5924682617188,1244.4765625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.0012915842235088348,2.1005728285672376e-06,981.6878051757812,1204.8060302734375,1478.4833984375,1591.780029296875
high_roughness_0238,high_roughness,85.0,85.0,100.0,100.0,3.2605450996925356e-06,2.6137356599065242e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,2.883486786231515e-06,625.6143188476562,3.2263408229482593e-06,4.0906134017859586e-06,3.87784120903234e-06,3.434526433920837e-06
low_roughness_0294,low_roughness,85.0,85.0,100.0,100.0,2.223402407253161e-05,1168.0484619140625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1097.41064453125,1.4403269688045839e-06,2.5024282876984216e-06,3.377771281520836e-05,1595.553466796875,991.771240234375
low_roughness_0397,low_roughness,85.0,85.0,100.0,100.0,547.00830078125,6.033830231899628e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,7.931879736133851e-06,1623.099853515625,830.571533203125,221.96658325195312,1.8119249034498353e-06,9.09898687950772e-07
medium_roughness_0353,medium_roughness,85.0,85.0,100.0,100.0,0.12825141847133636,5.547986347664846e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,6.687303084618179e-06,4.52198764833156e-06,3.2428690701635787e-06,1384.3609619140625,1522.6434326171875,490.6534423828125
low_roughness_0101,low_roughness,85.0,85.0,100.0,100.0,741.9207153320312,0.0004935814067721367,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.0040850392542779446,788.99560546875,323.2804870605469,606.845703125,0.000603565014898777,0.00010747394117061049
medium_roughness_0293,medium_roughness,85.0,85.0,100.0,100.0,1227.1868896484375,6.659345217485679e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,7.872608875914011e-06,4.698335033026524e-06,4.377576715342002e-06,1410.2685546875,1530.573974609375,878.3909301757812
medium_roughness_0157,medium_roughness,85.0,85.0,100.0,100.0,222.50074768066406,1002.4027099609375,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,997.1429443359375,688.6552734375,982.4420776367188,155.65122985839844,701.0941162109375,926.5748901367188
high_roughness_0352,high_roughness,85.0,85.0,100.0,100.0,2.0344348740763962e-05,1.0935929822153412e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1.2492238965933211e-05,1.3109066458127927e-05,872.3624877929688,2.5536601242492907e-05,1.7458751244703308e-05,946.7767333984375
medium_roughness_0161,medium_roughness,85.0,85.0,100.0,100.0,0.0013144135009497404,2.095477975672111e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,2.496478373359423e-05,2.1701856894651428e-05,0.00010491998546058312,723.3715209960938,7.243038999149576e-05,222.11770629882812
high_roughness_0217,high_roughness,85.0,85.0,100.0,100.0,893.585693359375,1.4853018001304008e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1.9546701878425665e-05,2.3363101718132384e-05,910.0991821289062,1035.109375,0.0021611438132822514,808.0221557617188
medium_roughness_0073,medium_roughness,85.0,85.0,100.0,100.0,2.272393430757802e-05,300.5687255859375,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,595.6077880859375,0.0002553178055677563,2.835495615727268e-05,3.0470395358861424e-05,0.00011540027480805293,4.812789484276436e-05
low_roughness_0104,low_roughness,85.0,85.0,100.0,100.0,1031.207763671875,2.1135569113539532e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,2.689494976948481e-05,1.7122474673669785e-05,729.712890625,1104.603515625,437.74609375,776.593017578125
high_roughness_0089,high_roughness,85.0,85.0,100.0,100.0,613.7788696289062,187.46337890625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,538.9758911132812,1296.7039794921875,3.480295345070772e-05,604.2102661132812,0.011705286800861359,4.4649998017121106e-05
medium_roughness_0099,medium_roughness,85.0,85.0,100.0,100.0,466.6373291015625,522.086181640625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1183.896240234375,1436.998291015625,643.6911010742188,4.451530912774615e-05,8.528079888492357e-06,7.489292329410091e-06
high_roughness_0232,high_roughness,85.0,85.0,100.0,100.0,9.97849929262884e-06,815.6400756835938,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1143.4544677734375,0.023566823452711105,806.85302734375,1.3013652278459631e-05,1.951358535734471e-05,226.32876586914062
low_roughness_0246,low_roughness,85.0,85.0,100.0,100.0,1101.489501953125,59.67222213745117,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,178.27734375,1361.503173828125,166.8353271484375,1062.4779052734375,0.0013991418527439237,0.00014917751832399517
medium_roughness_0076,medium_roughness,85.0,85.0,100.0,100.0,1.4306669982033782e-05,9.04544231161708e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1.0634378668328281e-05,1.0399732673249673e-05,178.28282165527344,1.88414087460842e-05,1.1523013199621346e-05,727.1653442382812
medium_roughness_0377,medium_roughness,85.0,85.0,100.0,100.0,1345.8310546875,1.3773717910225969e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1.6674730431986973e-05,1.3037739336141385e-05,1.0484416634426452e-05,1377.2647705078125,1393.614990234375,1001.5841674804688
low_roughness_0388,low_roughness,85.0,85.0,100.0,100.0,2.3415073883370496e-05,1247.3731689453125,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1277.162353515625,1237.2886962890625,671.1845703125,2.8914255381096154e-05,2.6368901671958156e-05,2.7968546419288032e-05
high_roughness_0285,high_roughness,85.0,85.0,100.0,100.0,893.4473266601562,8.18076114228461e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,395.6356201171875,1515.678955078125,684.3956909179688,0.001751092728227377,3.4737790883809794e-06,4.87513489133562e-06
medium_roughness_0344,medium_roughness,85.0,85.0,100.0,100.0,1404.06591796875,6.280224170041038e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,7.719801033090334e-06,6.410035439330386e-06,1513.1234130859375,1436.3865966796875,27.03085708618164,1511.3651123046875
medium_roughness_0124,medium_roughness,85.0,85.0,100.0,100.0,131.29135131835938,1215.6602783203125,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1128.240478515625,3.030960215255618e-05,2.6253328542225063e-05,868.0488891601562,1552.6641845703125,747.7866821289062
high_roughness_0147,high_roughness,85.0,85.0,100.0,100.0,3.31903083861107e-06,3.449143150646705e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,4.182039901934331e-06,3.818205641437089e-06,1526.1492919921875,3.989176093455171e-06,3.654674628705834e-06,1525.087890625
medium_roughness_0384,medium_roughness,85.0,85.0,100.0,100.0,5.922588024986908e-05,914.3546142578125,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,646.6648559570312,0.0003903344622813165,5.684027200913988e-05,297.9859313964844,1461.280517578125,99.84222412109375
high_roughness_0039,high_roughness,85.0,85.0,100.0,100.0,4.580316090141423e-05,369.4693603515625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,800.6325073242188,946.3674926757812,471.3639831542969,5.69180519960355e-05,3.145320442854427e-05,4.595919017447159e-05
low_roughness_0194,low_roughness,85.0,85.0,100.0,100.0,1032.3046875,5.589564807451097e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1.3335543371795211e-05,1362.9652099609375,144.82766723632812,1035.060791015625,207.7267303466797,0.00018709931464400142
medium_roughness_0394,medium_roughness,85.0,85.0,100.0,100.0,2.6410427381051704e-05,8.01574788056314e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,9.57014890445862e-06,8.046161383390427e-06,1171.869140625,722.1229858398438,1.1317601092741825e-05,1215.81787109375
high_roughness_0399,high_roughness,85.0,85.0,100.0,100.0,5.4853149777045473e-05,1066.370849609375,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1007.9722290039062,0.0011687612859532237,9.457956912228838e-05,0.00010702168947318569,1578.2811279296875,0.0008562985458411276
high_roughness_0099,high_roughness,85.0,85.0,100.0,100.0,1.1178026397828944e-05,5.301792498357827e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,6.514866527140839e-06,5.737258106819354e-06,5.349779712560121e-06,763.693603515625,1294.104736328125,596.4063110351562
high_roughness_0169,high_roughness,85.0,85.0,100.0,100.0,2.5487890525255352e-05,754.7019653320312,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1013.5419921875,1167.2879638671875,871.3937377929688,3.2562758860876784e-05,2.1924523025518283e-05,2.8882563128718175e-05
low_roughness_0080,low_roughness,85.0,85.0,100.0,100.0,4.5543210944742896e-06,2.692564157769084e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,153.81797790527344,934.2413940429688,1297.9501953125,5.1723141041293275e-06,3.862819539790507e-06,7.780183659633622e-05
medium_roughness_0340,medium_roughness,85.0,85.0,100.0,100.0,1.2402119864418637e-05,1325.69970703125,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1346.9464111328125,0.00040974628063850105,0.001338626490905881,1.5801540939719416e-05,0.00011004944826709107,1477.5550537109375
low_roughness_0063,low_roughness,85.0,85.0,100.0,100.0,1003.5064086914062,2.703494465094991e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,3.408505654078908e-05,2.6743409762275405e-05,858.064453125,1089.0692138671875,677.77685546875,1149.8062744140625
medium_roughness_0137,medium_roughness,85.0,85.0,100.0,100.0,5.615451300400309e-06,340.0226135253906,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1144.1705322265625,6.931142024768633e-07,1545.8447265625,7.0151331783563364e-06,3.5404725622356636e-06,1546.309326171875
low_roughness_0207,low_roughness,85.0,85.0,100.0,100.0,5.3730138461105525e-05,1.7223061149707064e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1.9974577298853546e-05,1.2721495295409113e-05,0.001961893867701292,929.9952392578125,711.3078002929688,1030.3790283203125
medium_roughness_0023,medium_roughness,85.0,85.0,100.0,100.0,233.7665557861328,9.88994725048542e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1.268141386390198e-05,6.8075732997385785e-06,1434.4288330078125,1028.79541015625,2.318115730304271e-05,1456.1300048828125
low_roughness_0199,low_roughness,85.0,85.0,100.0,100.0,6.229663540580077e-06,0.0008058376843109727,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1068.0089111328125,2.9539112347265473e-06,1269.679443359375,7.722525879216846e-06,9.981973562389612e-06,1377.4818115234375
high_roughness_0079,high_roughness,85.0,85.0,100.0,100.0,4.593250196194276e-05,4.455869202502072e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,5.4162696869752835e-06,4.343161890574265e-06,1496.97412109375,678.5291137695312,3.132126948912628e-06,1493.293701171875
low_roughness_0243,low_roughness,85.0,85.0,100.0,100.0,1288.900390625,1.963930480997078e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,2.448523991915863e-05,2.8866343200206757e-05,326.43121337890625,1312.7725830078125,1138.1810302734375,471.4698486328125
low_roughness_0261,low_roughness,85.0,85.0,100.0,100.0,1202.5010986328125,1.0040825145551935e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1.295687434321735e-05,1.01734149211552e-05,658.867431640625,1261.6563720703125,942.827880859375,822.507568359375
low_roughness_0047,low_roughness,85.0,85.0,100.0,100.0,3.645534161478281e-05,4.0170049032894894e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,4.702734077000059e-05,2.8290187401580624e-05,98.28507232666016,4.379158417577855e-05,4.969548899680376e-05,752.1680297851562
medium_roughness_0198,medium_roughness,85.0,85.0,100.0,100.0,1.3403169759840239e-05,968.2902221679688,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1107.4814453125,0.00357098039239645,1538.191650390625,1.7132764696725644e-05,1.0273985935782548e-05,1565.3880615234375
medium_roughness_0361,medium_roughness,85.0,85.0,100.0,100.0,0.033015262335538864,9.455811232328415e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.00011487806477816775,0.00020472900359891355,924.8943481445312,599.38916015625,2.954377850983292e-05,50.92363357543945
medium_roughness_0363,medium_roughness,85.0,85.0,100.0,100.0,0.0012933025136590004,595.156982421875,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,144.39794921875,1.2306415555940475e-05,0.0013652114430442452,480.2519836425781,1445.1182861328125,1200.0263671875
high_roughness_0201,high_roughness,85.0,85.0,100.0,100.0,4.031778644275619e-06,7.69872985983966e-06,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1.1035025636374485e-05,6.505212240881519e-06,1450.43212890625,4.792088475369383e-06,4.450649612408597e-06,1440.1094970703125
medium_roughness_0077,medium_roughness,85.0,85.0,100.0,100.0,0.07848259806632996,1.2096043974452186e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1.4638595530414023e-05,5.01562271892908e-06,7.3156156759068836e-06,1047.6617431640625,0.00038431279244832695,8.192409950424917e-06
low_roughness_0192,low_roughness,85.0,85.0,100.0,100.0,7.354095487244194e-06,1.2024354873574339e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,612.0508422851562,1.746038287819829e-05,708.281982421875,8.571899343223777e-06,5.150356173544424e-06,8.538889233022928e-05
