split,rmse_nm,fixed_preload_rmse_nm,rmse_improvement_pct,mean_preload_mm,mean_abs_preload_change_mm,max_abs_preload_change_mm,fixed_preload_offload_pct,controlled_preload_offload_pct,baseline_motor_energy_j,residual_motor_energy_j,motor_energy_saved_j,preload_adjustment_energy_used_j,preload_energy_released_j,net_energy_saved_after_preload_j
train,42.25858688354492,57.11625671386719,26.01303146449895,770.4764008522034,2.130785956978798,809.9846839904785,-4.911788463592529,32.648616790771484,435.1160888671875,293.0566711425781,142.05941772460938,21.929885864257812,25.227537155151367,120.12953186035156
test,43.28219223022461,56.566810607910156,23.484828355919117,774.1228342056274,5.300123244524002,597.8472232818604,-3.7577638626098633,29.198814392089844,464.23272705078125,328.68231201171875,135.5504150390625,32.20351791381836,36.197547912597656,103.34689331054688
