split,rmse_nm,fixed_preload_rmse_nm,rmse_improvement_pct,mean_preload_mm,mean_abs_preload_change_mm,max_abs_preload_change_mm,fixed_preload_offload_pct,controlled_preload_offload_pct,baseline_motor_energy_j,residual_motor_energy_j,motor_energy_saved_j,preload_adjustment_energy_used_j,preload_energy_released_j,net_energy_saved_after_preload_j
train,55.68547439575195,57.76207733154297,3.5950973921379643,702.1477222442627,9.045443497598171,49.82203245162964,2.5749123096466064,6.753434181213379,146.6053924560547,136.70448303222656,9.900909423828125,4.9985246658325195,3.194938898086548,4.9023847579956055
test,41.75932693481445,42.94694519042969,2.765314856153922,701.6691565513611,8.661150932312012,59.79931354522705,25.14601707458496,26.6246280670166,128.19534301757812,94.06381225585938,34.13153076171875,5.226860523223877,2.7480859756469727,28.90467071533203
