split,rmse_nm,fixed_preload_rmse_nm,rmse_improvement_pct,mean_preload_mm,mean_abs_preload_change_mm,max_abs_preload_change_mm,fixed_preload_offload_pct,controlled_preload_offload_pct,baseline_motor_energy_j,residual_motor_energy_j,motor_energy_saved_j,preload_adjustment_energy_used_j,preload_energy_released_j,net_energy_saved_after_preload_j
train,42.944366455078125,57.11625671386719,24.812358291940175,780.2039980888367,1.8321574898436666,592.6885604858398,-7.63344144821167,29.122175216674805,343.1553649902344,243.2210693359375,99.93429565429688,21.83820915222168,20.902637481689453,78.09608459472656
test,43.74612808227539,56.566810607910156,22.664672778708784,803.3466935157776,4.0345629677176476,580.1970958709717,-6.574763774871826,26.79069709777832,364.7300720214844,267.01629638671875,97.71377563476562,26.40219497680664,25.744121551513672,71.31158447265625
