split,rmse_nm,fixed_preload_rmse_nm,rmse_improvement_pct,mean_preload_mm,mean_abs_preload_change_mm,max_abs_preload_change_mm,fixed_preload_offload_pct,controlled_preload_offload_pct,baseline_motor_energy_j,residual_motor_energy_j,motor_energy_saved_j,preload_adjustment_energy_used_j,preload_energy_released_j,net_energy_saved_after_preload_j
train,44.242958068847656,57.11625671386719,22.53876459290799,967.9256677627563,0.0037965694446029374,6.093800067901611,-7.63344144821167,21.00442886352539,343.1553649902344,271.0775451660156,72.07781982421875,0.02813267521560192,0.05161239206790924,72.04969024658203
test,44.540164947509766,56.566810607910156,21.260957673152983,972.4642038345337,0.019326147594256327,19.96806263923645,-6.574763774871826,21.391700744628906,364.7300720214844,286.7080993652344,78.02197265625,0.1484992951154709,0.1794358342885971,77.87347412109375
