profile,period,policy,rmse_nm,offload_pct,baseline_motor_work_j,assisted_motor_work_j
piecewise_0000,1,default,52.330306844774604,17.695569039529822,189.31829963811313,155.81734922118687
piecewise_0000,2,previous_period,24.74093429029632,69.40912354109336,189.31829963811313,57.91412715639788
piecewise_0000,3,previous_period,23.912358060295738,70.16153300134208,189.31829963811313,56.48967835993871
piecewise_0000,4,previous_period,23.850465550145408,70.42267661182315,189.31829963811313,55.99528571696238
piecewise_0000,5,previous_period,23.90792574492741,70.34952600790226,189.31829963811313,56.133773196480405
piecewise_0000,6,previous_period,23.905448215043023,70.36617498836326,189.31829963811313,56.10225362976456
piecewise_0000,7,previous_period,23.908537484722014,70.36096652858403,189.31829963811313,56.11211419725594
piecewise_0000,8,previous_period,23.90810902770766,70.36221246301368,189.31829963811313,56.10975541537913
piecewise_0000,9,previous_period,23.90828087184734,70.3618651779512,189.31829963811313,56.11041288955428
piecewise_0000,10,previous_period,23.908244569390643,70.36195105366825,189.31829963811313,56.11025031110698
piecewise_0000,11,previous_period,23.908257026161607,70.36192551390354,189.31829963811313,56.11029866255526
piecewise_0000,12,previous_period,23.908253384400364,70.36193339679274,189.31829963811313,56.11028373880349
piecewise_0001,1,default,61.70502627310192,-6.427201996240184,153.62246147609534,163.49608738676025
piecewise_0001,2,previous_period,40.830318054682316,33.52331822387762,153.62246147609534,102.12311485211009
piecewise_0001,3,previous_period,40.6660039016536,33.794037488837006,153.62246147609534,101.7072292535895
piecewise_0001,4,previous_period,40.66502954239773,33.79492689884119,153.62246147609534,101.70586292004845
piecewise_0001,5,previous_period,40.66502459319212,33.79491130892911,153.62246147609534,101.70588686965513
piecewise_0001,6,previous_period,40.66502646692756,33.79490798488018,153.62246147609534,101.7058919761409
piecewise_0001,7,previous_period,40.66502646692756,33.79490798488018,153.62246147609534,101.7058919761409
piecewise_0001,8,previous_period,40.66502646692756,33.79490798488018,153.62246147609534,101.7058919761409
piecewise_0001,9,previous_period,40.66502646692756,33.79490798488018,153.62246147609534,101.7058919761409
piecewise_0001,10,previous_period,40.66502646692756,33.79490798488018,153.62246147609534,101.7058919761409
piecewise_0001,11,previous_period,40.66502646692756,33.79490798488018,153.62246147609534,101.7058919761409
piecewise_0001,12,previous_period,40.66502646692756,33.79490798488018,153.62246147609534,101.7058919761409
piecewise_0002,1,default,46.67778730412233,-1.0957366792764711,125.95196228118729,127.33206413017072
piecewise_0002,2,previous_period,43.60046267586689,8.151156120174141,125.95196228118729,115.68542119922486
piecewise_0002,3,previous_period,43.46675701411067,8.516833980200222,125.95196228118729,115.22484275889417
piecewise_0002,4,previous_period,43.44554105664171,8.53152850936686,125.95196228118729,115.2063347110608
piecewise_0002,5,previous_period,43.44335113705017,8.532544477365889,125.95196228118729,115.20505507942988
piecewise_0002,6,previous_period,43.443163126829646,8.53261237213463,125.95196228118729,115.20496956463636
piecewise_0002,7,previous_period,43.44315300506465,8.532607984949948,125.95196228118729,115.20497509038157
piecewise_0002,8,previous_period,43.44314045279795,8.532638841108264,125.95196228118729,115.20493622644467
piecewise_0002,9,previous_period,43.44314852320808,8.532619190410596,125.95196228118729,115.204960976884
piecewise_0002,10,previous_period,43.44314282218161,8.532634300577813,125.95196228118729,115.20494194533188
piecewise_0002,11,previous_period,43.44315192274569,8.53260598771497,125.95196228118729,115.20497760593821
piecewise_0002,12,previous_period,43.443150724720766,8.532612181387467,125.95196228118729,115.20496980488616
piecewise_0003,1,default,56.87894251585899,-6.220955869534395,157.5222513600131,167.32164110181654
piecewise_0003,2,previous_period,35.94778242510438,34.819335034234996,157.5222513600131,102.67405090550034
piecewise_0003,3,previous_period,35.93980868325453,34.837900554284296,157.5222513600131,102.64480608034198
piecewise_0003,4,previous_period,35.9421927847275,34.83217277358529,157.5222513600131,102.65382860945202
piecewise_0003,5,previous_period,35.941841159808135,34.8330112457915,157.5222513600131,102.65250782915578
piecewise_0003,6,previous_period,35.94189259018052,34.83288699445855,157.5222513600131,102.65270355265278
piecewise_0003,7,previous_period,35.941884812426224,34.83290640910314,157.5222513600131,102.65267297026753
piecewise_0003,8,previous_period,35.941886051969156,34.832900948360546,157.5222513600131,102.6526815721522
piecewise_0003,9,previous_period,35.94188516453905,34.832904190115734,157.5222513600131,102.65267646566645
piecewise_0003,10,previous_period,35.941885626778195,34.8329023598997,157.5222513600131,102.65267934866395
piecewise_0003,11,previous_period,35.941885626778195,34.8329023598997,157.5222513600131,102.65267934866395
piecewise_0003,12,previous_period,35.941885626778195,34.8329023598997,157.5222513600131,102.65267934866395
piecewise_0004,1,default,47.96083305120213,17.583792381642038,167.9839766833158,138.44602298889558
piecewise_0004,2,previous_period,28.416285737275636,66.69635669830791,167.9839766833158,55.9447843986091
piecewise_0004,3,previous_period,27.684568326434718,68.12042171187913,167.9839766833158,53.552583358256356
piecewise_0004,4,previous_period,27.534900852353434,66.68207657461906,167.9839766833158,55.96877271825694
piecewise_0004,5,previous_period,27.77486255795215,66.66293602606719,167.9839766833158,56.00092577287336
piecewise_0004,6,previous_period,27.731671931940625,66.5073142870089,167.9839766833158,56.26234535872723
piecewise_0004,7,previous_period,27.748423511810323,66.53639976945912,167.9839766833158,56.21348640866981
piecewise_0004,8,previous_period,27.743710892031338,66.52589617286495,167.9839766833158,56.23113076792347
piecewise_0004,9,previous_period,27.74516570523962,66.52891105692659,167.9839766833158,56.22606624578434
piecewise_0004,10,previous_period,27.744727931389907,66.52798994424188,167.9839766833158,56.227613567501834
piecewise_0004,11,previous_period,27.744862507205617,66.5282633862497,167.9839766833158,56.22715422874316
piecewise_0004,12,previous_period,27.744822120950825,66.52818211753959,167.9839766833158,56.22729074715423
piecewise_0005,1,default,74.91014752001492,-7.238452067387602,195.92802051726227,210.11017636898566
piecewise_0005,2,previous_period,50.47069487890094,27.869118903524758,195.92802051726227,141.32460751398406
piecewise_0005,3,previous_period,50.470622706899796,27.86923896676071,195.92802051726227,141.3243722764625
piecewise_0005,4,previous_period,50.470622706899796,27.86923896676071,195.92802051726227,141.3243722764625
piecewise_0005,5,previous_period,50.470622706899796,27.86923896676071,195.92802051726227,141.3243722764625
piecewise_0005,6,previous_period,50.470622706899796,27.86923896676071,195.92802051726227,141.3243722764625
piecewise_0005,7,previous_period,50.470622706899796,27.86923896676071,195.92802051726227,141.3243722764625
piecewise_0005,8,previous_period,50.470622706899796,27.86923896676071,195.92802051726227,141.3243722764625
piecewise_0005,9,previous_period,50.470622706899796,27.86923896676071,195.92802051726227,141.3243722764625
piecewise_0005,10,previous_period,50.470622706899796,27.86923896676071,195.92802051726227,141.3243722764625
piecewise_0005,11,previous_period,50.470622706899796,27.86923896676071,195.92802051726227,141.3243722764625
piecewise_0005,12,previous_period,50.470622706899796,27.86923896676071,195.92802051726227,141.3243722764625
piecewise_0006,1,default,48.13448120049801,-0.10787174695043866,126.76095558604364,126.89769484328536
piecewise_0006,2,previous_period,46.709127143990244,3.2313123741498306,126.76095558604364,122.66491314260124
piecewise_0006,3,previous_period,46.58816556033791,3.4607522239193056,126.76095558604364,122.37407299653827
piecewise_0006,4,previous_period,46.518863218522974,3.578692741684253,126.76095558604364,122.2245704691963
piecewise_0006,5,previous_period,46.475863453332465,3.648479748965461,126.76095558604364,122.13610779189173
piecewise_0006,6,previous_period,46.4563928725859,3.6804474512786123,126.76095558604364,122.09558522696068
piecewise_0006,7,previous_period,46.449038927503835,3.692584932547993,126.76095558604364,122.08019963971954
piecewise_0006,8,previous_period,46.44642156973343,3.696912425702914,126.76095558604364,122.07471406804343
piecewise_0006,9,previous_period,46.44550252708824,3.6984314736422386,126.76095558604364,122.07278850835974
piecewise_0006,10,previous_period,46.445180847618815,3.698964223342305,126.76095558604364,122.07211318974905
piecewise_0006,11,previous_period,46.445068516025366,3.6991483422570304,126.76095558604364,122.07187979885333
piecewise_0006,12,previous_period,46.4450320817311,3.6992082188102793,126.76095558604364,122.07180389876225
piecewise_0007,1,default,58.127998904122904,-2.583509858050914,140.0697686948061,143.68848497718554
piecewise_0007,2,previous_period,41.145723637002845,18.951985657491655,140.0697686948061,113.52376622128472
piecewise_0007,3,previous_period,41.088677860006975,19.034667059794586,140.0697686948061,113.40795457232538
piecewise_0007,4,previous_period,41.08761476055422,19.036458000029867,140.0697686948061,113.40544600648036
piecewise_0007,5,previous_period,41.08761841384729,19.03644912463215,140.0697686948061,113.4054584382294
piecewise_0007,6,previous_period,41.0876184249296,19.036449568570212,140.0697686948061,113.4054578164064
piecewise_0007,7,previous_period,41.08761888121573,19.036448569709595,140.0697686948061,113.40545921550815
piecewise_0007,8,previous_period,41.08761759744188,19.036451485575366,140.0697686948061,113.4054551312617
piecewise_0007,9,previous_period,41.08761877930952,19.036449097726816,140.0697686948061,113.40545847591565
piecewise_0007,10,previous_period,41.08761759744188,19.036451485575366,140.0697686948061,113.4054551312617
piecewise_0007,11,previous_period,41.08761877930952,19.036449097726816,140.0697686948061,113.40545847591565
piecewise_0007,12,previous_period,41.08761759744188,19.036451485575366,140.0697686948061,113.4054551312617
piecewise_0008,1,default,44.50948804526357,15.469646907551148,143.77102087613196,121.5301515912127
piecewise_0008,2,previous_period,23.219094515606574,56.56076501585613,143.77102087613196,62.4530315974855
piecewise_0008,3,previous_period,21.734329460681973,59.7096942521553,143.77102087613196,57.9257838877912
piecewise_0008,4,previous_period,21.834787658552006,59.49183963171569,143.77102087613196,58.23899569962305
piecewise_0008,5,previous_period,21.829436293861445,59.43575864829681,143.77102087613196,58.319623902001744
piecewise_0008,6,previous_period,21.81911716783186,59.49698757983442,143.77102087613196,58.23159444205858
piecewise_0008,7,previous_period,21.82462056626211,59.466722104769175,143.77102087613196,58.2751074245329
piecewise_0008,8,previous_period,21.821454304384822,59.48394168481859,143.77102087613196,58.25035065850526
piecewise_0008,9,previous_period,21.823051052528676,59.47627899675074,143.77102087613196,58.26136738336697
piecewise_0008,10,previous_period,21.822203517394342,59.480272328611974,143.77102087613196,58.25562612938309
piecewise_0008,11,previous_period,21.82264016985551,59.47819790931062,143.77102087613196,58.258608543189894
piecewise_0008,12,previous_period,21.82241205769096,59.47927701993496,143.77102087613196,58.25705709482891
piecewise_0009,1,default,49.75156434483509,1.5349924144908655,129.22531116729976,127.2417124432795
piecewise_0009,2,previous_period,39.519072199204324,20.650345971895778,129.22531116729976,102.5398373279935
piecewise_0009,3,previous_period,39.5724087258747,20.641421593851938,129.22531116729976,102.55136988329039
piecewise_0009,4,previous_period,39.5686009289973,20.646111124635002,129.22531116729976,102.54530982254369
piecewise_0009,5,previous_period,39.568638745507855,20.646087750326547,129.22531116729976,102.54534002806652
piecewise_0009,6,previous_period,39.56864571645577,20.64607115646315,129.22531116729976,102.54536147153813
piecewise_0009,7,previous_period,39.56864367858329,20.646077936908235,129.22531116729976,102.54535270948688
piecewise_0009,8,previous_period,39.56864327387145,20.646079599210886,129.22531116729976,102.5453505613711
piecewise_0009,9,previous_period,39.568644120630786,20.64607420401804,129.22531116729976,102.54535753332584
piecewise_0009,10,previous_period,39.56864386131981,20.646074707083308,129.22531116729976,102.54535688323818
piecewise_0009,11,previous_period,39.56864353520245,20.646074072783616,129.22531116729976,102.54535770291393
piecewise_0009,12,previous_period,39.56864353520245,20.646074072783616,129.22531116729976,102.54535770291393
piecewise_0010,1,default,40.63281198456476,7.301882925065861,110.35584098982875,102.2977866797796
piecewise_0010,2,previous_period,26.86857758361975,46.375370858767695,110.35584098982875,59.177910466483695
piecewise_0010,3,previous_period,27.111126585149798,45.242824158848585,110.35584098982875,60.42774190178198
piecewise_0010,4,previous_period,27.193249416349705,44.82717613313423,110.35584098982875,60.886433776116675
piecewise_0010,5,previous_period,27.218451696947685,44.707713859568855,110.35584098982875,61.01826737277532
piecewise_0010,6,previous_period,27.225542635014502,44.673982514067035,110.35584098982875,61.055491882781034
piecewise_0010,7,previous_period,27.22756604788959,44.66439398191242,110.35584098982875,61.066073388078834
piecewise_0010,8,previous_period,27.228139756854112,44.66167532045687,110.35584098982875,61.06907358979177
piecewise_0010,9,previous_period,27.228304762937427,44.66089230088001,110.35584098982875,61.069937697630934
piecewise_0010,10,previous_period,27.22835031539735,44.660674988957226,110.35584098982875,61.07017751403089
piecewise_0010,11,previous_period,27.228364574445997,44.66061092402958,110.35584098982875,61.070248213420584
piecewise_0010,12,previous_period,27.22836836895278,44.66059207336854,110.35584098982875,61.07026901622609
piecewise_0011,1,default,59.53289328469537,6.215601283042704,183.20568736693292,171.81835231234663
piecewise_0011,2,previous_period,41.82336553774579,38.14676285326119,183.20568736693292,113.31864827338194
piecewise_0011,3,previous_period,41.436541119890855,39.59908136898002,183.20568736693292,110.65791815390199
piecewise_0011,4,previous_period,41.42393840905231,39.83884898269534,183.20568736693292,110.21865024911156
piecewise_0011,5,previous_period,41.42766416639006,39.834695021191315,183.20568736693292,110.22626054283798
piecewise_0011,6,previous_period,41.42815007991826,39.83470515728257,183.20568736693292,110.2262419729423
piecewise_0011,7,previous_period,41.42821773359614,39.83422850900524,183.20568736693292,110.22711521969511
piecewise_0011,8,previous_period,41.42821921350184,39.83422518173428,183.20568736693292,110.22712131544475
piecewise_0011,9,previous_period,41.42821753246556,39.834221921317315,183.20568736693292,110.22712728871406
piecewise_0011,10,previous_period,41.42821650417074,39.83422433834568,183.20568736693292,110.22712286058064
piecewise_0011,11,previous_period,41.42821578968418,39.8342265188138,183.20568736693292,110.22711886583903
piecewise_0011,12,previous_period,41.42821569291599,39.834226662806984,183.20568736693292,110.22711860203532
