period,policy,rmse_nm,motor_work_offload_pct,baseline_motor_work_j,assisted_motor_work_j,mean_force_residual_n
1,default,26.695971324714392,35.11439233521212,103.38411648431142,67.0814122097176,9.702969072122869e-06
2,previous_period,18.437117633204867,58.55490920783743,103.38411648431142,42.84764094159798,6.473475111761218e-05
3,previous_period,17.83170153592752,59.81536213344573,103.38411648431142,41.544532820757176,3.554354159405193e-05
4,previous_period,18.284354800083193,59.29607042022335,103.38411648431142,42.081397970448386,4.502364046174989e-05
5,previous_period,18.244946346577528,58.90479637556669,103.38411648431142,42.485913184549105,3.52139920096306e-05
6,previous_period,18.46493588400788,58.53478402221554,103.38411648431142,42.868447186943996,3.467316998921888e-05
