profiles,periods,default_mean_rmse_nm,settled_mean_rmse_nm,settled_aggregate_offload_pct,settled_mean_profile_offload_pct,negative_offload_profile_pct,improved_rmse_profile_pct
200,12,55.80910428954987,36.020966028036135,34.92786731002976,33.39410537034576,0.0,100.0
