profile,default_rmse_nm,settled_rmse_nm,settled_offload_pct
piecewise_0000,50.66597494229455,24.439272081672737,68.63423915796463
piecewise_0001,62.969729087063286,30.865019965685477,53.358954192052344
piecewise_0002,47.05317402150559,42.893159879730334,11.324611760338488
piecewise_0003,57.39060208672659,31.96808147614398,44.601793268170276
piecewise_0004,46.485062482215646,28.82496111186111,66.4738316253904
piecewise_0005,76.18136925754324,38.492533289451735,44.10793436305684
piecewise_0006,48.4408463322069,45.820371086191685,5.209234157208398
piecewise_0007,59.21597424483259,34.59005657650506,29.090303520885275
piecewise_0008,43.11435932851104,24.293323309965327,55.77976152424225
piecewise_0009,50.13259599413032,40.3041563942793,19.45850427852236
piecewise_0010,40.85230768854168,26.757223421897148,46.49974904243429
piecewise_0011,59.323914731416444,42.45721444557807,38.69579224777587
piecewise_0012,64.58212210437472,48.171664082247524,28.00178846524435
piecewise_0013,37.26349373738361,20.013584033702227,70.26544991399194
piecewise_0014,38.117328424921,33.47468337549152,31.413872291264244
piecewise_0015,35.567581953056205,18.25705606418036,15.889517868091485
piecewise_0016,58.07084927068125,47.41028335582069,12.976811225606433
piecewise_0017,78.06929758009532,41.394025006512905,49.11668596277604
piecewise_0018,23.582415233480518,10.243028972733715,66.84320576155383
piecewise_0019,36.330704559102834,9.90476531239171,80.52988674572096
piecewise_0020,59.949253583409046,29.298710097312963,53.3684721728916
piecewise_0021,62.399206942262396,38.25811313337974,28.025775653773742
piecewise_0022,24.197179274690537,16.418105482006375,13.361567587169986
piecewise_0023,26.455501395881722,21.303185194917035,43.53447668331554
piecewise_0024,74.5399114018146,37.46194520687003,52.30133726323791
piecewise_0025,55.28585084142123,42.81052051947091,6.8027308863158
piecewise_0026,57.00764228942148,41.178695023631654,12.221787710994347
piecewise_0027,49.45021738405446,42.61263664449122,14.848125254051647
piecewise_0028,72.04825536064264,44.10837748420039,21.182088513310383
piecewise_0029,54.23763864889377,44.554486968902225,5.084853538964973
piecewise_0030,36.72890127394428,20.220758450896717,78.25503459530975
piecewise_0031,90.61996197659508,53.982309277516954,33.546381959855665
piecewise_0032,19.041810690369463,15.170531614268485,36.0606209049691
piecewise_0033,46.24913967894128,19.22051393218111,54.68062644170133
piecewise_0034,39.11796827300956,15.505341554767389,39.397518370999585
piecewise_0035,34.67948587609019,16.745147513817574,21.61040882032821
piecewise_0036,50.710775244359205,43.09960610002064,6.56418385805927
piecewise_0037,74.32153748965591,53.879524120813535,14.928306492860044
piecewise_0038,38.58980423613341,18.08856191393785,28.130351739689296
piecewise_0039,30.431803080485977,19.561935082896568,48.48385486181511
piecewise_0040,58.52237657616649,27.231263669713645,70.28639561127704
piecewise_0041,53.312070977595084,22.648128947241787,60.14924750333375
piecewise_0042,54.12578077581683,33.55751255389092,38.60380223698555
piecewise_0043,35.960368208522354,17.08916577149501,75.28126686255735
piecewise_0044,19.695433414077318,10.626853767387956,29.347420845372618
piecewise_0045,42.239016926874314,40.68215498140692,19.63504230668429
piecewise_0046,68.91950143718195,33.226203302981816,52.338448289001896
piecewise_0047,31.49190220949201,24.961670706983565,7.560999086020582
