profiles,periods,default_mean_rmse_nm,settled_mean_rmse_nm,settled_aggregate_offload_pct,settled_mean_profile_offload_pct,negative_offload_profile_pct,improved_rmse_profile_pct
200,12,54.32453992885599,39.11572594967729,28.910526645597667,27.71506407507104,9.0,100.0
