profiles,periods,default_mean_rmse_nm,settled_mean_rmse_nm,settled_aggregate_offload_pct,settled_mean_profile_offload_pct,negative_offload_profile_pct,improved_rmse_profile_pct
200,12,52.91554254690427,28.32569861107184,52.17195699179198,47.934307819004765,2.0,99.0
