profiles,periods,default_mean_rmse_nm,settled_mean_rmse_nm,settled_aggregate_offload_pct,settled_mean_profile_offload_pct,negative_offload_profile_pct,improved_rmse_profile_pct
100,6,50.97446299933644,30.695604453873827,47.79386793246567,44.65609331813814,3.0,98.0
