profiles,periods,default_mean_rmse_nm,settled_mean_rmse_nm,settled_aggregate_offload_pct,settled_mean_profile_offload_pct,negative_offload_profile_pct,improved_rmse_profile_pct
200,12,55.80910428954987,44.821402522203734,17.17630107338779,16.429055443004323,18.5,100.0
