period,policy,rmse_nm,motor_work_offload_pct,baseline_motor_work_j,assisted_motor_work_j,mean_force_residual_n
1,default,32.28420549727635,20.174426031477225,103.38411648431142,82.52696437588776,8.701267074684437e-06
2,previous_period,18.710938651178136,60.867238821389826,103.38411648431142,40.45705940042174,0.00017352735048916656
3,previous_period,16.407413834222407,67.43577697385733,103.38411648431142,33.66623426555831,4.5905246815891586e-05
4,previous_period,17.5106889714342,63.02611455043631,103.38411648431142,38.22512480195279,7.469381757800875e-05
5,previous_period,16.856054178649753,67.35871006460165,103.38411648431142,33.74590920879404,4.475482037378242e-05
6,previous_period,17.250906209069502,63.141553423521415,103.38411648431142,38.10577934293432,7.800991875228647e-05
