t,theta,theta_dot,tau_target,tau_spring,residual_torque,baseline_mechanical_power,motor_mechanical_power,baseline_energy_burden_power,motor_energy_burden_power,baseline_electrical_draw_power,motor_electrical_draw_power,baseline_braking_power,motor_braking_power,baseline_regenerated_power,motor_regenerated_power
0.4402515723,0.1919798046,-2.9220958670,10.8848201623,-33.2394360200,44.1242561823,-31.8064880090,-128.9353066235,12.7225952036,51.5741226494,0.0000000000,0.0000000000,31.8064880090,128.9353066235,19.0838928054,77.3611839741
0.4716981132,0.0926195315,-3.1596566846,1.5168647961,-4.1256494611,5.6425142572,-4.7927719927,-17.8284078908,1.9171087971,7.1313631563,0.0000000000,0.0000000000,4.7927719927,17.8284078908,2.8756631956,10.6970447345
0.5031446541,-0.0103448241,-3.2742665087,-27.9530027634,2.6329415715,-30.5859443349,91.5255807646,100.1465331712,107.6771538406,117.8194507897,107.6771538406,117.8194507897,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.5345911950,-0.1129066340,-3.2614655534,-56.7856292078,2.2218240686,-59.0074532765,185.2043735909,192.4507762565,217.8874983422,226.4126779489,217.8874983422,226.4126779489,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.5660377358,-0.2110749340,-3.1217519395,-64.9829905315,4.7680916905,-69.7510822220,202.8607767286,217.7455762114,238.6597373277,256.1712661311,238.6597373277,256.1712661311,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.5974842767,-0.3010297236,-2.8605623107,-72.4944979490,7.9168719761,-80.4113699251,207.3750285663,230.0217341597,243.9706218427,270.6138048938,243.9706218427,270.6138048938,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.6289308176,-0.3792706129,-2.4880602789,-79.0278579006,15.8992266916,-94.9270845923,196.6260741653,236.1843085612,231.3247931357,277.8638924249,231.3247931357,277.8638924249,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.6603773585,-0.4427530321,-2.0187409298,-84.3288392538,22.6934855492,-107.0223248030,170.2380793675,216.0503474865,200.2800933736,254.1768793959,200.2800933736,254.1768793959,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.6918238994,-0.4890067044,-1.4708667795,-88.1911661408,30.0886540845,-118.2798202253,129.7174565229,173.9738582561,152.6087723799,204.6751273601,152.6087723799,204.6751273601,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.7232704403,-0.5162317713,-0.8657571286,-90.4645447241,30.8786367478,-121.3431814719,78.3203244823,105.0537243688,92.1415582145,123.5926169045,92.1415582145,123.5926169045,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.7547169811,-0.5233688301,-0.2269584698,-91.0605115460,24.0730377860,-115.1335493321,20.6669543581,26.1305341771,24.3140639507,30.7418049142,24.3140639507,30.7418049142,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.7861635220,-0.5101401581,0.4206717718,-89.9558758868,20.2732149232,-110.2290908100,-37.8418976904,-46.3702669316,15.1367590761,18.5481067726,0.0000000000,0.0000000000,37.8418976904,46.3702669316,22.7051386142,27.8221601589
0.8176100629,-0.4770605194,1.0519325095,-87.1936221795,18.2868625045,-105.4804846840,-91.7218057880,-110.9583509525,36.6887223152,44.3833403810,0.0000000000,0.0000000000,91.7218057880,110.9583509525,55.0330834728,66.5750105715
0.8490566038,-0.4254171345,1.6422596394,-82.8812373672,15.7598573679,-98.6410947351,-136.1125109953,-161.9942886739,54.4450043981,64.7977154696,0.0000000000,0.0000000000,136.1125109953,161.9942886739,81.6675065972,97.1965732044
0.8805031447,-0.3572195906,2.1686818979,-77.1865282879,12.3982424452,-89.5847707332,-167.3930266629,-194.2808706202,66.9572106652,77.7123482481,0.0000000000,0.0000000000,167.3930266629,194.2808706202,100.4358159977,116.5685223721
0.9119496855,-0.2751216429,2.6107147367,-70.3310918457,9.3784796071,-79.7095714528,-183.6144179319,-208.0989528503,73.4457671728,83.2395811401,0.0000000000,0.0000000000,183.6144179319,208.0989528503,110.1686507591,124.8593717102
0.9433962264,-0.1823179500,2.9511574337,-62.5816920615,6.5027047931,-69.0843968546,-184.6884257384,-203.8789313273,73.8753702954,81.5515725309,0.0000000000,0.0000000000,184.6884257384,203.8789313273,110.8130554430,122.3273587964
0.9748427673,-0.0824197607,3.1767624204,-48.5818778768,3.4999803327,-52.0818582096,-154.3330839516,-165.4516899448,61.7332335806,66.1806759779,0.0000000000,0.0000000000,154.3330839516,165.4516899448,92.5998503710,99.2710139669
1.0062893082,0.0206856098,3.2787507820,-19.0716498453,-1.5419744811,-17.5296753642,-62.5311868444,-57.4754368085,25.0124747378,22.9901747234,0.0000000000,0.0000000000,62.5311868444,57.4754368085,37.5187121066,34.4852620851
1.0377358491,0.1229860460,3.2531538688,10.2081944838,-16.7680901561,26.9762846399,33.2088273787,87.7580047429,39.0692086808,103.2447114623,39.0692086808,103.2447114623,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.0691823899,0.2205007544,3.1009677277,-6.8905295953,-7.2997623348,0.4092327395,-21.3673099015,1.2690175184,8.5469239606,1.4929617864,0.0000000000,1.4929617864,21.3673099015,0.0000000000,12.8203859409,0.0000000000
1.1006289308,0.3094351677,2.8281143428,-62.3178667497,-11.1531690147,-51.1646977350,-176.2420527681,-144.6996155098,70.4968211073,57.8798462039,0.0000000000,0.0000000000,176.2420527681,144.6996155098,105.7452316609,86.8197693059
1.1320754717,0.3863286015,2.4452111952,-83.6602175282,-65.2736878380,-18.3865296902,-204.5669004965,-44.9589482401,81.8267601986,17.9835792960,0.0000000000,0.0000000000,204.5669004965,44.9589482401,122.7401402979,26.9753689441
1.1635220126,0.4481889193,1.9671581071,-51.5406065041,-73.3614251545,21.8208186504,-101.3885219269,42.9250003106,40.5554087708,50.5000003654,0.0000000000,50.5000003654,101.3885219269,0.0000000000,60.8331131562,0.0000000000
1.1949685535,0.4926089649,1.4125574481,-28.4764737240,-44.0565409738,15.5800672499,-40.2246550531,22.0077400350,16.0898620213,25.8914588647,0.0000000000,25.8914588647,40.2246550531,0.0000000000,24.1347930319,0.0000000000
1.2264150943,0.5178602311,0.8029902661,-15.3653084798,-18.6036628592,3.2383543794,-12.3381931448,2.6003670448,4.9352772579,3.0592553469,0.0000000000,3.0592553469,12.3381931448,0.0000000000,7.4029158869,0.0000000000
1.2578616352,0.5229601213,0.1621765087,-12.7173025280,-17.0479025302,4.3306000022,-2.0624477236,0.7023215888,0.8249790895,0.8262606927,0.0000000000,0.8262606927,2.0624477236,0.0000000000,1.2374686342,0.0000000000
1.2893081761,0.5077101846,-0.4849479859,-20.6354971149,-17.2815005608,-3.3539965541,10.0071427645,1.6265138737,11.7731091347,1.9135457338,11.7731091347,1.9135457338,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.3207547170,0.4727038384,-1.1132018111,-38.8117733564,-30.0173408646,-8.7944324919,43.2053363934,9.7899781778,50.8298075216,11.5176213856,50.8298075216,11.5176213856,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.3522012579,0.4193032764,-1.6981378704,-66.5388419974,-43.7899693776,-22.7488726198,112.9921274471,38.6307221042,132.9319146436,45.4479083578,132.9319146436,45.4479083578,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.3836477987,0.3495864625,-2.2169946814,-87.3416935725,-53.5408796521,-33.8008139204,193.6360701153,74.9362246888,227.8071413121,88.1602643397,227.8071413121,88.1602643397,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.4150943396,0.2662662711,-2.6495820885,-35.4133547801,-58.8802240382,23.4668692581,93.8305905188,-62.1773964593,110.3889300221,24.8709585837,110.3889300221,0.0000000000,0.0000000000,62.1773964593,0.0000000000,37.3064378756
1.4465408805,0.1725849215,-2.9790669174,22.9724551348,-23.2746466749,46.2471018097,-68.4364811038,-137.7732110275,27.3745924415,55.1092844110,0.0000000000,0.0000000000,68.4364811038,137.7732110275,41.0618886623,82.6639266165
1.4779874214,0.0721878145,-3.1926280008,-4.3309840890,-3.6573539688,-0.6736301202,13.8272210737,2.1506503840,16.2673189102,2.5301769223,16.2673189102,2.5301769223,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.5094339623,-0.0310183202,-3.2819550854,-33.8700522888,8.5638541242,-42.4339064129,111.1599903521,139.2661749456,130.7764592377,163.8425587595,130.7764592377,163.8425587595,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.5408805031,-0.1330174462,-3.2435722069,-58.4649451823,2.6088335707,-61.0737787531,189.6352712710,198.0972113334,223.1003191423,233.0555427452,223.1003191423,233.0555427452,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.5723270440,-0.2298404950,-3.0789729494,-66.5499738011,4.9373181870,-71.4872919881,204.9055691169,220.1074382572,241.0653754316,258.9499273615,241.0653754316,258.9499273615,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.6037735849,-0.3177198134,-2.7945623260,-73.8881728544,9.0374848898,-82.9256577442,206.4851041928,231.7409189874,242.9236519915,272.6363752793,242.9236519915,272.6363752793,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.6352201258,-0.3932357738,-2.4014075417,-80.1939926908,17.4080818089,-97.6020744997,192.5784588484,234.3823577913,226.5628927629,275.7439503427,226.5628927629,275.7439503427,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.6666666667,-0.4534498411,-1.9148073383,-85.2220563940,24.2415774968,-109.4636338908,163.1838189721,209.6017694560,191.9809634966,246.5903170071,191.9809634966,246.5903170071,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.6981132075,-0.4960189190,-1.3536966776,-88.7767080779,30.7136478072,-119.4903558851,120.1767347721,161.7536977652,141.3843938495,190.2984679590,141.3843938495,190.2984679590,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.7295597484,-0.5192865268,-0.7399099295,-90.7196263996,30.0641148006,-120.7837412002,67.1243523717,89.3690894337,78.9698263196,105.1401052161,78.9698263196,105.1401052161,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.7610062893,-0.5223472575,-0.0973312365,-90.9752070252,22.9047289338,-113.8799359591,8.8547293934,11.0840749829,10.4173286981,13.0400882152,10.4173286981,13.0400882152,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.7924528302,-0.5050820096,0.5490348844,-89.5335046049,19.6004443101,-109.1339489150,-49.1570173534,-59.9183450300,19.6628069414,23.9673380120,0.0000000000,0.0000000000,49.1570173534,59.9183450300,29.4942104120,35.9510070180
1.8238993711,-0.4681626216,1.1740365373,-86.4506197731,17.8101719577,-104.2607917308,-101.4961862823,-122.4059788955,40.5984745129,48.9623915582,0.0000000000,0.0000000000,101.4961862823,122.4059788955,60.8977117694,73.4435873373
1.8553459119,-0.4130257293,1.7533531764,-81.8465161180,15.1296735135,-96.9761896314,-143.5058490164,-170.0335101298,57.4023396065,68.0134040519,0.0000000000,0.0000000000,143.5058490164,170.0335101298,86.1035094098,102.0201060779
1.8867924528,-0.3418168618,2.2644419869,-75.9003520657,11.7773874085,-87.6777394742,-171.8719440380,-198.5411545819,68.7487776152,79.4164618327,0.0000000000,0.0000000000,171.8719440380,198.5411545819,103.1231664228,119.1246927491
1.9182389937,-0.2573069534,2.6874150873,-68.8435093299,8.8108121143,-77.6543214441,-185.0110856384,-208.6893950460,74.0044342554,83.4757580184,0.0000000000,0.0000000000,185.0110856384,208.6893950460,111.0066513831,125.2136370276
1.9496855346,-0.1627845187,3.0058134228,-60.9505892083,5.9158970398,-66.8664862481,-183.2060991711,-200.9881819014,73.2824396685,80.3952727606,0.0000000000,0.0000000000,183.2060991711,200.9881819014,109.9236595027,120.5929091408
1.9811320755,-0.0619276875,3.2072472322,-42.7167541763,2.8485879721,-45.5653421484,-137.0031915999,-146.1393174891,54.8012766400,58.4557269956,0.0000000000,0.0000000000,137.0031915999,146.1393174891,82.2019149599,87.6835904934
2.0125786164,0.0413389216,3.2838781679,-13.1603773710,-3.4095084282,-9.7508689427,-43.2170759304,-32.0206656395,17.2868303722,12.8082662558,0.0000000000,0.0000000000,43.2170759304,32.0206656395,25.9302455582,19.2123993837
2.0440251572,0.1429969187,3.2327243081,15.9355917463,-16.3077932307,32.2433849770,51.5153748027,104.2339743916,60.6063232973,122.6282051666,60.6063232973,122.6282051666,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.0754716981,0.2390905096,3.0557761911,-18.4763779904,-6.9174559872,-11.5589220033,-56.4596759616,-35.3214786527,22.5838703846,14.1285914611,0.0000000000,0.0000000000,56.4596759616,35.3214786527,33.8758055769,21.1928871916
2.1069182390,0.3258804265,2.7599193583,-72.5671827630,-27.7641864813,-44.8029962817,-200.2795724851,-123.6526567478,80.1118289940,49.4610626991,0.0000000000,0.0000000000,200.2795724851,123.6526567478,120.1677434911,74.1915940487
2.1383647799,0.3999894334,2.3566664185,-76.5671306798,-70.3923555998,-6.1747750800,-180.4431856341,-14.5518850728,72.1772742536,5.8207540291,0.0000000000,0.0000000000,180.4431856341,14.5518850728,108.2659113804,8.7311310437
2.1698113208,0.4585337435,1.8617090606,-46.1692838306,-63.1635716201,16.9942877896,-85.9537740287,31.6384195563,34.3815096115,37.2216700662,0.0000000000,37.2216700662,85.9537740287,0.0000000000,51.5722644172,0.0000000000
2.2012578616,0.4992352355,1.2943074464,-25.0359282685,-38.6513286405,13.6154003720,-32.4041883849,17.6225140868,12.9616753539,20.7323695139,0.0000000000,20.7323695139,32.4041883849,0.0000000000,19.4425130309,0.0000000000
2.2327044025,0.5205101017,0.6765407443,-13.9894213962,-17.7285837031,3.7391623069,-9.4644135636,2.5296956502,3.7857654254,2.9761125296,0.0000000000,2.9761125296,9.4644135636,0.0000000000,5.6786481382,0.0000000000
2.2641509434,0.5215304780,0.0324479679,-13.4596133937,-16.8820695548,3.4224561612,-0.4367371033,0.1110517476,0.1746948413,0.1306491149,0.0000000000,0.1306491149,0.4367371033,0.0000000000,0.2620422620,0.0000000000
2.2955974843,0.5022566589,-0.6129074488,-23.4671205580,-17.9916169500,-5.4755036080,14.3831729923,3.3559769474,16.9213799909,3.9482081734,16.9213799909,3.9482081734,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.3270440252,0.4634386419,-1.2344129390,-43.6225230655,-33.7553726125,-9.8671504530,53.8482069034,12.1801381901,63.3508316511,14.3295743413,63.3508316511,14.3295743413,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.3584905660,0.4065869437,-1.8078840025,-73.1415183758,-47.0702915764,-26.0712267994,132.2313809897,47.1337538561,155.5663305761,55.4514751248,155.5663305761,55.4514751248,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.3899371069,0.3339138214,-2.3110052918,-77.5739025154,-53.5936929179,-23.9802095975,179.2736992170,55.4183912778,210.9102343729,65.1981073857,210.9102343729,65.1981073857,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.4213836478,0.2482471873,-2.7241989639,-24.1831706907,-52.7539933991,28.5708227084,65.8797685389,-77.8326056193,77.5056100458,31.1330422477,77.5056100458,0.0000000000,0.0000000000,77.8326056193,0.0000000000,46.6995633716
2.4528301887,0.1529205675,-3.0313865085,18.7758816197,-10.8801896583,29.6560712780,-56.9169542271,-89.8990143671,22.7667816908,35.9596057468,0.0000000000,0.0000000000,56.9169542271,89.8990143671,34.1501725362,53.9394086202
2.4842767296,0.0516433849,-3.2206144074,-10.2110929578,-2.9738555318,-7.2372374260,32.8859930953,23.3083511240,38.6894036415,27.4215895577,38.6894036415,27.4215895577,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.5157232704,-0.0516433849,-3.2845192789,-39.7732400493,9.2128645820,-48.9861046313,130.6359737257,160.8958050591,153.6893808538,189.2891824225,153.6893808538,189.2891824225,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.5471698113,-0.1529205675,-3.2206144074,-60.1269183101,3.0286357796,-63.1555540897,193.6456193819,203.3996874084,227.8183757434,239.2937498923,227.8183757434,239.2937498923,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.5786163522,-0.2482471873,-3.0313865085,-68.0869904116,5.0364063318,-73.1233967434,206.3979841380,221.6652783436,242.8211578094,260.7826804042,242.8211578094,260.7826804042,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.6100628931,-0.3339138214,-2.7241989639,-75.2404233739,10.0077874145,-85.2482107884,204.9698833968,232.2330875022,241.1410392904,273.2153970614,241.1410392904,273.2153970614,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.6415094340,-0.4065869437,-2.3110052918,-81.3088573060,18.2028351131,-99.5116924191,187.9051995026,229.9720477745,221.0649405913,270.5553503229,221.0649405913,270.5553503229,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.6729559748,-0.4634386419,-1.8078840025,-86.0561526346,25.0326359144,-111.0887885490,155.5795416642,200.8356436741,183.0347548991,236.2772278519,183.0347548991,236.2772278519,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.7044025157,-0.5022566589,-1.2344129390,-89.2975789489,30.7141470902,-120.0117260391,110.2300868750,148.1440274533,129.6824551471,174.2870911215,129.6824551471,174.2870911215,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.7358490566,-0.5215304780,-0.6129074488,-90.9070033724,28.2809586060,-119.1879619785,55.7175795165,73.0511897058,65.5500935488,85.9425761244,65.5500935488,85.9425761244,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.7672955975,-0.5205101017,0.0324479679,-90.8217987431,22.2934710326,-113.1152697756,-2.9469828096,-3.6703606419,1.1787931238,1.4681442568,0.0000000000,0.0000000000,2.9469828096,3.6703606419,1.7681896858,2.2022163851
2.7987421384,-0.4992352355,0.6765407443,-89.0452806088,19.3047510597,-108.3500316686,-60.2427604189,-73.3032110693,24.0971041676,29.3212844277,0.0000000000,0.0000000000,60.2427604189,73.3032110693,36.1456562513,43.9819266416
2.8301886792,-0.4585337435,1.2943074464,-85.6465782112,17.4544045639,-103.1009827750,-110.8530039352,-133.4443697342,44.3412015741,53.3777478937,0.0000000000,0.0000000000,110.8530039352,133.4443697342,66.5118023611,80.0666218405
2.8616352201,-0.3999894334,1.8617090606,-80.7579444745,14.5048813567,-95.2628258312,-150.3477969434,-177.3516659881,60.1391187774,70.9406663952,0.0000000000,0.0000000000,150.3477969434,177.3516659881,90.2086781661,106.4109995929
2.8930817610,-0.3258804265,2.3566664185,-74.5696096786,11.2031633150,-85.7727729936,-175.7356949703,-202.1378137357,70.2942779881,80.8551254943,0.0000000000,0.0000000000,175.7356949703,202.1378137357,105.4414169822,121.2826882414
2.9245283019,-0.2390905096,2.7599193583,-67.3223790715,8.2645734153,-75.5869524868,-185.8043372462,-208.6138934033,74.3217348985,83.4455573613,0.0000000000,0.0000000000,185.8043372462,208.6138934033,111.4826023477,125.1683360420
2.9559748428,-0.1429969187,3.0557761911,-59.2982624703,5.3331866349,-64.6314491051,-181.2022186323,-197.4992433740,72.4808874529,78.9996973496,0.0000000000,0.0000000000,181.2022186323,197.4992433740,108.7213311794,118.4995460244
2.9874213836,-0.0413389216,3.2327243081,-36.8239556362,2.1224629577,-38.9464185939,-119.0416965069,-125.9030341034,47.6166786028,50.3612136414,0.0000000000,0.0000000000,119.0416965069,125.9030341034,71.4250179042,75.5418204620
3.0188679245,0.0619276875,3.2838781679,-7.2675788308,-6.4506393148,-0.8169395160,-23.8658434564,-2.6827298412,9.5463373825,1.0730919365,0.0000000000,0.0000000000,23.8658434564,2.6827298412,14.3195060738,1.6096379047
3.0503144654,0.1627845187,3.2072472322,21.5990851727,-13.9501042246,35.5491893972,69.2736061377,114.0150393007,81.4983601620,134.1353403537,81.4983601620,134.1353403537,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.0817610063,0.2573069534,3.0058134228,-29.8295643734,-6.6187632391,-23.2108011343,-89.6621049905,-69.7673376039,35.8648419962,27.9069350415,0.0000000000,0.0000000000,89.6621049905,69.7673376039,53.7972629943,41.8604025623
3.1132075472,0.3418168618,2.6874150873,-82.4993803935,-43.8298012554,-38.6695791381,-221.7100795655,-103.9212103968,88.6840318262,41.5684841587,0.0000000000,0.0000000000,221.7100795655,103.9212103968,133.0260477393,62.3527262381
3.1446540881,0.4130257293,2.2644419869,-69.7983204386,-75.5263848231,5.7280643845,-158.0542474163,12.9708694958,63.2216989665,15.2598464657,0.0000000000,15.2598464657,158.0542474163,0.0000000000,94.8325484498,0.0000000000
3.1761006289,0.4681626216,1.7533531764,-41.1697003937,-55.7363119057,14.5666115120,-72.1850249585,25.5404145646,28.8740099834,30.0475465466,0.0000000000,30.0475465466,72.1850249585,0.0000000000,43.3110149751,0.0000000000
3.2075471698,0.5050820096,1.1740365373,-22.0001192758,-30.7048191355,8.7046998597,-25.8289438539,10.2196356811,10.3315775415,12.0231008013,0.0000000000,12.0231008013,25.8289438539,0.0000000000,15.4973663123,0.0000000000
3.2389937107,0.5223472575,0.5490348844,-13.0355185844,-17.8398806404,4.8043620560,-7.1569544395,2.6377623662,2.8627817758,3.1032498426,0.0000000000,3.1032498426,7.1569544395,0.0000000000,4.2941726637,0.0000000000
3.2704402516,0.5192865268,-0.0973312365,-14.6247357636,-17.0002437744,2.3755080108,1.4234436158,-0.2312111321,1.6746395480,0.0924844528,1.6746395480,0.0000000000,0.0000000000,0.2312111321,0.0000000000,0.1387266792
3.3018867925,0.4960189190,-0.7399099295,-26.7059299709,-19.5079037204,-7.1980262505,19.7599827614,5.3258910954,23.2470385428,6.2657542299,23.2470385428,6.2657542299,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.3333333333,0.4534498411,-1.3536966776,-48.8089884758,-36.6821222719,-12.1268662039,66.0725655360,16.4160984897,77.7324300423,19.3130570467,77.7324300423,19.3130570467,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.3647798742,0.3932357738,-1.9148073383,-80.0738200484,-50.2220532104,-29.8517668380,153.3259382380,57.1603822040,180.3834567506,67.2475084753,180.3834567506,67.2475084753,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.3962264151,0.3177198134,-2.4014075417,-67.4811756768,-54.2233589227,-13.2578167542,162.0498041946,31.8374211402,190.6468284642,37.4557895767,190.6468284642,37.4557895767,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.4276729560,0.2298404950,-2.7945623260,-12.7114141098,-46.9408252084,34.2294110985,35.5228389810,-95.6562226958,41.7915752718,38.2624890783,41.7915752718,0.0000000000,0.0000000000,95.6562226958,0.0000000000,57.3937336175
3.4591194969,0.1330174462,-3.0789729494,13.0793243545,-6.1579991042,19.2373234587,-40.2708858839,-59.2311985481,16.1083543536,23.6924794192,0.0000000000,0.0000000000,40.2708858839,59.2311985481,24.1625315303,35.5387191288
3.4905660377,0.0310183202,-3.2435722069,-16.1142807184,-2.5579556693,-13.5563250491,52.2678330723,43.9709191567,61.4915683203,51.7304931256,61.4915683203,51.7304931256,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.5220125786,-0.0721878145,-3.2819550854,-45.6533489182,4.1276287072,-49.7809776253,149.8322406477,163.3789326739,176.2732242914,192.2105090281,176.2732242914,192.2105090281,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.5534591195,-0.1725849215,-3.1926280008,-61.7689536174,3.4701089391,-65.2390625565,197.2052908999,208.2840578648,232.0062245882,245.0400680762,232.0062245882,245.0400680762,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.5849056604,-0.2662662711,-2.9790669174,-69.5916404939,5.7548468021,-75.3464872961,207.3181539239,224.4622276469,243.9037104987,264.0732089964,243.9037104987,264.0732089964,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.6163522013,-0.3495864625,-2.6495820885,-76.5491381288,11.7860781926,-88.3352163214,202.8232252759,234.0514069485,238.6155591482,275.3545964100,238.6155591482,275.3545964100,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.6477987421,-0.4193032764,-2.2169946814,-82.3707110174,19.8540664182,-102.2247774355,182.6154282292,226.6317878825,214.8416802696,266.6256328030,214.8416802696,266.6256328030,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.6792452830,-0.4727038384,-1.6981378704,-86.8298256333,26.7062779215,-113.5361035548,147.4490151865,192.7999571018,173.4694296311,226.8234789434,173.4694296311,226.8234789434,0.0000000000,0.0000000000,0.0000000000,0.0000000000
