iteration,residual_rmse_nm,loss,energy_ratio
1,145.37059020996094,569421.4375,2.594515562057495
2,101.1644515991211,194573.203125,1.8011971712112427
3,76.356201171875,86013.6328125,1.3752944469451904
4,63.52537155151367,51202.8671875,1.1688194274902344
5,57.560184478759766,38965.21875,1.0760687589645386
6,54.95323181152344,34275.70703125,1.0350106954574585
7,53.83391189575195,32343.87109375,1.0160409212112427
8,53.35367202758789,31511.662109375,1.0069873332977295
9,53.149776458740234,31145.423828125,1.0025323629379272
10,53.06710433959961,30985.43359375,1.0002890825271606
11,53.03773498535156,30918.716796875,0.9991361498832703
12,53.03110122680664,30893.9453125,0.9985304474830627
13,53.03314208984375,30886.982421875,0.9981983304023743
14,53.03731918334961,30886.185546875,0.997996985912323
15,53.04063415527344,30885.9140625,0.9978501200675964
16,53.041786193847656,30883.453125,0.9977149963378906
17,53.040348052978516,30877.71875,0.9975706934928894
18,53.03639602661133,30868.330078125,0.9974004626274109
19,53.0303955078125,30855.759765625,0.9972018003463745
20,53.023250579833984,30841.115234375,0.9969766736030579
21,53.016380310058594,30826.232421875,0.9967314600944519
22,53.01190185546875,30813.921875,0.9964787364006042
23,53.01256561279297,30807.76953125,0.996232271194458
24,53.02171325683594,30812.31640625,0.9960158467292786
25,53.042762756347656,30832.283203125,0.9958557486534119
26,53.07795333862305,30872.3125,0.9958239793777466
27,53.12607955932617,30930.830078125,0.9959128499031067
28,53.181026458740234,30999.86328125,0.9960904121398926
29,53.23194122314453,31065.171875,0.9962992668151855
30,53.266639709472656,31110.501953125,0.9964691996574402
31,53.27691650390625,31124.8984375,0.996553361415863
32,53.26192855834961,31107.1171875,0.996543824672699
33,53.22792434692383,31065.078125,0.9964614510536194
34,53.184871673583984,31011.705078125,0.9963504672050476
35,53.142127990722656,30959.048828125,0.9962502121925354
36,53.10591506958008,30914.998046875,0.9961838722229004
37,53.078834533691406,30883.080078125,0.9961697459220886
38,53.060733795166016,30862.939453125,0.9962024688720703
39,53.049598693847656,30851.3359375,0.9962504506111145
40,53.04316711425781,30845.138671875,0.9962959289550781
41,53.03954315185547,30841.748046875,0.9963252544403076
42,53.037376403808594,30839.4765625,0.9963341951370239
43,53.035850524902344,30837.22265625,0.9963170886039734
44,53.03459167480469,30834.482421875,0.9962717294692993
45,53.0335807800293,30831.298828125,0.9962003231048584
46,53.033077239990234,30828.072265625,0.9961063265800476
47,53.033504486083984,30825.44921875,0.9959954023361206
48,53.03534698486328,30824.12109375,0.9958720803260803
49,53.0389518737793,30824.853515625,0.9957490563392639
50,53.044342041015625,30827.916015625,0.9956352710723877
51,53.05109405517578,30833.029296875,0.9955382347106934
52,53.05832290649414,30839.38671875,0.9954655170440674
53,53.06462097167969,30845.388671875,0.9954186677932739
54,53.06782913208008,30848.04296875,0.9953803420066833
55,53.066078186035156,30844.6171875,0.9953309893608093
56,53.05937957763672,30835.00390625,0.9952662587165833
57,53.049072265625,30820.984375,0.9951936602592468
58,53.03706359863281,30805.080078125,0.9951242804527283
59,53.02516174316406,30789.603515625,0.995065450668335
60,53.014434814453125,30775.83203125,0.9950186610221863
61,53.005374908447266,30764.2109375,0.9949793219566345
62,52.997867584228516,30754.359375,0.994938850402832
63,52.9916877746582,30745.8359375,0.9948908090591431
64,52.98662567138672,30738.21875,0.9948287606239319
65,52.982521057128906,30731.294921875,0.9947516322135925
66,52.97937774658203,30725.072265625,0.9946599006652832
67,52.977203369140625,30719.673828125,0.9945573806762695
68,52.97605514526367,30715.265625,0.9944477081298828
69,52.975852966308594,30711.8984375,0.9943360686302185
70,52.976295471191406,30709.32421875,0.9942260384559631
71,52.97679138183594,30706.94921875,0.9941210746765137
72,52.97627258300781,30703.623046875,0.994023859500885
73,52.9737548828125,30698.017578125,0.9939282536506653
74,52.96891403198242,30689.69921875,0.9938316345214844
75,52.96192169189453,30678.85546875,0.9937340021133423
76,52.953277587890625,30666.10546875,0.9936363697052002
77,52.94371032714844,30652.291015625,0.9935387969017029
78,52.9338264465332,30638.072265625,0.9934397339820862
79,52.924095153808594,30623.89453125,0.9933356642723083
80,52.91498565673828,30610.1875,0.9932225942611694
81,52.90663528442383,30597.06640625,0.99309903383255
82,52.89927291870117,30584.9140625,0.9929689764976501
83,52.89321517944336,30574.341796875,0.9928415417671204
84,52.88847732543945,30565.50390625,0.9927213191986084
85,52.884342193603516,30557.3515625,0.9926007390022278
86,52.87986373901367,30548.720703125,0.9924771785736084
87,52.87445068359375,30538.955078125,0.9923516511917114
88,52.867637634277344,30527.6171875,0.9922274351119995
89,52.859413146972656,30514.69921875,0.9921050667762756
90,52.85007095336914,30500.61328125,0.991986870765686
91,52.84003829956055,30485.869140625,0.9918733835220337
92,52.82973861694336,30470.875,0.9917619824409485
93,52.819278717041016,30455.681640625,0.9916499257087708
94,52.80882263183594,30440.39453125,0.9915341138839722
95,52.798580169677734,30425.201171875,0.9914125800132751
96,52.788570404052734,30410.08984375,0.9912843704223633
97,52.77872848510742,30395.00390625,0.9911498427391052
98,52.76891326904297,30379.802734375,0.9910097122192383
99,52.75884246826172,30364.1875,0.9908652305603027
100,52.748348236083984,30347.951171875,0.9907158613204956
101,52.7373161315918,30330.9765625,0.9905619621276855
102,52.725791931152344,30313.34765625,0.990404486656189
103,52.71377944946289,30295.0703125,0.9902439117431641
104,52.70125198364258,30276.109375,0.9900795817375183
105,52.68820571899414,30256.3984375,0.9899094700813293
106,52.674598693847656,30235.806640625,0.9897304773330688
107,52.66033172607422,30214.17578125,0.9895411133766174
108,52.645381927490234,30191.45703125,0.9893401861190796
109,52.62969970703125,30167.58984375,0.9891278147697449
110,52.61320877075195,30142.4375,0.9889018535614014
111,52.595706939697266,30115.65234375,0.9886585474014282
112,52.576805114746094,30086.671875,0.9883931279182434
113,52.55601501464844,30054.712890625,0.9880973696708679
114,52.532649993896484,30018.6953125,0.9877601861953735
115,52.50582504272461,29977.19921875,0.987366795539856
116,52.47412109375,29928.044921875,0.9868960380554199
117,52.43565368652344,29868.283203125,0.9863177537918091
118,52.387603759765625,29793.654296875,0.985592246055603
119,52.326351165771484,29698.45703125,0.9846584796905518
120,52.24742126464844,29576.232421875,0.983460545539856
121,52.146053314208984,29419.560546875,0.9819153547286987
122,52.020103454589844,29225.447265625,0.9799874424934387
123,51.87417221069336,29001.220703125,0.9777398109436035
124,51.72298049926758,28771.14453125,0.9754495620727539
125,51.588157653808594,28569.1875,0.9734895825386047
126,51.48490905761719,28416.318359375,0.9720324873924255
127,51.40853500366211,28304.251953125,0.970979630947113
128,51.338279724121094,28198.529296875,0.9699016213417053
129,51.256744384765625,28070.453125,0.9684332013130188
130,51.16511917114258,27922.24609375,0.9666019678115845
131,51.08130645751953,27782.25390625,0.9647398591041565
132,51.024818420410156,27684.37890625,0.9633391499519348
133,51.00251007080078,27642.05078125,0.9626424312591553
134,51.0048713684082,27641.2109375,0.9625116586685181
135,51.015289306640625,27654.712890625,0.962596595287323
136,51.02156448364258,27660.4375,0.9625552296638489
137,51.0203857421875,27651.81640625,0.962273120880127
138,51.01445770263672,27633.333984375,0.9618098735809326
139,51.00809097290039,27612.640625,0.9612796902656555
140,51.00376892089844,27595.087890625,0.9607846140861511
141,51.000999450683594,27580.900390625,0.9603545665740967
142,50.99717330932617,27567.12890625,0.9599840641021729
143,50.98847961425781,27548.79296875,0.9596402049064636
144,50.97084426879883,27520.51953125,0.9592853784561157
145,50.941650390625,27478.74609375,0.9588900804519653
146,50.90049743652344,27422.55078125,0.9584340453147888
147,50.84831619262695,27352.23828125,0.957888126373291
148,50.78430938720703,27264.74609375,0.9571641087532043
149,50.704750061035156,27152.7265625,0.9561270475387573
150,50.605430603027344,27008.884765625,0.9546597599983215
151,50.490299224853516,26840.046875,0.952852189540863
152,50.37696838378906,26673.5,0.9510320425033569
153,50.28359603881836,26537.03515625,0.9495419263839722
154,50.21404266357422,26438.06640625,0.9485262632369995
155,50.157039642333984,26359.0625,0.9477704763412476
156,50.09709930419922,26276.322265625,0.9469826221466064
157,50.0269889831543,26177.5546875,0.9459728002548218
158,49.950416564941406,26067.638671875,0.9447766542434692
159,49.875911712646484,25958.9140625,0.9435297250747681
160,49.81035232543945,25862.0859375,0.9423757195472717
161,49.75658416748047,25781.76953125,0.9413857460021973
162,49.7145881652832,25718.072265625,0.9405686259269714
163,49.68339157104492,25669.794921875,0.9399200081825256
164,49.66108703613281,25634.2734375,0.9394140839576721
165,49.64525604248047,25608.30078125,0.9390231370925903
166,49.63385772705078,25588.439453125,0.9386942386627197
167,49.625335693359375,25572.296875,0.9383955597877502
168,49.618553161621094,25558.53515625,0.9381203651428223
169,49.61277770996094,25546.591796875,0.9378769993782043
170,49.60726547241211,25535.4453125,0.9376546740531921
171,49.60142517089844,25524.146484375,0.9374399185180664
172,49.59489822387695,25512.43359375,0.9372367262840271
173,49.58743667602539,25499.982421875,0.9370424151420593
174,49.578857421875,25486.521484375,0.9368537664413452
175,49.56903076171875,25471.91015625,0.9366704225540161
176,49.558082580566406,25456.173828125,0.9364875555038452
177,49.54641342163086,25439.5546875,0.9362990260124207
178,49.534664154052734,25422.55078125,0.9360976815223694
179,49.52344512939453,25405.7265625,0.9358810186386108
180,49.513343811035156,25389.732421875,0.9356514811515808
181,49.50469207763672,25375.109375,0.9354166984558105
182,49.497684478759766,25362.181640625,0.9351822733879089
183,49.4920539855957,25350.962890625,0.9349599480628967
184,49.48721694946289,25340.947265625,0.9347532391548157
185,49.482276916503906,25331.17578125,0.9345607161521912
186,49.476104736328125,25320.33984375,0.9343762993812561
187,49.46791076660156,25307.4765625,0.9341932535171509
188,49.45746612548828,25292.26953125,0.9340083599090576
189,49.44499969482422,25274.962890625,0.9338218569755554
190,49.43120574951172,25256.328125,0.9336364269256592
191,49.41694641113281,25237.34375,0.9334555268287659
192,49.40303421020508,25218.89453125,0.9332818388938904
193,49.390010833740234,25201.498046875,0.9331137537956238
194,49.37811279296875,25185.287109375,0.9329467415809631
195,49.36735916137695,25170.173828125,0.9327765703201294
196,49.35771179199219,25156.068359375,0.9326013922691345
197,49.349037170410156,25142.8515625,0.9324218034744263
198,49.34114074707031,25130.388671875,0.9322402477264404
199,49.3337287902832,25118.38671875,0.9320574998855591
200,49.326480865478516,25106.55859375,0.9318745732307434
201,49.31917190551758,25094.6640625,0.9316914081573486
202,49.31160354614258,25082.498046875,0.9315077662467957
203,49.30366897583008,25069.95703125,0.9313239455223083
204,49.29541778564453,25057.087890625,0.9311395883560181
205,49.28695297241211,25043.978515625,0.9309541583061218
206,49.27840042114258,25030.78125,0.9307686686515808
207,49.269920349121094,25017.681640625,0.9305837750434875
208,49.26163101196289,25004.7265625,0.9303968548774719
209,49.2535285949707,24991.896484375,0.9302070736885071
210,49.24555206298828,24979.154296875,0.9300152659416199
211,49.23756408691406,24966.396484375,0.9298233389854431
212,49.22941207885742,24953.517578125,0.9296330809593201
213,49.221004486083984,24940.431640625,0.9294447302818298
214,49.212223052978516,24927.01171875,0.9292580485343933
215,49.20302963256836,24913.24609375,0.9290739893913269
216,49.19346618652344,24899.19140625,0.9288934469223022
217,49.183677673339844,24885.0078125,0.9287166595458984
218,49.173919677734375,24870.96484375,0.9285443425178528
219,49.16438293457031,24857.2734375,0.9283767938613892
220,49.15531921386719,24844.1875,0.9282146096229553
221,49.1468505859375,24831.830078125,0.9280573725700378
222,49.13906478881836,24820.27734375,0.9279046654701233
223,49.13194274902344,24809.4765625,0.9277553558349609
224,49.125423431396484,24799.37890625,0.9276096224784851
225,49.119361877441406,24789.837890625,0.9274678826332092
226,49.11350631713867,24780.63671875,0.9273313879966736
227,49.10768127441406,24771.568359375,0.927199125289917
228,49.10176086425781,24762.49609375,0.9270706176757812
229,49.09574890136719,24753.4140625,0.9269453287124634
230,49.08970260620117,24744.3515625,0.9268221855163574
231,49.083709716796875,24735.392578125,0.9267010688781738
232,49.07783889770508,24726.59765625,0.9265815615653992
233,49.07220458984375,24718.0625,0.9264629483222961
234,49.06684112548828,24709.796875,0.926344096660614
235,49.06171417236328,24701.76953125,0.9262250661849976
236,49.05673599243164,24693.90625,0.9261066317558289
237,49.05177688598633,24686.10546875,0.9259899258613586
238,49.046775817871094,24678.314453125,0.9258753061294556
239,49.0416374206543,24670.453125,0.9257634282112122
240,49.03634262084961,24662.5,0.9256542921066284
241,49.03092956542969,24654.4921875,0.9255475997924805
242,49.025535583496094,24646.5625,0.9254432916641235
243,49.02029037475586,24638.833984375,0.9253412485122681
244,49.01533508300781,24631.4375,0.9252406358718872
245,49.01076126098633,24624.453125,0.9251412749290466
246,49.00654220581055,24617.849609375,0.9250428676605225
247,49.00265884399414,24611.59375,0.9249445796012878
248,48.99900436401367,24605.583984375,0.9248473644256592
249,48.99546432495117,24599.7265625,0.924751341342926
250,48.991905212402344,24593.880859375,0.9246566891670227
251,48.98822784423828,24587.947265625,0.9245634078979492
252,48.984405517578125,24581.90625,0.9244714975357056
253,48.98048782348633,24575.7890625,0.9243804812431335
254,48.97651290893555,24569.62890625,0.9242898225784302
255,48.97256088256836,24563.484375,0.9241989254951477
256,48.96874237060547,24557.462890625,0.9241076111793518
257,48.96503448486328,24551.5390625,0.9240157604217529
258,48.961429595947266,24545.701171875,0.9239229559898376
259,48.957828521728516,24539.853515625,0.9238296151161194
260,48.95408248901367,24533.87109375,0.9237366914749146
261,48.950096130371094,24527.65625,0.9236440062522888
262,48.94584655761719,24521.1875,0.9235517382621765
263,48.941402435302734,24514.52734375,0.9234596490859985
264,48.93686294555664,24507.771484375,0.9233673810958862
