profile,family,spring_00,spring_01,spring_02,spring_03,spring_04,spring_05,spring_06,spring_07,spring_08,spring_09,spring_10,spring_11,spring_12,spring_13,spring_14,spring_15,spring_16,spring_17,spring_18,spring_19
low_roughness_0367,low_roughness,117.35599517822266,46.900997161865234,199.97061157226562,199.94041442871094,0.10271573811769485,199.97750854492188,0.10503654927015305,199.9727325439453,199.96290588378906,0.1090649738907814,0.17638766765594482,0.1851738542318344,199.9234161376953,0.10693931579589844,0.2518860101699829,0.12486115097999573,199.80734252929688,0.11965841054916382,199.97018432617188,0.11549071967601776
medium_roughness_0070,medium_roughness,117.35599517822266,46.900997161865234,199.98052978515625,199.8290252685547,199.88780212402344,0.45048755407333374,0.12040954828262329,199.37855529785156,0.1768738329410553,0.14672309160232544,0.38793161511421204,0.4017712473869324,0.1434045284986496,0.1330278366804123,0.4208826720714569,0.2033131718635559,0.3257472515106201,0.18978361785411835,0.13619637489318848,0.17822706699371338
low_roughness_0116,low_roughness,117.35599517822266,46.900997161865234,0.10739697515964508,0.1320042461156845,199.92691040039062,0.10487572848796844,199.9654083251953,0.123965322971344,0.11407528072595596,199.90101623535156,0.27011606097221375,0.2517123520374298,0.1101994588971138,145.85162353515625,0.2083582580089569,0.20786669850349426,0.15015578269958496,0.41535070538520813,0.10591276735067368,199.85842895507812
high_roughness_0145,high_roughness,117.35599517822266,46.900997161865234,199.9954071044922,0.2088853120803833,0.10057105869054794,199.82369995117188,0.11216437816619873,199.96792602539062,0.2156461477279663,0.12652060389518738,0.2308763563632965,0.24829638004302979,0.12967687845230103,0.11563584953546524,0.2821085453033447,0.1497519463300705,0.2623295187950134,0.1599348932504654,0.1642516851425171,0.1382605880498886
low_roughness_0148,low_roughness,117.35599517822266,46.900997161865234,197.87762451171875,3.2954375743865967,0.33920732140541077,197.28712463378906,0.3957851827144623,4.085137367248535,0.8387019038200378,0.8603070974349976,3.5323448181152344,3.5478506088256836,0.4672461152076721,0.5650408267974854,3.518878221511841,1.3920246362686157,2.0606164932250977,1.46831476688385,0.4112475514411926,1.3612096309661865
medium_roughness_0300,medium_roughness,117.35599517822266,46.900997161865234,199.97463989257812,199.94923400878906,0.10376496613025665,199.9760284423828,0.10556657612323761,199.97756958007812,199.9729766845703,0.11044173687696457,0.21589718759059906,0.23566210269927979,199.97474670410156,0.1087518259882927,0.7502744197845459,0.13402017951011658,199.9165802001953,0.12347167730331421,199.976318359375,0.11855406314134598
high_roughness_0175,high_roughness,117.35599517822266,46.900997161865234,199.89793395996094,199.95425415039062,0.12552498281002045,199.80731201171875,0.11510100215673447,199.984375,199.36752319335938,0.15213072299957275,0.4575119614601135,0.4685327708721161,0.16502270102500916,0.14294180274009705,0.5249507427215576,0.2349722981452942,0.44819480180740356,0.2111281156539917,187.53872680664062,0.19781096279621124
low_roughness_0328,low_roughness,117.35599517822266,46.900997161865234,199.97105407714844,199.94195556640625,0.10386635363101959,199.9681854248047,0.10566481202840805,199.96298217773438,199.96310424804688,0.111121267080307,0.24954518675804138,0.28505778312683105,199.97366333007812,0.1099202111363411,37.80827331542969,0.14162606000900269,199.9052276611328,0.12602120637893677,199.97018432617188,0.1199660375714302
medium_roughness_0231,medium_roughness,117.35599517822266,46.900997161865234,0.1216510534286499,0.14180529117584229,0.14209073781967163,0.29835888743400574,199.96495056152344,10.092162132263184,194.38497924804688,0.25293534994125366,1.8143336772918701,2.7581517696380615,4.679240703582764,0.233620285987854,4.2247514724731445,0.6382558941841125,139.8058624267578,0.4318455457687378,199.4842529296875,0.3681401312351227
low_roughness_0094,low_roughness,117.35599517822266,46.900997161865234,0.11194834113121033,0.12459723651409149,199.9145050048828,0.12936940789222717,199.96014404296875,0.16816172003746033,0.11887854337692261,199.93614196777344,0.6507721543312073,0.5287309885025024,0.11765815317630768,199.93756103515625,0.3065027594566345,15.116957664489746,0.1838529109954834,199.85687255859375,0.10802163183689117,199.9064178466797
low_roughness_0081,low_roughness,117.35599517822266,46.900997161865234,199.96694946289062,199.7552490234375,0.12699079513549805,199.9211883544922,0.11230555176734924,199.91461181640625,6.322952747344971,0.12786296010017395,0.3334657549858093,0.3904971182346344,53.2608757019043,0.11977871507406235,0.5827997326850891,0.17274394631385803,197.71751403808594,0.16026096045970917,199.8793182373047,0.14412179589271545
medium_roughness_0210,medium_roughness,117.35599517822266,46.900997161865234,199.95921325683594,199.9594268798828,199.9693603515625,0.2645416259765625,0.11542965471744537,0.15602095425128937,199.07891845703125,0.22193890810012817,2.503967523574829,2.2759816646575928,127.59159851074219,0.2376095950603485,4.967787742614746,0.6631033420562744,181.5410919189453,0.3542712926864624,199.6483154296875,0.3602508008480072
low_roughness_0109,low_roughness,117.35599517822266,46.900997161865234,0.11019711196422577,0.12088383734226227,0.17667165398597717,0.2027408480644226,199.96644592285156,0.22297373414039612,0.11884462088346481,199.9566192626953,0.5679088830947876,0.5003644227981567,0.11920654773712158,199.92208862304688,0.32150715589523315,0.8867873549461365,0.19207945466041565,199.92044067382812,0.10842382907867432,199.9164581298828
