profile,family,residual_rmse_nm,peak_abs_residual_nm,mean_abs_residual_nm,offload_pct,baseline_energy_burden_j,assisted_energy_burden_j,mean_stiffness_n_per_m
low_roughness_0367,low_roughness,88.71323392279044,111.76565141796512,81.95402896977946,9.72373310623658,799.3502237260168,721.6235413867939,96.43985472003659
medium_roughness_0070,medium_roughness,43.3243345185149,86.31550789431859,33.53779568627418,-0.0002058481514621336,429.3238576037386,429.32474135896325,22.443118013786535
low_roughness_0116,low_roughness,61.67522581133769,84.26999399195589,54.679691007205335,12.162971218477525,500.5958867496615,439.7085531234178,64.63905959174892
high_roughness_0145,high_roughness,66.87495619201167,105.96904850614166,57.85396557374463,-5.2433152586119464e-05,391.7803668158118,391.78057223860935,22.443110728103488
low_roughness_0148,low_roughness,1.1738464934745774,1.7862034598319425,1.0783865366066059,-0.11749014875222215,6.174989557866441,6.182244562283413,22.466815411730202
medium_roughness_0300,medium_roughness,64.72075839240979,108.0135884071822,56.19067453413618,10.968935060720503,328.64917366765735,292.59985923045747,100.69257002975486
high_roughness_0175,high_roughness,18.33553560371925,37.57965118033265,15.937051687419824,0.2848985096312894,76.15150421192557,75.93454971136399,37.000298267661854
low_roughness_0328,low_roughness,50.937566472925894,67.25994895961028,49.07573600604902,16.52747154473785,290.1253766089789,242.1749875458664,105.1457454150629
medium_roughness_0231,medium_roughness,29.767129291739394,69.44274459026184,23.777215818898576,6.185702951856518,299.63316488275774,281.0987473578639,34.70764377996856
low_roughness_0094,low_roughness,33.350953069799615,59.88594055192189,26.716109441517716,24.222368808470527,325.0294381134085,246.29960887747922,78.88094738809272
low_roughness_0081,low_roughness,51.66443684010218,64.72920384124,47.088906172200645,12.164979405377188,593.4425960061462,521.2504264192628,41.96330556118462
medium_roughness_0210,medium_roughness,32.86371473510898,57.42219253815177,26.79061396706883,20.260598368026614,375.77545331272717,299.64109795140416,42.30533957746884
low_roughness_0109,low_roughness,28.298976905338908,36.85281178770147,25.452332317655937,18.16851644518933,138.25006820457986,113.1320818273453,103.72192275686423
medium_roughness_0331,medium_roughness,55.34891214354458,98.84578232381794,45.981163593811644,-7.956243776594424e-05,512.3978567674717,512.3982644436976,22.443109172006803
medium_roughness_0095,medium_roughness,13.173643108101357,25.94614066154105,10.378488523277735,-0.002239841001306162,83.36527325323598,83.36714050280716,22.44320960954792
high_roughness_0194,high_roughness,84.79954264539117,107.6168866326558,75.78627307663871,13.902181040350035,925.9347062627851,797.2095870826994,94.21755708624273
medium_roughness_0061,medium_roughness,20.689235346750102,37.37501147631281,17.107486723674988,48.47577973396472,496.02625272581713,255.57365903181085,42.73989508926752
high_roughness_0209,high_roughness,42.246954328805124,66.24467834597542,36.94863722302974,17.569686098625645,381.85136635831384,314.7612799258451,33.805310422554
