profile,family,spring_00,spring_01,spring_02,spring_03,spring_04,spring_05,spring_06,spring_07,spring_08,spring_09,spring_10,spring_11,spring_12,spring_13,spring_14,spring_15
high_roughness_0298,high_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,349.2709655761719,96.17900085449219,322.8591613769531,0.011977579444646835,252.51498413085938,77.40799713134766,0.012191778980195522,24.819000244140625,302.5532531738281,104.88099670410156,6.41855525970459
medium_roughness_0008,medium_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,963.0266723632812,96.17900085449219,35.78974914550781,0.00016945191600825638,3.778373866225593e-05,77.40799713134766,9.468995267525315e-05,24.819000244140625,37.70509338378906,104.88099670410156,176.15748596191406
low_roughness_0370,low_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,4.53669508715393e-06,96.17900085449219,1.2861838740718667e-06,2.8381929951137863e-05,1.974389761016937e-06,77.40799713134766,1.7041933460859582e-05,24.819000244140625,2.89712517087537e-07,104.88099670410156,89.29383850097656
medium_roughness_0074,medium_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,1.6511035028088372e-06,96.17900085449219,3.0283281375886872e-05,4.79914569950779e-06,1398.5343017578125,77.40799713134766,2.3349948605755344e-06,24.819000244140625,2.986968539175905e-08,104.88099670410156,2.1358669073379133e-06
low_roughness_0229,low_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,12.783255577087402,96.17900085449219,272.62762451171875,0.0005301860510371625,405.52532958984375,77.40799713134766,0.0004963683313690126,24.819000244140625,167.37782287597656,104.88099670410156,5.571130895987153e-05
medium_roughness_0385,medium_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,0.0014885447453707457,96.17900085449219,494.66729736328125,0.00021632705465890467,552.97705078125,77.40799713134766,0.00015256468032021075,24.819000244140625,53.37089920043945,104.88099670410156,0.00011468683806015179
high_roughness_0115,high_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,2.6023642476502573e-06,96.17900085449219,1428.6219482421875,6.166876119095832e-06,1462.236328125,77.40799713134766,3.0723197141924175e-06,24.819000244140625,9.933349792845547e-05,104.88099670410156,2.5658598588051973e-06
low_roughness_0283,low_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,622.2996826171875,96.17900085449219,476.06756591796875,9.620505443308502e-05,104.74850463867188,77.40799713134766,8.141768194036558e-05,24.819000244140625,228.287109375,104.88099670410156,8.681726467330009e-05
low_roughness_0164,low_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,5.911665994062787e-06,96.17900085449219,2.288140194650623e-06,8.432962204096839e-06,1.6394421891163802e-06,77.40799713134766,5.41669351150631e-06,24.819000244140625,1.4231909517548047e-06,104.88099670410156,5.179669187782565e-06
medium_roughness_0325,medium_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,8.338265615748242e-07,96.17900085449219,7.80105665398878e-07,4.859614637098275e-05,1.1186841675225878e-06,77.40799713134766,2.5453933631069958e-05,24.819000244140625,2.6349007953285764e-07,104.88099670410156,272.4441223144531
high_roughness_0111,high_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,1.2621172572835349e-05,96.17900085449219,1.7881718576973071e-06,7.382445619441569e-05,3.841119905700907e-06,77.40799713134766,4.1431718273088336e-05,24.819000244140625,3.001569837124407e-07,104.88099670410156,209.8720245361328
low_roughness_0372,low_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,185.76939392089844,96.17900085449219,445.57769775390625,7.799226295901462e-06,0.0007850477704778314,77.40799713134766,4.667390385293402e-06,24.819000244140625,8.100959348666947e-06,104.88099670410156,6.951890554773854e-06
low_roughness_0396,low_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,4.969657311448827e-06,96.17900085449219,1.8511293546907837e-06,5.521900220628595e-06,1.634194177313475e-06,77.40799713134766,2.9268512662383728e-06,24.819000244140625,1.00752924936387e-06,104.88099670410156,2.380408204771811e-06
low_roughness_0284,low_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,4.390249159769155e-06,96.17900085449219,1.0338455922465073e-06,2.3590055207023397e-05,1.7830632259574486e-06,77.40799713134766,1.3900199519412126e-05,24.819000244140625,2.5733748998391093e-07,104.88099670410156,139.6517791748047
low_roughness_0067,low_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,5.463223260449013e-06,96.17900085449219,2.1440487216750626e-06,6.192052296682959e-06,1.6917610992095433e-06,77.40799713134766,3.481340399957844e-06,24.819000244140625,1.2106917210985557e-06,104.88099670410156,2.9808572890033247e-06
low_roughness_0234,low_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,372.7379455566406,96.17900085449219,138.9371337890625,0.0023826155811548233,7.749970436096191,77.40799713134766,0.0009378141257911921,24.819000244140625,40.86020278930664,104.88099670410156,208.33177185058594
medium_roughness_0202,medium_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,5.6321682677662466e-06,96.17900085449219,2.075870952467085e-06,6.752464742021402e-06,1.3766718893748475e-06,77.40799713134766,3.87044883609633e-06,24.819000244140625,1.2045682069583563e-06,104.88099670410156,3.6720027765113628e-06
high_roughness_0157,high_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,1.4984058225309127e-06,96.17900085449219,0.00029343157075345516,5.742359917348949e-06,1360.150390625,77.40799713134766,2.826933268806897e-06,24.819000244140625,1.2273133052076446e-06,104.88099670410156,2.634087422848097e-06
high_roughness_0025,high_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,0.0021249717101454735,96.17900085449219,0.00022338870621751994,0.0002607883943710476,223.72496032714844,77.40799713134766,0.00013534657773561776,24.819000244140625,8.468524174531922e-05,104.88099670410156,198.6020050048828
high_roughness_0154,high_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,7.264820851560216e-06,96.17900085449219,3.1068429962033406e-06,8.650621566630434e-06,1.925909145938931e-06,77.40799713134766,5.49636115465546e-06,24.819000244140625,1.8873768112825928e-06,104.88099670410156,5.862769739906071e-06
medium_roughness_0329,medium_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,4.4915109356225e-06,96.17900085449219,1.4880416756568593e-06,5.167132712813327e-06,1.1618240023381077e-06,77.40799713134766,2.618830649225856e-06,24.819000244140625,8.056175602177973e-07,104.88099670410156,2.152690740331309e-06
high_roughness_0130,high_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,1.3532039702113252e-06,96.17900085449219,973.719970703125,7.060107236611657e-06,1371.667236328125,77.40799713134766,3.618637038016459e-06,24.819000244140625,0.00011513854406075552,104.88099670410156,3.4255374430358643e-06
low_roughness_0181,low_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,296.33258056640625,96.17900085449219,174.4669189453125,214.4405517578125,115.81487274169922,77.40799713134766,122.99915313720703,24.819000244140625,165.39979553222656,104.88099670410156,30.026927947998047
medium_roughness_0282,medium_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,5.9696136304410174e-05,96.17900085449219,58.5466423034668,5.251976108411327e-05,1060.249267578125,77.40799713134766,90.40200805664062,24.819000244140625,0.0010564728872850537,104.88099670410156,7.5930402090307325e-06
low_roughness_0042,low_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,4.141173121752217e-06,96.17900085449219,1.2472399930629763e-06,4.928557245875709e-06,9.460654837312177e-07,77.40799713134766,2.3865202365414007e-06,24.819000244140625,6.938317937965621e-07,104.88099670410156,53.34791946411133
medium_roughness_0392,medium_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,4.953918505634647e-06,96.17900085449219,1.8389848719380097e-06,5.5717405302857514e-06,1.5506687986999168e-06,77.40799713134766,2.971443109345273e-06,24.819000244140625,1.0101576890519937e-06,104.88099670410156,2.4540363483538385e-06
high_roughness_0002,high_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,7.868833563406952e-06,96.17900085449219,3.4914214666059706e-06,1.7013449905789457e-05,1.8727070028035087e-06,77.40799713134766,1.1548195288924035e-05,24.819000244140625,2.6140724003198557e-06,104.88099670410156,33.05354309082031
medium_roughness_0204,medium_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,5.023324774811044e-06,96.17900085449219,1.8475579963705968e-06,5.719907221646281e-06,1.4524890730172046e-06,77.40799713134766,3.0832386528345523e-06,24.819000244140625,1.0245886414850247e-06,104.88099670410156,2.596820650069276e-06
low_roughness_0260,low_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,5.486395366460783e-06,96.17900085449219,2.1061212009954033e-06,6.059040970285423e-06,1.6080531395346043e-06,77.40799713134766,3.364260692251264e-06,24.819000244140625,1.264099296349741e-06,104.88099670410156,49.471107482910156
medium_roughness_0020,medium_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,5.8942086980096065e-06,96.17900085449219,2.244012193841627e-06,9.322727237304207e-06,1.5163158195719006e-06,77.40799713134766,5.8803298088605516e-06,24.819000244140625,1.40413612825796e-06,104.88099670410156,23.297948837280273
low_roughness_0188,low_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,4.910831648885505e-06,96.17900085449219,1.5948621694406029e-06,6.205980753293261e-06,1.0607643616822315e-06,77.40799713134766,3.4641225283849053e-06,24.819000244140625,9.158343345916364e-07,104.88099670410156,3.976198058808222e-06
low_roughness_0203,low_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,1.0176636351388879e-05,96.17900085449219,4.723660367744742e-06,2.140339529432822e-05,2.5387203095306177e-06,77.40799713134766,1.5369609172921628e-05,24.819000244140625,3.3839858133433154e-06,104.88099670410156,15.332472801208496
high_roughness_0100,high_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,4.742460077977739e-06,96.17900085449219,1.539774302727892e-06,9.020657671499066e-06,9.330908596894005e-07,77.40799713134766,5.575174327532295e-06,24.819000244140625,9.244002399100282e-07,104.88099670410156,24.525890350341797
medium_roughness_0266,medium_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,4.140892997384071e-06,96.17900085449219,1.239376274497772e-06,4.743826139019802e-06,9.630161912355106e-07,77.40799713134766,2.2578233256353997e-06,24.819000244140625,6.530763698719966e-07,104.88099670410156,62.8726921081543
low_roughness_0132,low_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,1.7427522607249557e-06,96.17900085449219,2.351933062527678e-06,5.1192996579629835e-06,502.102783203125,77.40799713134766,2.6052298380818684e-06,24.819000244140625,6.7912296231043e-08,104.88099670410156,2.5108188310696278e-06
high_roughness_0000,high_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,31.013761520385742,96.17900085449219,0.0016484367661178112,0.00011237073340453207,356.3397216796875,77.40799713134766,6.457889685407281e-05,24.819000244140625,0.00013639334065373987,104.88099670410156,176.6857147216797
medium_roughness_0155,medium_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,4.425132829055656e-06,96.17900085449219,1.526125856798899e-06,5.159854481462389e-06,90.10655212402344,77.40799713134766,2.618705821078038e-06,24.819000244140625,8.671250384395535e-07,104.88099670410156,2.1592331904685125e-06
low_roughness_0267,low_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,4.1255557334807236e-06,96.17900085449219,1078.60595703125,6.759732968930621e-06,1386.8055419921875,77.40799713134766,3.4474987842258997e-06,24.819000244140625,8.415439515374601e-05,104.88099670410156,3.2197967811953276e-06
medium_roughness_0298,medium_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,5.227083420322742e-06,96.17900085449219,1.6995621763271629e-06,8.13808037491981e-06,1.0170564337386168e-06,77.40799713134766,4.968065240973374e-06,24.819000244140625,1.0156074949918548e-06,104.88099670410156,5.139944278198527e-06
medium_roughness_0088,medium_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,5.229626367508899e-06,96.17900085449219,1.8343694137001876e-06,6.53780807624571e-06,1.1428771813370986e-06,77.40799713134766,3.770290732063586e-06,24.819000244140625,1.052055836225918e-06,104.88099670410156,3.693405460580834e-06
low_roughness_0279,low_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,7.441839784405602e-07,96.17900085449219,1.478243916608335e-06,6.960360042285174e-05,2.3205429897643626e-06,77.40799713134766,3.831185313174501e-05,24.819000244140625,4.565212350371439e-07,104.88099670410156,250.26904296875
high_roughness_0390,high_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,2.8161437512608245e-05,96.17900085449219,0.004754872061312199,7.756249033263884e-06,1119.847412109375,77.40799713134766,4.006687959190458e-06,24.819000244140625,2.8326388928689994e-05,104.88099670410156,4.0769236875348724e-06
low_roughness_0387,low_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,5.666703600581968e-06,96.17900085449219,2.290882548550144e-06,6.398974164767424e-06,1.8149081597584882e-06,77.40799713134766,3.6572512271959567e-06,24.819000244140625,1.2996755458516418e-06,104.88099670410156,3.1460144782613497e-06
medium_roughness_0031,medium_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,2.1245555217319634e-06,96.17900085449219,1.3660653621627716e-06,2.590670010249596e-05,1.6678616248100298e-06,77.40799713134766,1.3984563338453881e-05,24.819000244140625,5.203181103752286e-07,104.88099670410156,191.16201782226562
high_roughness_0242,high_roughness,123.78900146484375,16.97800064086914,72.14800262451172,37.35599899291992,13.605999946594238,4.539724614005536e-06,96.17900085449219,1.5478365185117582e-06,1.228229757543886e-05,1.5291064983102842e-06,77.40799713134766,6.948775535420282e-06,24.819000244140625,7.458259005943546e-07,104.88099670410156,86.68717956542969
