profile,family,residual_rmse_nm,peak_abs_residual_nm,mean_abs_residual_nm,offload_pct,baseline_energy_burden_j,assisted_energy_burden_j,mean_stiffness_n_per_m
low_roughness_0367,low_roughness,94.02921810704673,125.12973852276248,85.15932022733402,7.370183185744191,799.3502237260168,740.4366479417533,156.02851726263762
medium_roughness_0070,medium_roughness,43.811085179145635,87.17033363219016,34.00706843866172,-1.089387680867232,429.3238576037386,434.0008588194977,88.33037562631071
low_roughness_0116,low_roughness,63.37483011555908,88.41355237494386,55.10651544207642,10.135997174775374,500.5958867496615,449.85550181167406,92.40598986446858
high_roughness_0145,high_roughness,67.14847101490828,106.54528234811525,58.00908926989401,-0.38790176688479044,391.7803668158118,393.30008978099806,68.34013697914779
low_roughness_0148,low_roughness,2.9124841338258123,5.218765259715785,2.5435034546687643,-103.73272874070696,6.174989557866441,12.580474725695016,49.31796419620514
medium_roughness_0300,medium_roughness,68.92140752824875,118.86670611157368,58.64197887031368,9.003591430345843,328.64917366765735,299.0589448314137,157.64555143900216
high_roughness_0175,high_roughness,18.4873778325037,37.840118255144105,16.105703363452285,-0.8628172034469896,76.15150421192557,76.80855249094972,112.19910471104086
low_roughness_0328,low_roughness,52.55816726902465,70.64050140242368,46.38111005162332,18.801219887671056,290.1253766089789,235.57826660279102,160.47352133020757
medium_roughness_0231,medium_roughness,29.673092998377815,68.21838841579284,23.25199230995103,6.499529329412482,299.63316488275774,280.15841945055604,52.98386984094977
low_roughness_0094,low_roughness,34.42428997452398,62.65513467805104,28.2358611374879,21.587986546974346,325.0294381134085,254.86212673977957,84.4758908186108
low_roughness_0081,low_roughness,52.560556493402274,65.99399974787448,47.29067357558326,11.233984523350395,593.4425960061462,526.775346615847,128.23659547790885
medium_roughness_0210,medium_roughness,32.75892131683481,58.105233157048254,27.004087719752988,20.823845980253886,375.77545331272717,297.524551683284,130.12061971575022
low_roughness_0109,low_roughness,31.03486702185741,40.008367644861764,27.478837445037847,13.512065602294673,138.25006820457986,119.5696282935599,97.59805272221566
medium_roughness_0331,medium_roughness,55.71533606072057,99.54066918473585,46.32923257126613,-0.5896150009025022,512.3978567674717,515.4190313952756,48.35810959637165
medium_roughness_0095,medium_roughness,14.072162709695288,27.711150922925356,11.372139758979618,-6.0088096238619535,83.36527325323598,88.37453381543524,48.631953676044944
high_roughness_0194,high_roughness,90.55051633322682,120.6514740754154,79.00820910951973,11.486560010391607,925.9347062627851,819.576660570867,104.4343144454062
medium_roughness_0061,medium_roughness,20.297247697872486,37.23338569020447,16.804172511626547,48.80668394401334,496.02625272581713,253.93228727859469,58.465883104503156
high_roughness_0209,high_roughness,42.87162902067226,61.01858886843635,37.54547840400301,16.707049071985534,381.85136635831384,318.0552711987831,88.63039759844541
high_roughness_0178,high_roughness,40.053760480762676,72.4610538636469,34.08306068779083,3.8463469676124333,368.3134270532675,354.1468147204947,104.93811303041875
medium_roughness_0173,medium_roughness,24.240771753850556,59.83868562683943,20.09684094982231,-2.2187026319949013,280.53236391902396,286.75654286089286,108.53194275572896
low_roughness_0127,low_roughness,64.88081157393597,93.97804430818339,56.98955762931261,8.902215277980636,253.62641349831623,231.04804416687477,163.91621058508753
low_roughness_0249,low_roughness,26.818610698954636,38.88923985993546,23.749771924937413,6.189269294760295,229.8129070805328,215.58916738720137,59.034875963255764
medium_roughness_0053,medium_roughness,89.12845961706036,107.64432658387435,82.76631278417781,0.9636143037128816,747.6647327835034,740.4601284745848,108.35432490631938
high_roughness_0251,high_roughness,48.627093967149804,97.37615338490077,42.59526847042487,8.976834533249178,732.5629062329298,666.8019462884383,89.92311328873038
medium_roughness_0339,medium_roughness,15.683723200649458,45.53114473257049,12.486387547836406,43.69150064051318,206.65353700465823,116.36350556062484,125.46013521701097
high_roughness_0260,high_roughness,52.56341602206241,96.44390305062547,46.2572638766804,-0.2622694944647462,286.5381303743991,287.28963248038076,68.30266231745482
high_roughness_0036,high_roughness,49.921430258017075,96.13074151125058,39.36088007304822,16.160296025962534,373.24880092388594,312.9306897812304,150.44732267707587
low_roughness_0124,low_roughness,59.796172433361086,83.04259886082156,53.84506695834231,15.801023533046584,381.9887036221234,321.6305786692121,152.0212835714221
high_roughness_0263,high_roughness,56.60117620648982,81.83483994734604,52.12417368423462,-0.3498171058822411,556.8072289953409,558.7550359291555,88.32058286443353
high_roughness_0174,high_roughness,27.386879540818935,41.41881487376191,25.077994195455265,-0.6573222138514766,210.25322087434535,211.63526200049063,48.37374737970531
high_roughness_0041,high_roughness,9.418448143947664,22.447457100539342,7.056935879570233,48.32477731852351,144.4763772166009,74.65848964880848,83.8346253581345
medium_roughness_0083,medium_roughness,43.23158551350592,112.20581745209995,30.55297074766103,42.9664522712516,856.8579190321069,488.69647021873703,80.96261628195643
low_roughness_0150,low_roughness,17.163176895465874,33.79721038989642,14.942806695893916,39.10207349965457,121.4951276380557,73.98801353052403,130.4682990670204
medium_roughness_0043,medium_roughness,80.87437534395923,118.34570906770415,71.78996321131008,3.773042183858785,618.3868981048646,595.0548995799122,153.93243164345623
medium_roughness_0091,medium_roughness,53.763325721739044,104.47829083042843,48.11931886960461,-0.3038115843384231,282.512959118062,283.37126621511993,68.30681958533823
medium_roughness_0276,medium_roughness,33.897314584967525,71.04514658040334,27.702315704862393,34.25313701019403,602.5773802874952,396.17572462518154,82.49792033582926
medium_roughness_0127,medium_roughness,25.27845139231309,33.22667493782941,22.838694001579448,16.393191979676555,253.0857079199256,211.59688194748873,141.56992488838733
medium_roughness_0314,medium_roughness,57.21228884353068,88.64844878178431,48.34941673652363,-0.2489573896922548,683.1885090342776,684.8893573130467,28.37901162430644
medium_roughness_0289,medium_roughness,32.4957765164507,41.612241727435304,28.886016687602684,15.801254801787612,218.78920240427243,184.21776305357452,125.10330471023917
low_roughness_0092,low_roughness,35.261394069985585,44.54876408089474,32.07603320882448,8.513725696102231,141.4328624786341,129.3916565230577,160.8346971526742
high_roughness_0388,high_roughness,38.193348527689864,96.61035052963479,30.28344838460135,-0.6667641473149345,376.87130827750514,379.3841510426163,76.10739704817533
low_roughness_0206,low_roughness,53.12843186610507,80.16161988176842,44.872621344524646,12.179584729437037,378.12827959369395,332.0738253946174,141.07868210114538
medium_roughness_0176,medium_roughness,67.47006753391828,120.12464309147722,57.29069279437376,9.931736588836465,474.97646778890464,427.80305614915096,118.52848325110972
low_roughness_0169,low_roughness,77.06329859409843,108.82196726331198,66.95304108819215,13.049052329902278,961.8956085417501,836.3773472241052,152.11873642243444
high_roughness_0051,high_roughness,41.532184123656045,78.13434255270859,33.09259996450267,13.39828077873226,188.42856254507984,163.18237466796091,95.28877040706575
medium_roughness_0240,medium_roughness,29.249225125038716,41.935100584055306,25.94979548052733,14.885300468809884,360.56368629419376,306.8926982078859,67.92730418853462
medium_roughness_0149,medium_roughness,27.15769791475825,46.75352840406232,23.141609198769054,-1.028857189736111,67.43638398129892,68.13020806638856,68.34436190202833
low_roughness_0238,low_roughness,55.53691774667397,84.22882179870678,48.561331736301796,13.956406751631713,394.5535247218231,339.4880299587457,108.32454162575304
high_roughness_0323,high_roughness,17.888482761275075,31.629836016284017,15.56502091292208,37.58463641186777,138.01851320216758,86.14475683406718,157.61175643876194
medium_roughness_0387,medium_roughness,28.55381709664603,56.2620995035988,23.837475906162553,35.9588789868776,367.31682944276736,235.23381524500707,74.72652556821704
