candidate,spring_count,quick_feasible,minimum_spring_spacing_m,authority_score,residual_mean_n,residual_max_n,path
77,40,True,0.07516336441040039,37.63270568847656,3.7388315200805664,47.93372344970703,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0077_40s.json
78,40,True,0.07422036677598953,36.28702163696289,0.06019676849246025,0.09780627489089966,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0078_40s.json
79,40,True,0.06473325937986374,35.60715866088867,0.06952682137489319,0.19403089582920074,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0079_40s.json
80,40,True,0.07463546842336655,32.86600875854492,0.04920501261949539,0.07219904661178589,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0080_40s.json
81,40,False,0.03650328889489174,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0081_40s.json
82,40,False,0.03078896552324295,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0082_40s.json
83,40,False,0.0001358583103865385,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0083_40s.json
84,40,True,0.05321022495627403,32.98246383666992,9.542593955993652,66.69374084472656,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0084_40s.json
85,40,True,0.06904637068510056,37.57313537597656,0.06270317733287811,0.12125933170318604,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0085_40s.json
86,40,True,0.0762929916381836,37.16590881347656,0.3617401123046875,4.173465251922607,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0086_40s.json
87,40,False,0.016479700803756714,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0087_40s.json
88,40,True,0.05693376436829567,39.95934295654297,0.09922640770673752,0.7229712605476379,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0088_40s.json
89,40,True,0.07799356430768967,33.27804946899414,3.4332082271575928,43.89375686645508,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0089_40s.json
90,48,True,0.05257894843816757,48.77544403076172,9.173060417175293,72.23625946044922,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0090_48s.json
91,48,False,0.02838868647813797,,,,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0091_48s.json
92,48,True,0.05467171594500542,45.57089614868164,0.060291118919849396,0.15703698992729187,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0092_48s.json
93,48,True,0.058169927448034286,44.375694274902344,5.422728061676025,52.799373626708984,C:\Users\kn109\Code\Adaptive-Spring-Network\spring-network\topologies\spatial\global_search\candidate_0093_48s.json
