relaxation_steps,profiles,mean_rmse_nm,mean_offload_pct,mean_force_residual_n,max_force_residual_n,torque_rmse_vs_deepest_nm,max_torque_difference_vs_deepest_nm,rmse_change_to_next_nm,offload_change_to_next_pct,passes_force_tolerance,passes_next_depth_stability
80,30,38.01348588396416,34.31899899519602,1.6872579707601107,9.342663764953613,1.305562564048906,11.287017822265625,0.008257072415759126,0.12462418966448752,False,True
160,30,38.0052288115484,34.443623184860506,0.1885441500535065,0.7887168526649475,0.22988071612851776,0.9016189575195312,0.0547356526931182,0.12170751515446199,False,True
300,30,37.95049315885528,34.56533070001497,0.095186360824757,0.34249550104141235,0.08119274250195628,0.34017181396484375,0.029011676525300345,0.06419259801213428,False,True
500,30,37.92148148232998,34.6295232980271,0.04471060498910042,0.15434451401233673,0.0,0.0,0.0,0.0,False,True
