profile,family,residual_rmse_nm,peak_abs_residual_nm,mean_abs_residual_nm,offload_pct,baseline_energy_burden_j,assisted_energy_burden_j,mean_stiffness_n_per_m
low_roughness_0367,low_roughness,91.04789609321622,118.49547214626712,83.24141280309422,9.4480324334065,799.3502237260168,723.8273553318753,246.16410896652093
medium_roughness_0070,medium_roughness,43.324241239035665,86.31534643694468,33.53770690196317,8.838876784792737e-07,429.3238576037386,429.3238538089979,78.59609757035591
low_roughness_0116,low_roughness,61.69414526072708,84.3071430636493,54.75068863726506,12.171788459072792,500.5958867496615,439.6644143796731,143.4363968100946
high_roughness_0145,high_roughness,66.87492119380258,105.968974523736,57.85394666343893,-4.148883681564002e-06,391.7803668158118,391.7803830703235,92.2679588777876
low_roughness_0148,low_roughness,1.0384731594756356,1.5339154796628847,0.9100776215600865,12.035919665876653,6.174989557866441,5.431772775305364,38.322739376913525
medium_roughness_0300,medium_roughness,65.89846805001581,113.63179323925922,55.97036164417775,11.961447957145166,328.64917366765735,289.3379737978129,295.2857483022913
high_roughness_0175,high_roughness,18.174633843436812,37.607260774498926,15.765304901015048,0.2954825803080756,76.15150421192557,75.92648978233676,97.89617772529405
low_roughness_0328,low_roughness,50.051200236354276,67.94533271546288,44.8897385526502,21.293582829647406,290.1253766089789,228.3472892309195,253.35597782584165
medium_roughness_0231,medium_roughness,29.435236130946333,68.57226989410248,22.869603592572542,6.7850564245001745,299.63316488275774,279.302885578947,85.23736946631035
low_roughness_0094,low_roughness,33.20733834016723,59.94301176087575,26.791200682986595,24.92214304251758,325.0294381134085,244.02513661649368,160.38411556532134
low_roughness_0081,low_roughness,52.63860927933418,65.19141596538267,48.19797155140766,8.812865469946585,593.4425960061462,541.143298378766,70.56344781193836
medium_roughness_0210,medium_roughness,32.804488439614886,58.74088569916251,26.799910180988256,20.940098723220892,375.77545331272717,297.08770241141127,146.73348936403417
low_roughness_0109,low_roughness,29.768159689950007,35.173618816892386,29.340530403957796,10.097838128123675,138.25006820457986,124.28980010526081,195.23533704415394
medium_roughness_0331,medium_roughness,55.348862020542235,98.84569876190426,45.98111395363752,1.2719167228652365e-05,512.3978567674717,512.3977915947314,62.411785134917785
medium_roughness_0095,medium_roughness,13.173293407124753,25.945389719704565,10.378112439212298,2.90335738471012e-05,83.36527325323598,83.36524904931781,50.001296067442034
high_roughness_0194,high_roughness,84.71126518456154,108.75968744060869,75.15870615784807,14.815278903556813,925.9347062627851,788.7548970651239,163.48498379363573
medium_roughness_0061,medium_roughness,20.194661637766348,37.09787977551636,16.348798299559736,47.96408562395719,496.02625272581713,258.1117961510999,74.4175160783832
high_roughness_0209,high_roughness,43.07847654552019,62.5115698254676,37.57391578357572,16.52493564121096,381.85136635831384,318.7506738225178,107.28596114428782
high_roughness_0178,high_roughness,39.78305053139619,72.00581821474663,33.87659246429856,4.23625465456895,368.3134270532675,352.71073235632105,74.60426045514002
medium_roughness_0173,medium_roughness,23.824232349178153,60.26637661932596,19.22757142948358,-1.3775994983524687e-06,280.53236391902396,280.5323677836364,93.83564109435774
low_roughness_0127,low_roughness,60.82092957581905,87.10442618226786,53.87140994396807,12.671580239884527,253.62641349831623,221.48793900233576,281.6824410067401
low_roughness_0249,low_roughness,27.418482335331,37.53929273205648,25.883862162424656,6.029558636603171e-05,229.8129070805328,229.81276851349293,81.36721678732383
medium_roughness_0053,medium_roughness,89.26111863998064,107.59643141447756,83.30344208222823,1.0797072794265077,747.6647327835034,739.5921422379351,185.6776075374732
high_roughness_0251,high_roughness,48.439404851199484,97.54737178013393,42.461492016123316,9.287543228658167,732.5629062329298,664.5258096394318,93.81177989022818
medium_roughness_0339,medium_roughness,15.114196015754784,41.18155061635955,11.32090991134842,46.13554742074669,206.65353700465823,111.31279644322382,114.96811327547876
high_roughness_0260,high_roughness,52.43467862675801,96.31763332698104,46.08368622316027,-6.176016437860398e-06,286.5381303743991,286.5381480710411,123.02028125392594
high_roughness_0036,high_roughness,50.17105553853336,96.75345793809994,39.428594925751916,16.111138126279446,373.24880092388594,313.1141710523569,171.83851713261987
low_roughness_0124,low_roughness,60.24802254635823,83.11405799349296,54.29418334779913,15.642423988460346,381.9887036221234,322.2364110135277,139.61417041775798
high_roughness_0263,high_roughness,56.29480666551479,81.23068715505157,51.83944384092695,-3.3010923841125105e-06,556.8072289953409,556.8072473760619,46.09199540724719
high_roughness_0174,high_roughness,27.025058707260172,40.67547515557704,24.82250466286026,-2.010540131572158e-05,210.25322087434535,210.25326314659918,95.24392497956772
high_roughness_0041,high_roughness,9.399031857188342,22.429507400183812,7.0046820907553,48.66185853728279,144.4763772166009,74.17148691566751,92.40671043476752
medium_roughness_0083,medium_roughness,43.35692953391425,112.94750522675815,30.672635214800046,43.05231974672541,856.8579190321069,487.96070795526674,76.7551969803261
low_roughness_0150,low_roughness,17.396052581186414,36.53744476489642,15.255705652782154,39.47138930817338,121.4951276380557,73.53931281757659,110.82254949239305
medium_roughness_0043,medium_roughness,77.97171641616147,113.5026988805551,69.51172057857373,5.880906210437,618.3868981048646,582.0201446096869,242.15729458561427
medium_roughness_0091,medium_roughness,53.607283036316815,104.5127007420112,47.91192378454775,3.2329289348296287e-06,282.512959118062,282.5129499846188,89.52803805178047
medium_roughness_0276,medium_roughness,33.953972449907575,71.11167215890218,27.77132443439649,34.393597887594474,602.5773802874952,395.3293391498131,81.54580565562088
