profile,family,residual_rmse_nm,peak_abs_residual_nm,mean_abs_residual_nm,offload_pct,baseline_energy_burden_j,assisted_energy_burden_j,mean_stiffness_n_per_m
low_roughness_0367,low_roughness,94.88912032269876,126.84179372906131,85.77934635409585,6.5864026477515925,799.3502237260168,746.7017994257181,88.25896613486111
medium_roughness_0070,medium_roughness,43.75712629636911,87.08944989081138,33.949515817381936,-0.958440461146328,429.3238576037386,433.43867116436707,48.337384211272
low_roughness_0116,low_roughness,64.67047986925756,91.42259463797487,55.88342911823122,9.159511894781328,500.5958867496615,454.74374695804016,55.60311847142875
high_roughness_0145,high_roughness,67.12293672028403,106.49576203437547,57.99565411267291,-0.3479737777978982,391.7803668158118,393.14365975889126,38.33444677814841
low_roughness_0148,low_roughness,2.760655986986481,5.010218621227016,2.3958530439197014,-92.9796104475454,6.174989557866441,11.916470793947264,29.37805458009243
medium_roughness_0300,medium_roughness,69.24694300037183,118.30457422985981,59.53097767506724,7.452783747861842,328.64917366765735,304.15566146507194,88.29907454736531
high_roughness_0175,high_roughness,18.491398751437117,37.85653328490828,16.103718752281218,-0.8844386400869332,76.15150421192557,76.82501754018327,67.70254701636732
low_roughness_0328,low_roughness,55.209105482644866,73.25291800799701,48.43287436609826,15.685719224967938,290.1253766089789,244.61712463371367,90.15372056923806
medium_roughness_0231,medium_roughness,29.70236181977605,67.75307474277344,23.379156324915396,6.373545064274781,299.63316488275774,280.5359100914424,46.20471902191639
low_roughness_0094,low_roughness,35.22489192867456,63.174038887188004,29.199600039358888,19.18639254900955,325.0294381134085,262.6680142171299,69.07170431539416
low_roughness_0081,low_roughness,53.246029914502266,67.64012435818319,47.57114332023578,10.635788680661365,593.4425960061462,530.3252955539016,71.16332395263017
medium_roughness_0210,medium_roughness,32.79789962074293,58.86248585022452,26.77068408472879,20.899992712516575,375.77545331272717,297.23841095494106,74.20629101246595
low_roughness_0109,low_roughness,31.413591907336773,39.78314704170073,28.678924692117704,10.805809573438667,138.25006820457986,123.31102909924388,58.379381720349194
medium_roughness_0331,medium_roughness,55.662439230478505,99.42439369540556,46.28169979769818,-0.5117010657603703,512.3978567674717,515.0198020614841,28.3580621663481
medium_roughness_0095,medium_roughness,13.951876502306671,27.499131360204103,11.230973182041183,-5.1602666202955145,83.36527325323598,87.66714362184086,28.634173265099527
high_roughness_0194,high_roughness,93.62369703129092,127.0972604782196,83.4913618450586,7.888422261963023,925.9347062627851,852.8930667627096,70.37874289155006
medium_roughness_0061,medium_roughness,20.29685114152299,37.23629773472962,16.80180992134339,48.81433184435347,496.02625272581713,253.89435168512534,48.60279785096645
high_roughness_0209,high_roughness,44.07769682677121,60.21754821902229,38.34964487493664,15.287439070735942,381.85136635831384,323.47607138551393,51.55377387963235
high_roughness_0178,high_roughness,40.13580631666963,72.39188770997754,34.16092508235294,3.596934887417817,368.3134270532675,355.06543290054435,68.21042673885822
medium_roughness_0173,medium_roughness,24.182672351999198,59.90006693706396,19.983833523606975,-1.9465368653696475,280.53236391902396,285.9930298020007,58.530753151327374
low_roughness_0127,low_roughness,64.19277223531664,86.52934912538309,61.527007754391036,5.315301027025697,253.62641349831623,240.14540613683178,88.29127849712968
low_roughness_0249,low_roughness,26.799979086581132,38.76875288521927,23.601626704210766,5.919760501474507,229.8129070805328,216.2085333798891,38.40528469160199
medium_roughness_0053,medium_roughness,89.26929811194317,107.72273823468689,82.63953183611955,0.7799063692153578,747.6647327835034,741.8336479121479,69.80570830442011
high_roughness_0251,high_roughness,48.6221422737175,97.35225144550868,42.58843433843337,8.989154530820286,732.5629062329298,666.7116945561836,51.1552159871906
medium_roughness_0339,medium_roughness,15.497882575974016,38.86866914663299,12.35825246293523,42.64218068205006,206.65353700465823,118.53196236928468,70.9799230620265
high_roughness_0260,high_roughness,52.55276466621525,96.43275745888963,46.242976389407005,-0.24086845338353682,286.5381303743991,287.228310337386,38.30550852008164
high_roughness_0036,high_roughness,51.26040346446725,98.62016049471005,39.85306886592768,15.189074330760072,373.24880092388594,316.5557631128862,83.58592696413398
low_roughness_0124,low_roughness,60.8642320170734,83.311890331167,54.51775533394199,15.08086172231144,381.9887036221234,324.3815154340209,85.25361633598804
high_roughness_0263,high_roughness,56.568733803390785,81.77976930868942,52.09257124354167,-0.3124095537922184,556.8072289953409,558.546747974928,48.320617872476575
high_roughness_0174,high_roughness,27.33957579411497,41.33957073695161,25.044932197711475,-0.5686196264768004,210.25322087434535,211.4487619535365,28.3790737234056
high_roughness_0041,high_roughness,9.417546579526093,22.44718846240534,7.053698213380562,48.32438320014912,144.4763772166009,74.65905905675774,53.82478658631444
medium_roughness_0083,medium_roughness,43.24050383945112,112.2767021566898,30.543054464470778,42.97782089735584,856.8579190321069,488.5990572456776,50.99994124025106
low_roughness_0150,low_roughness,16.989843394218205,32.88065689258197,14.865509369275696,39.08538109895557,121.4951276380557,74.00829398405914,75.22460323423147
medium_roughness_0043,medium_roughness,81.71478321947498,119.72275565278716,72.4125375261244,3.203026806077429,618.3868981048646,598.5797999932951,86.57166215740145
medium_roughness_0091,medium_roughness,53.74956951742188,104.48117058041198,48.10068045921303,-0.27662440302122215,282.512959118062,283.2944589046799,38.30817808099091
medium_roughness_0276,medium_roughness,33.93337298926159,71.05189501828481,27.746940992845396,34.21976332170597,602.5773802874952,396.37682692297824,56.13382829502225
medium_roughness_0127,medium_roughness,26.085492051627114,35.53390588723126,23.24446929261286,14.864889949776016,253.0857079199256,215.4647959590171,80.24749886915087
medium_roughness_0314,medium_roughness,57.19145039334484,88.65205821555449,48.3282972572372,-0.2220967756345158,683.1885090342776,684.7058486843482,18.375101751461624
medium_roughness_0289,medium_roughness,33.92895463264348,41.955137296047525,32.369285850462504,9.731379634842702,218.78920240427243,197.49799451826829,60.15555533953011
low_roughness_0092,low_roughness,35.244782562835,41.94162906518011,34.50027315541989,5.450321767709659,141.4328624786341,133.72431638826623,88.29091694355012
high_roughness_0388,high_roughness,38.1621198717828,96.54362408348305,30.238221743602033,-0.5774306513945802,376.87130827750514,379.0474787278112,40.00915280655026
low_roughness_0206,low_roughness,54.189986078833385,80.97833559908409,45.174986379127425,11.329099261564327,378.12827959369395,335.2897514624789,80.5013542637229
medium_roughness_0176,medium_roughness,67.66609931482033,118.9915092032326,59.12078549018854,7.85026339337825,474.97646778890464,437.6895640109112,68.31166611239314
low_roughness_0169,low_roughness,78.2159367859599,111.32725061902487,67.44634804984777,12.42961508710743,961.8956085417501,842.3356868602209,85.32343896329402
high_roughness_0051,high_roughness,41.655540043481906,77.77302587180039,33.286788466251174,12.38717488419711,188.42856254507984,165.08758697084207,58.234149150922896
medium_roughness_0240,medium_roughness,30.61213974325775,43.67305353167188,27.1527681055909,12.752816726082186,360.56368629419376,314.5816602002893,50.63486683033407
medium_roughness_0149,medium_roughness,27.124464348782965,46.703728484933904,23.108973392787643,-0.9017214427429052,67.43638398129892,68.04447231586873,38.34237997606397
low_roughness_0238,low_roughness,60.28348000248894,96.0982199157722,52.651020231103324,9.193623378127391,394.5535247218231,358.27975963377196,62.95216901563108
high_roughness_0323,high_roughness,18.033248113886966,27.289930665054634,15.700259347673153,35.29699810209204,138.01851320216758,89.30212121666284,88.85567608699202
medium_roughness_0387,medium_roughness,28.546033221144246,56.31898045452653,23.796192332207255,35.9866176184675,367.31682944276736,235.13192658292022,44.78080170378089
medium_roughness_0015,medium_roughness,24.479857649612708,40.771659590321576,21.26735500221441,-1.6550458764548517,218.00251633508336,221.61055799225497,18.449458707869052
low_roughness_0274,low_roughness,54.623585802473116,87.86098106769728,48.304825899714636,-0.5951392140649078,640.5964736231633,644.4089144416117,28.34739064909518
high_roughness_0064,high_roughness,8.455345693265679,13.501159754304027,7.591731231847203,-9.478444752782684,46.99208026194124,51.446198627752636,38.42482837662101
low_roughness_0095,low_roughness,51.40690121109512,69.12515985015189,50.28460441721224,5.378780085350264,362.25224750190483,342.76749575453863,58.42782360427081
high_roughness_0184,high_roughness,38.11556772683742,77.02261533442565,31.74096435119315,-0.7503834917483198,411.0226685882654,414.10691484069514,38.15162210687995
medium_roughness_0035,medium_roughness,30.101590971028045,59.73086670577733,25.745953500709852,24.088885934076124,282.491236268712,214.44224459018048,41.99006508365274
high_roughness_0281,high_roughness,68.55368650177579,114.51679658014044,62.8271202867659,-0.30262402311058983,436.57279679868776,437.89397096016637,28.31771089285612
low_roughness_0352,low_roughness,18.159786767051088,44.38506649763998,15.291309452391278,60.3812883850179,306.5755930032751,121.4613000738888,65.30073628500104
low_roughness_0005,low_roughness,32.35992304353658,51.100575769999196,27.6264696961964,31.157907080032718,611.2219437318872,420.77797845113594,46.31041249036789
high_roughness_0050,high_roughness,52.81695503413489,105.44101627067663,38.636338288053466,17.499811917699503,231.8065199902961,191.24081497902978,82.0672749210149
medium_roughness_0274,medium_roughness,34.760704641458524,63.56187623659372,27.72190546620983,14.18545301548993,155.70174652336436,133.6147484259953,58.32354067377746
high_roughness_0223,high_roughness,55.39344128994815,127.25645540997176,46.16302445731396,11.168093102831268,366.7831640916483,325.82047884038263,43.518278288841245
high_roughness_0104,high_roughness,36.82164579246664,46.210560815060006,35.08776922727539,9.746781260043063,210.15101257641604,189.66805306482718,62.70703596845269
high_roughness_0277,high_roughness,64.10764981752357,99.30270330243214,55.268293104499776,12.115742296111064,770.1681720962871,676.8565811184318,56.09011825025082
high_roughness_0330,high_roughness,32.99935565613793,85.71543986801213,22.56531331615023,10.95326389198637,199.53904019186757,177.68300255211557,83.6990107551217
medium_roughness_0211,medium_roughness,69.74655679385003,97.14167845866446,62.95038350282717,-0.16170387378128423,230.59603407073618,230.96891679061457,38.30048309788108
high_roughness_0340,high_roughness,37.8219082416632,71.22734508654707,31.74009994534805,-0.25467176757647836,151.85946204714003,152.2462052233676,46.563502138480544
high_roughness_0228,high_roughness,58.99868936671212,96.62008002015212,48.090662582723944,1.8036083643745415,138.6767497156742,136.17556425835954,58.36649162061512
medium_roughness_0203,medium_roughness,27.83097197103114,75.01599595564755,20.299720127866646,62.464527000785544,699.269672676121,262.4741791790407,59.017812399566175
low_roughness_0106,low_roughness,69.15539093340124,93.40126400878137,67.4851546402727,-0.37995841601343566,769.5465806710704,772.4705376694737,28.326011280342936
low_roughness_0168,low_roughness,4.270746516503667,5.503810882686835,3.8953408019506197,17.38401941497495,14.366123325975163,11.868713657808396,59.59567459598183
low_roughness_0028,low_roughness,33.492493340908524,42.117837894691604,32.194870634935555,10.292819964951349,107.42035311265685,96.36376956105607,70.25404136218131
low_roughness_0183,low_roughness,82.70611902223209,104.93312812496758,75.09585208612418,8.742200522602763,766.5693663784832,699.5543352248308,52.98467851169407
high_roughness_0127,high_roughness,54.728934661595616,101.05543460225427,46.99696092979176,-0.42211652335205097,231.21998031146646,232.19599805365252,38.30881344974041
low_roughness_0198,low_roughness,34.53815002423593,71.95107463373681,27.72151406598764,32.586356543750945,524.9884166309936,353.91381937422534,69.5398128349334
medium_roughness_0194,medium_roughness,54.08618584454047,70.8646035145885,47.84368893870246,16.216161604035026,274.02214250805287,229.58626904810785,89.53912908732892
low_roughness_0265,low_roughness,27.937944658119058,51.274846828627844,23.149836431914075,-1.2429281752333448,236.3690563065334,239.30695390490047,28.38487723097205
medium_roughness_0380,medium_roughness,48.44758987067615,104.60112903886801,39.758116294712785,-0.3948937617119471,527.4114748778773,529.494189890723,38.415107438713314
