profile,family,spring_00,spring_01,spring_02,spring_03,spring_04,spring_05,spring_06,spring_07,spring_08,spring_09,spring_10,spring_11,spring_12,spring_13,spring_14,spring_15,spring_16,spring_17,spring_18,spring_19,spring_20,spring_21,spring_22,spring_23,spring_24,spring_25,spring_26,spring_27,spring_28,spring_29
low_roughness_0126,low_roughness,85.0,85.0,100.0,100.0,0.0009328190353699028,829.46875,0.0009784642606973648,0.0037168050184845924,126.8630599975586,3.1011175451567397e-05,828.0025024414062,0.00031173709430731833,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.00038992936606518924,1249.4932861328125,0.0028042574413120747,836.9592895507812,0.005156380124390125,0.000899858889169991
high_roughness_0312,high_roughness,85.0,85.0,100.0,100.0,992.0402221679688,0.0003162809298373759,0.00030410505132749677,63.141212463378906,0.00031154067255556583,0.00022530356363859028,0.0001587155129527673,956.9867553710938,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,975.2887573242188,760.1480102539062,0.00010344386828364804,0.00020395095634739846,1195.2052001953125,0.00017122438293881714
medium_roughness_0174,medium_roughness,85.0,85.0,100.0,100.0,221.49171447753906,1310.2906494140625,0.0058092339895665646,126.57799530029297,0.0001113455364247784,2.472427331667859e-05,103.61868286132812,1.320194496656768e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,2.4769326046225615e-05,0.0019378827419131994,1.470839652029099e-05,496.8907165527344,6.293467595241964e-05,1.3277993275551125e-05
medium_roughness_0294,medium_roughness,85.0,85.0,100.0,100.0,0.00033423121203668416,207.3488311767578,196.39755249023438,0.0001641209819354117,7.911513966973871e-05,0.00020665471674874425,0.0008390630828216672,256.0562744140625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,430.8132629394531,0.00017523454152978957,1.868013532657642e-05,189.86582946777344,1062.3094482421875,1.9290220734546892e-05
medium_roughness_0135,medium_roughness,85.0,85.0,100.0,100.0,0.00032863824162632227,672.2476806640625,76.68958282470703,197.0256805419922,56.818748474121094,1.0543685675656889e-05,73.40043640136719,6.802040297770873e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,9.820661944104359e-05,0.03085186518728733,6.531881354021607e-06,314.0330505371094,0.0001124093250837177,7.5979869507136755e-06
high_roughness_0383,high_roughness,85.0,85.0,100.0,100.0,0.0003201315412297845,0.0009370134212076664,0.00031560915522277355,0.0004169746534898877,92.30564880371094,0.00032901388476602733,959.6389770507812,622.1022338867188,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,514.232421875,871.12939453125,751.7373046875,978.9501953125,165.51568603515625,941.1947631835938
high_roughness_0211,high_roughness,85.0,85.0,100.0,100.0,87.40135955810547,10.734169006347656,0.00011521531996550038,661.5794677734375,4.018917024950497e-05,5.53246027266141e-05,847.9049682617188,9.730664169183001e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.00016198461526073515,889.6723022460938,1.3861187653674278e-05,1030.0560302734375,2.687961568881292e-05,1.741835512802936e-05
low_roughness_0018,low_roughness,85.0,85.0,100.0,100.0,0.0001664663723204285,0.0007490876596421003,0.00038820214103907347,0.00017805765673983842,0.00019346969202160835,0.0004054708406329155,1051.09814453125,784.57666015625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,695.0866088867188,855.276123046875,302.62542724609375,1076.3934326171875,1022.6968994140625,305.2692565917969
low_roughness_0013,low_roughness,85.0,85.0,100.0,100.0,44.13019561767578,0.002343455096706748,0.0009427028126083314,44.68214797973633,358.1877746582031,0.0007255241507664323,304.7598876953125,406.2374572753906,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,419.6976013183594,923.966064453125,432.296630859375,267.4132385253906,0.0006101787439547479,433.24957275390625
high_roughness_0370,high_roughness,85.0,85.0,100.0,100.0,0.00027205204241909087,0.0011929140891879797,353.7118835449219,0.00017858138016890734,0.0001808917586458847,128.63595581054688,525.30078125,984.5101928710938,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,944.1739501953125,0.00011824009561678395,0.0001763339969329536,687.320556640625,1167.8004150390625,0.004664540756493807
high_roughness_0283,high_roughness,85.0,85.0,100.0,100.0,181.7740020751953,184.1690673828125,314.2264404296875,0.00012682196393143386,3.960298636229709e-05,6.397768447641283e-05,8.01249043433927e-05,130.9818878173828,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,502.0714416503906,6.130752444732934e-05,8.720389814698137e-06,0.0001358276786049828,921.057373046875,8.565640200686175e-06
low_roughness_0053,low_roughness,85.0,85.0,100.0,100.0,46.629512786865234,372.4763488769531,261.6888732910156,120.72950744628906,23.471830368041992,0.002633061958476901,185.40916442871094,0.0029221021104604006,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.004101756494492292,289.6803283691406,0.0003295448259450495,219.130615234375,0.0049623753875494,0.0003196831385139376
low_roughness_0024,low_roughness,85.0,85.0,100.0,100.0,0.00020839396165683866,4.481128780753352e-05,5.4525939049199224e-05,0.00035330813261680305,0.00029252839158289135,6.456171831814572e-05,1108.4306640625,416.64556884765625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,258.2417907714844,1342.33984375,0.00021158675372134894,1106.1533203125,566.447021484375,9.29254456423223e-05
low_roughness_0023,low_roughness,85.0,85.0,100.0,100.0,0.012006903067231178,0.0014837528578937054,0.0011954032815992832,52.867164611816406,0.04353766515851021,0.0014155951794236898,588.339599609375,288.9139404296875,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,391.27752685546875,837.3489379882812,89.96472930908203,566.4093017578125,0.005659568123519421,0.0020884601399302483
high_roughness_0123,high_roughness,85.0,85.0,100.0,100.0,721.60546875,0.0003737576771527529,287.8745422363281,0.00014720352191943675,5.591969056695234e-06,357.26959228515625,0.00027845357544720173,840.4641723632812,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,901.4276733398438,0.00023120251717045903,5.1476454245857894e-06,0.00036055827513337135,837.968994140625,1.9227400116506033e-06
high_roughness_0306,high_roughness,85.0,85.0,100.0,100.0,0.0004583705449476838,770.8460083007812,429.1246643066406,0.00039318512426689267,0.00035335126449353993,0.01041251141577959,855.1087646484375,0.0006598196341656148,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.0007169369491748512,655.0226440429688,0.00010747517080744728,871.4846801757812,799.5196533203125,9.264132677344605e-05
low_roughness_0087,low_roughness,85.0,85.0,100.0,100.0,276.7591552734375,0.0020459871739149094,0.0015119968447834253,0.00021777543588541448,0.0006804349832236767,0.0012509296648204327,22.350568771362305,505.2742919921875,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,525.8370361328125,728.1682739257812,0.0005284588551148772,0.023441853001713753,518.3864135742188,0.0005207508220337331
high_roughness_0096,high_roughness,85.0,85.0,100.0,100.0,528.23193359375,0.0009775771759450436,0.0006280622910708189,286.2810974121094,0.0010958487400785089,0.00048716197488829494,618.2481079101562,352.1370849609375,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,527.976318359375,910.1620483398438,0.00020281871547922492,587.40869140625,0.0003273766196798533,0.00017731398111209273
medium_roughness_0247,medium_roughness,85.0,85.0,100.0,100.0,8.57435297803022e-05,0.0004349527880549431,22.28687286376953,8.377541962545365e-05,0.00010354581900173798,10.784770965576172,269.1798095703125,1084.8302001953125,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1073.7108154296875,230.90460205078125,0.00040447170613333583,400.46234130859375,1269.0072021484375,181.89620971679688
medium_roughness_0014,medium_roughness,85.0,85.0,100.0,100.0,0.0027379030361771584,682.8449096679688,8.345645619556308e-05,163.6455078125,0.000422924873419106,7.451067358488217e-05,812.4615478515625,1.761001840350218e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,4.4695196265820414e-05,1085.94287109375,4.752113454742357e-05,846.697021484375,0.0004709869099315256,4.2591393139446154e-05
high_roughness_0313,high_roughness,85.0,85.0,100.0,100.0,5.330226122168824e-05,0.00028888790984638035,0.0010879215551540256,5.906012302148156e-05,6.411888898583129e-05,61.82743835449219,458.69329833984375,1115.528564453125,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1121.25146484375,0.007109019439667463,238.99903869628906,453.2530212402344,1296.366943359375,452.23773193359375
medium_roughness_0326,medium_roughness,85.0,85.0,100.0,100.0,4.513772000791505e-05,0.0005611440283246338,0.00018934320542030036,4.892696233582683e-05,5.0437778554623947e-05,0.00020531962218228728,1241.2235107421875,972.5718383789062,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,832.845703125,858.3958129882812,430.7288818359375,1271.8990478515625,1251.5748291015625,442.9488830566406
low_roughness_0277,low_roughness,85.0,85.0,100.0,100.0,0.0005834779003635049,36.898765563964844,0.0004694006056524813,0.00048542788135819137,0.0002436886861687526,0.0001824597711674869,29.600954055786133,107.46961975097656,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,318.70880126953125,0.0005132119986228645,4.862850619247183e-05,444.6233825683594,3.163623809814453,5.41812987648882e-05
high_roughness_0053,high_roughness,85.0,85.0,100.0,100.0,1.623246192932129,256.8626403808594,156.4470672607422,15.915874481201172,18.690879821777344,28.232894897460938,211.7198486328125,0.009870298206806183,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.014753829687833786,461.0166320800781,26.504619598388672,231.74244689941406,60.885311126708984,1.1213562488555908
low_roughness_0179,low_roughness,85.0,85.0,100.0,100.0,796.6737060546875,0.00041230127681046724,0.0003625621029641479,454.11199951171875,0.008757263422012329,0.0003229898284189403,0.0005750229465775192,881.5779418945312,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,897.2520141601562,782.2232666015625,2.439969421175192e-06,0.0006308612646535039,661.4212036132812,1.5085651284607593e-05
medium_roughness_0013,medium_roughness,85.0,85.0,100.0,100.0,189.56826782226562,0.00043222447857260704,0.000798012304585427,0.00035308959195390344,0.0003986727097071707,0.0009855590760707855,0.0006124692736193538,954.2176513671875,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,959.07373046875,539.5396118164062,0.0011603754246607423,0.0002708556712605059,878.8247680664062,71.87614440917969
high_roughness_0255,high_roughness,85.0,85.0,100.0,100.0,131.17727661132812,487.6905517578125,1.4093412573856767e-05,708.785888671875,4.250411438988522e-05,9.464889444643632e-06,987.1351318359375,1.8415732483845204e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,3.4005770430667326e-05,1284.5648193359375,3.7890163184783887e-06,1095.2247314453125,1.5267800336005166e-05,4.898146926279878e-06
low_roughness_0111,low_roughness,85.0,85.0,100.0,100.0,0.00034427802893333137,820.3617553710938,429.4235534667969,0.0003043565375264734,0.0002639864105731249,0.002972652669996023,918.1495361328125,0.0005127146141603589,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.0005528582260012627,633.8097534179688,6.281565583776683e-05,933.7607421875,836.67626953125,3.586792809073813e-05
medium_roughness_0172,medium_roughness,85.0,85.0,100.0,100.0,791.1113891601562,593.5524291992188,195.82408142089844,0.00027287614648230374,53.84504318237305,0.0009263284155167639,4.204616925562732e-05,47.722450256347656,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,131.71484375,5.63425273867324e-05,0.00015415801317431033,4.616458681994118e-05,0.00526780029758811,78.97933959960938
low_roughness_0239,low_roughness,85.0,85.0,100.0,100.0,1175.647216796875,0.0003924956836272031,90.27615356445312,53.9766731262207,0.0001049242855515331,178.9287109375,5.353899905458093e-05,1003.0101928710938,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1022.89501953125,0.00020269460219424218,0.00011101601558038965,7.602087134728208e-05,1259.78369140625,0.00028552874573506415
medium_roughness_0011,medium_roughness,85.0,85.0,100.0,100.0,0.0025122298393398523,869.2476196289062,68.24143981933594,289.672607421875,0.014862258918583393,3.795354496105574e-05,678.342041015625,0.00030440243426710367,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.0004074679163750261,1202.7642822265625,5.25023351656273e-05,709.4248657226562,0.0006306756986305118,5.027052611694671e-05
high_roughness_0067,high_roughness,85.0,85.0,100.0,100.0,451.2183532714844,9.941944881575182e-05,0.00011038189404644072,0.0001911236613523215,0.00016891791892703623,0.00013821882021147758,484.5870666503906,1144.9923095703125,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1169.0804443359375,1130.623291015625,503.5946044921875,0.005507512018084526,420.2340393066406,181.24464416503906
medium_roughness_0001,medium_roughness,85.0,85.0,100.0,100.0,7.687375182285905e-05,890.314453125,3.040763476747088e-05,7.91665370343253e-05,7.248615293065086e-05,4.0698818338569254e-05,1206.3880615234375,4.24475219915621e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,6.069751179893501e-05,1366.293701171875,5.7754899899009615e-05,1223.5689697265625,1031.6793212890625,4.896518657915294e-05
high_roughness_0368,high_roughness,85.0,85.0,100.0,100.0,0.00018704062676988542,0.00019266476738266647,0.00010773632675409317,0.00039741798536852,140.69635009765625,9.883044549496844e-05,1092.242919921875,678.0606689453125,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,689.50732421875,1192.6888427734375,306.2913818359375,1105.4342041015625,0.0002729141269810498,820.6660766601562
low_roughness_0380,low_roughness,85.0,85.0,100.0,100.0,0.002816335763782263,980.5243530273438,304.1646423339844,408.4842834472656,3.237226792407455e-06,5.353297456167638e-05,0.007183033507317305,9.540426981402561e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.00013601315731648356,0.00030926198814995587,1.2576181234180694e-06,715.2015991210938,2.8864362320746295e-05,1.8492960407456849e-06
low_roughness_0347,low_roughness,85.0,85.0,100.0,100.0,0.0007393946289084852,0.0001909629936562851,0.00015137303853407502,29.261699676513672,0.012827081605792046,0.0001570280728628859,993.9191284179688,498.25994873046875,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,784.95654296875,1204.948486328125,0.0005857996875420213,985.1593627929688,68.70127868652344,0.00020819931523874402
low_roughness_0149,low_roughness,85.0,85.0,100.0,100.0,732.900146484375,0.0012962018372491002,0.006165328901261091,243.74337768554688,0.006025572773069143,56.592681884765625,0.0005881722318008542,762.0209350585938,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,764.78759765625,60.428321838378906,0.00033190552494488657,0.0006841416470706463,757.4848022460938,238.04721069335938
medium_roughness_0235,medium_roughness,85.0,85.0,100.0,100.0,4.785251439898275e-05,0.0003725728311110288,430.9726867675781,4.837646702071652e-05,5.737846367992461e-05,0.0007741334848105907,147.54042053222656,1132.0211181640625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1126.13525390625,6.0964823205722496e-05,7.753312820568681e-05,1018.6535034179688,1349.1456298828125,0.00018168074893765152
medium_roughness_0123,medium_roughness,85.0,85.0,100.0,100.0,640.1388549804688,0.0001439163024770096,424.8236389160156,3.331600601086393e-05,4.482295480556786e-05,0.004968742839992046,1.2654894817387685e-05,1230.4051513671875,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1242.138916015625,3.710917735588737e-05,6.104540079832077e-05,1.3944372767582536e-05,1391.54443359375,520.8451538085938
high_roughness_0179,high_roughness,85.0,85.0,100.0,100.0,694.793212890625,0.0015935931587591767,0.005192216020077467,397.4555969238281,17.99464988708496,55.6525764465332,0.0008154105744324625,674.4525756835938,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,683.6392822265625,126.73533630371094,0.00030656580929644406,0.0009650453575886786,663.777587890625,0.000749815022572875
low_roughness_0259,low_roughness,85.0,85.0,100.0,100.0,0.00018327990255784243,794.079345703125,297.14019775390625,0.00013327517081052065,0.000120635173516348,0.00037678281660191715,1022.4974365234375,340.7788391113281,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.011038602329790592,0.00019705615704879165,0.00017448201833758503,1045.601318359375,1167.8182373046875,0.00038603029679507017
high_roughness_0042,high_roughness,85.0,85.0,100.0,100.0,6.698229844914749e-05,0.000331675517372787,0.003071383573114872,5.737474566558376e-05,5.678538582287729e-05,112.81895446777344,1076.1195068359375,1155.734375,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1151.544677734375,0.0010330778313800693,0.00017766703967936337,1134.52197265625,1318.193359375,93.34812927246094
high_roughness_0203,high_roughness,85.0,85.0,100.0,100.0,0.0003635700268205255,451.6022033691406,0.00018002805882133543,0.0005088626639917493,0.0005043987184762955,0.00030590035021305084,998.4814453125,6.915975973242894e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,8.20960704004392e-05,1104.9237060546875,255.59445190429688,1007.0652465820312,178.918212890625,0.0008651079260744154
low_roughness_0394,low_roughness,85.0,85.0,100.0,100.0,0.0007052196888253093,651.8030395507812,586.826416015625,777.3351440429688,5.071482519269921e-05,0.0008986831526271999,753.0411376953125,0.0005482195410877466,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.0008262052433565259,544.8004150390625,3.0432927360379836e-06,838.2007446289062,0.0001118575528380461,4.064811037096661e-06
medium_roughness_0110,medium_roughness,85.0,85.0,100.0,100.0,827.3284912109375,0.0003119987668469548,0.0002527472097426653,68.73921203613281,4.003787398687564e-05,0.0002247343072667718,0.000697981333360076,900.8472900390625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,924.83935546875,1044.23974609375,0.00020648454665206373,0.0006211600266396999,711.2555541992188,0.00018169062968809158
high_roughness_0195,high_roughness,85.0,85.0,100.0,100.0,0.00015429170161951333,0.0003278460935689509,0.003933985251933336,0.00011883105617016554,9.862125443760306e-05,359.53558349609375,503.9017333984375,1006.5623779296875,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1014.888671875,0.0001117707506637089,8.458394586341456e-05,810.3917846679688,1160.7218017578125,6.718810618622229e-05
low_roughness_0032,low_roughness,85.0,85.0,100.0,100.0,0.0003713257028721273,0.00017969378677662462,0.00015015946701169014,0.0005631583626382053,0.0008865455747582018,0.00013080266944598407,982.4063720703125,911.6364135742188,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,977.3041381835938,1171.69580078125,0.00018340174574404955,987.633056640625,400.143310546875,0.00016210065223276615
high_roughness_0353,high_roughness,85.0,85.0,100.0,100.0,786.7896728515625,9.872928058030084e-05,434.87664794921875,1.964441798918415e-05,2.4752018362050876e-05,0.004382329992949963,7.571636160719208e-06,1265.919921875,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1278.55029296875,2.720437441894319e-05,3.1671788747189566e-05,1.2250548934389371e-05,1457.1656494140625,6.160096381790936e-05
medium_roughness_0252,medium_roughness,85.0,85.0,100.0,100.0,0.00011169158824486658,0.0006989738321863115,0.00442572683095932,8.992589573608711e-05,9.87816383712925e-05,145.53038024902344,968.9334716796875,1071.663330078125,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1031.013916015625,0.0001366309152217582,322.4866943359375,1023.7735595703125,1253.39501953125,745.4656982421875
medium_roughness_0245,medium_roughness,85.0,85.0,100.0,100.0,237.27529907226562,0.0003068799269385636,0.00028539291815832257,28.249408721923828,0.004192846827208996,0.0002805858093779534,696.0343627929688,866.7205810546875,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,912.0884399414062,1050.9530029296875,0.0005977372056804597,518.6865844726562,92.29733276367188,0.0004040812491439283
medium_roughness_0249,medium_roughness,85.0,85.0,100.0,100.0,573.6151733398438,0.003969494719058275,0.027803195640444756,233.36758422851562,0.004899913445115089,13.989286422729492,0.0011174355167895555,504.621826171875,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,513.7299194335938,77.71575927734375,0.001543218968436122,0.0013617005897685885,760.4568481445312,0.007518298923969269
medium_roughness_0283,medium_roughness,85.0,85.0,100.0,100.0,1390.87109375,5.208363654674031e-05,102.77350616455078,110.9490966796875,5.6369826779700816e-05,0.0008115935488604009,1.0342051609768532e-05,1346.695068359375,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1358.2022705078125,1.1957730748690665e-05,1.7696111171972007e-05,1.360781243420206e-05,1487.74951171875,750.8919677734375
low_roughness_0292,low_roughness,85.0,85.0,100.0,100.0,0.00039548033964820206,0.000176178669789806,0.00014690398529637605,0.0007707083132117987,19.350324630737305,0.00014645764895249158,999.44873046875,821.60791015625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,788.0877685546875,1159.20263671875,476.8594055175781,1003.616455078125,143.31878662109375,576.6492309570312
low_roughness_0392,low_roughness,85.0,85.0,100.0,100.0,126.74221801757812,397.6272277832031,608.955078125,21.92922019958496,0.0001271645596716553,0.012318131513893604,2.0238943099975586,0.0007274197414517403,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.0013747517950832844,86.92488861083984,1.5109877722352394e-06,112.83842468261719,166.3966522216797,2.271115590701811e-06
low_roughness_0128,low_roughness,85.0,85.0,100.0,100.0,1047.908935546875,0.0026454112958163023,25.228899002075195,216.02969360351562,1.4845030818833038e-05,0.0005759026971645653,7.971364539116621e-05,633.0784912109375,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,707.10791015625,9.443568229675293,4.3891552195418626e-05,0.0001208357498398982,375.45562744140625,5.369147038436495e-05
high_roughness_0321,high_roughness,85.0,85.0,100.0,100.0,7.60990587878041e-05,1.8597977032186463e-05,1.669108314672485e-05,7.158544121921295e-06,7.698282388446387e-06,505.06597900390625,145.92453002929688,1409.74072265625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1425.3341064453125,1.0597860637062695e-05,5.772173153673066e-06,261.8541564941406,1450.577392578125,4.672596787713701e-06
low_roughness_0236,low_roughness,85.0,85.0,100.0,100.0,721.2738037109375,0.00046486101928167045,0.00037252719630487263,41.03005599975586,0.0007023909711278975,0.0003220404905732721,0.0009184494847431779,827.8390502929688,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,848.279296875,949.1527099609375,0.000249331584200263,0.000877790676895529,771.6838989257812,0.00024427170865237713
low_roughness_0009,low_roughness,85.0,85.0,100.0,100.0,193.81759643554688,40.681270599365234,357.90155029296875,55.37561798095703,0.0046780831180512905,0.007495308294892311,0.01965584233403206,95.24394989013672,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,181.72996520996094,0.001382995629683137,0.0007938804337754846,0.17826206982135773,90.76583862304688,0.0005743365036323667
medium_roughness_0290,medium_roughness,85.0,85.0,100.0,100.0,1130.5040283203125,0.00016832568508107215,96.63639831542969,436.5198059082031,0.00010621856199577451,0.7184399366378784,4.603621709975414e-05,999.6292114257812,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1018.8203735351562,415.2563171386719,4.141137651458848e-06,6.247715646168217e-05,1123.56298828125,4.39110317529412e-06
high_roughness_0298,high_roughness,85.0,85.0,100.0,100.0,13.349969863891602,533.73583984375,261.46844482421875,659.6768798828125,0.06963080167770386,0.0001910651772050187,488.47369384765625,0.00036965441540814936,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.000545824586879462,1056.0,1.964518332897569e-06,549.1452026367188,8.7004664237611e-05,1.9616611552919494e-06
medium_roughness_0008,medium_roughness,85.0,85.0,100.0,100.0,806.1361694335938,0.0004886067472398281,404.3484802246094,288.4903564453125,7.368281512754038e-05,0.0004713788803201169,0.00020661136659327894,392.5638732910156,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,631.626220703125,0.00012801344564650208,2.2045871901354985e-06,0.00026974352658726275,112.92532348632812,3.145924438285874e-06
low_roughness_0370,low_roughness,85.0,85.0,100.0,100.0,0.0035378234460949898,50.65010452270508,0.0002622584579512477,565.9180908203125,0.0013217508094385266,0.00015178903413470834,791.1347045898438,9.138203313341364e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,9.575957665219903e-05,1039.389404296875,4.496192195801996e-05,824.1643676757812,0.00016232606139965355,4.588382216752507e-05
medium_roughness_0074,medium_roughness,85.0,85.0,100.0,100.0,0.00020733985002152622,1175.260986328125,29.864826202392578,0.0007480158237740397,128.83810424804688,6.419372220989317e-05,1097.4349365234375,7.03082769177854e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,8.683324995217845e-05,1412.185791015625,0.00010134591138921678,1111.6351318359375,91.64629364013672,7.442211790475994e-05
low_roughness_0229,low_roughness,85.0,85.0,100.0,100.0,95.43067932128906,199.6580810546875,189.0428009033203,100.26240539550781,49.57817840576172,25.352062225341797,104.17186737060547,0.02925797365605831,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,2.6992056369781494,154.47119140625,0.0006933994009159505,130.4347686767578,19.346925735473633,0.000659904268104583
medium_roughness_0385,medium_roughness,85.0,85.0,100.0,100.0,67.17684173583984,265.1114196777344,240.4119110107422,82.8992691040039,37.76825714111328,0.0015651133144274354,150.4509735107422,0.006566435564309359,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.010996265336871147,679.9639282226562,0.0022125793620944023,174.02288818359375,0.0379490964114666,0.001744176959618926
high_roughness_0115,high_roughness,85.0,85.0,100.0,100.0,0.0017797076143324375,638.9853515625,309.4830627441406,0.005933359265327454,138.6595001220703,0.009759750217199326,675.7830810546875,0.0010120918741449714,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.0011598446872085333,725.9196166992188,404.200927734375,684.6143188476562,0.004743379540741444,361.8289794921875
