profile,family,spring_00,spring_01,spring_02,spring_03,spring_04,spring_05,spring_06,spring_07,spring_08,spring_09,spring_10,spring_11,spring_12,spring_13,spring_14,spring_15,spring_16,spring_17,spring_18,spring_19,spring_20,spring_21,spring_22,spring_23,spring_24,spring_25,spring_26,spring_27,spring_28,spring_29
high_roughness_0391,high_roughness,85.0,85.0,100.0,100.0,937.2244262695312,0.005495443940162659,0.3811679780483246,0.0006563255446963012,0.00010608685988700017,0.0005669264937750995,0.00012559842434711754,350.022705078125,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,515.5997314453125,0.002337305573746562,5.612062523141503e-05,0.0002486074808984995,292.94866943359375,5.314927693689242e-05
medium_roughness_0284,medium_roughness,85.0,85.0,100.0,100.0,446.8608093261719,1202.9483642578125,90.53189849853516,0.0013262333814054728,9.357969247503206e-05,1.6603606127318926e-05,0.0002806353149935603,2.974046947201714e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,4.714310125564225e-05,2.111536196025554e-05,1.398360291204881e-05,0.0009889623615890741,7.058910705382004e-05,1.3085385035083164e-05
medium_roughness_0047,medium_roughness,85.0,85.0,100.0,100.0,0.011229627765715122,0.0015835296362638474,0.001197325182147324,73.45372772216797,44.675716400146484,0.0014786027604714036,511.8837585449219,13.992095947265625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,98.24302673339844,777.3070678710938,175.3846893310547,503.85491943359375,0.0016888916725292802,0.0027405142318457365
medium_roughness_0032,medium_roughness,85.0,85.0,100.0,100.0,0.0004746567574329674,230.08876037597656,9.726842836244032e-05,0.0325264148414135,109.13308715820312,0.00012625529780052602,1037.8394775390625,2.1658644982380792e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,4.433495269040577e-05,1225.352294921875,0.002180402632802725,1044.1064453125,0.0021906744223088026,0.00023695432173553854
low_roughness_0219,low_roughness,85.0,85.0,100.0,100.0,1248.6531982421875,500.6347961425781,182.21766662597656,0.026450490579009056,1.3069708074908704e-05,4.382613769848831e-05,2.4194490833906457e-05,0.0011232906254008412,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,313.5122985839844,3.893276152666658e-05,6.557265351148089e-06,3.658106652437709e-05,0.001094667473807931,6.698651759506902e-06
low_roughness_0330,low_roughness,85.0,85.0,100.0,100.0,0.0004687344771809876,0.003232062328606844,0.08289672434329987,0.0003363962459843606,0.0002867010480258614,233.01280212402344,784.883544921875,789.3196411132812,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,710.87646484375,0.0006070564850233495,0.00047565976274199784,827.8133544921875,1056.4583740234375,0.0005848217406310141
low_roughness_0086,low_roughness,85.0,85.0,100.0,100.0,271.63482666015625,0.07480986416339874,0.06587554514408112,0.017535239458084106,0.010292907245457172,0.024426618590950966,0.003964667208492756,216.27281188964844,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,239.27223205566406,159.83419799804688,0.0011325760278850794,0.008823474869132042,282.3793640136719,0.0011538376566022635
high_roughness_0392,high_roughness,85.0,85.0,100.0,100.0,677.9750366210938,0.0004798923328053206,0.004350151866674423,0.00013307818153407425,1.1334103874105494e-05,273.29876708984375,0.00023294234415516257,976.4771728515625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,983.5764770507812,0.00021628414106089622,3.443313471507281e-05,0.0003064021875616163,1370.823974609375,3.588233084883541e-05
low_roughness_0084,low_roughness,85.0,85.0,100.0,100.0,0.0005552341463044286,142.70045471191406,31.177579879760742,0.0006353488424792886,0.0008721307967789471,0.0014111562632024288,218.54251098632812,674.8875122070312,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,629.8101196289062,0.0012469496577978134,0.00032846094109117985,527.0433349609375,1006.4263305664062,0.0011103004217147827
high_roughness_0020,high_roughness,85.0,85.0,100.0,100.0,0.0008198107243515551,415.3945617675781,191.14767456054688,0.0008462669211439788,0.001288051949813962,0.002318844897672534,443.2084655761719,684.8112182617188,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,625.6113891601562,0.0005756173050031066,0.0006593964644707739,552.5330200195312,892.40087890625,279.1327209472656
high_roughness_0061,high_roughness,85.0,85.0,100.0,100.0,123.11602783203125,864.9016723632812,0.016746459528803825,43.232276916503906,0.0003486991336103529,0.00025240183458663523,109.80696105957031,7.399136666208506e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.00013767421478405595,76.93277740478516,4.908764094579965e-05,220.8326873779297,0.0003689756558742374,4.330213414505124e-05
low_roughness_0313,low_roughness,85.0,85.0,100.0,100.0,0.0009717278880998492,585.8795776367188,0.0003837525728158653,0.0026894137263298035,149.09608459472656,0.00010470050619915128,837.2573852539062,0.0006122302147559822,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.0007329677464440465,1242.855712890625,419.12969970703125,841.2294311523438,0.002351128961890936,338.6368103027344
high_roughness_0332,high_roughness,85.0,85.0,100.0,100.0,148.85643005371094,183.1801300048828,129.5502166748047,120.8363037109375,23.044118881225586,25.01540756225586,40.401100158691406,0.013672025874257088,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.05533876642584801,36.162296295166016,0.0007169830496422946,70.6325912475586,4.804978847503662,0.0006817186949774623
medium_roughness_0012,medium_roughness,85.0,85.0,100.0,100.0,413.2652587890625,73.38631439208984,26.32716178894043,50.49637985229492,0.0031778609845787287,0.0015571098774671555,0.0003483443579170853,150.21588134765625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,185.3058319091797,0.0023139980621635914,7.766758790239692e-05,0.0006001005531288683,138.5885467529297,8.565983443986624e-05
low_roughness_0262,low_roughness,85.0,85.0,100.0,100.0,0.0014582638395950198,336.7314147949219,311.1385803222656,0.001129891723394394,0.0013825990026816726,0.17110669612884521,306.4069519042969,585.669189453125,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,529.7149658203125,0.0005896193324588239,0.0010180651443079114,416.41827392578125,823.777587890625,180.93023681640625
low_roughness_0165,low_roughness,85.0,85.0,100.0,100.0,257.75152587890625,0.09490358829498291,25.438934326171875,152.2236328125,32.02127456665039,51.788970947265625,0.009171531535685062,235.9276580810547,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,254.01625061035156,0.022410156205296516,0.003726121736690402,0.013218812644481659,478.2624816894531,0.0046751308254897594
high_roughness_0004,high_roughness,85.0,85.0,100.0,100.0,1004.211669921875,0.0009820439154282212,5.884414196014404,0.04130155220627785,18.75052833557129,0.009078809060156345,9.241182851837948e-05,874.2449340820312,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,875.3627319335938,100.83074188232422,0.0005340055795386434,0.00013796112034469843,995.1112060546875,234.41282653808594
low_roughness_0314,low_roughness,85.0,85.0,100.0,100.0,0.0007638032548129559,0.001115156919695437,0.0009668858838267624,0.000805702933575958,0.0008200944866985083,0.0009796350495889783,770.8161010742188,621.2958984375,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,632.3579711914062,764.9736328125,0.0014260965399444103,790.7243041992188,706.2078247070312,0.0011626937193796039
high_roughness_0364,high_roughness,85.0,85.0,100.0,100.0,0.004520422779023647,0.0005291823763400316,96.34373474121094,0.0002335871831746772,9.247520938515663e-05,283.72589111328125,643.1982421875,546.3655395507812,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,691.245849609375,0.0003654970496427268,5.3261916036717594e-05,653.895263671875,694.3045654296875,2.3894472178653814e-05
low_roughness_0185,low_roughness,85.0,85.0,100.0,100.0,0.0006606448441743851,925.4822998046875,317.7048645019531,0.006348485127091408,112.33320617675781,0.0008253212436102331,892.473388671875,0.00024937413400039077,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.0003015340771526098,870.00146484375,7.099802314769477e-05,900.8283081054688,0.040855731815099716,4.005135269835591e-05
high_roughness_0346,high_roughness,85.0,85.0,100.0,100.0,0.0011087357997894287,0.0004591581237036735,645.4608154296875,5.192255684960401e-06,9.367769962409511e-06,109.29032135009766,0.0007707641925662756,1066.19482421875,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1070.7030029296875,3.647687117336318e-05,1.4723543699801667e-06,173.40196228027344,1336.2718505859375,9.945895271812333e-07
low_roughness_0315,low_roughness,85.0,85.0,100.0,100.0,0.0003071027167607099,0.0001610225299373269,0.00013191855396144092,0.0007012411952018738,0.001154358615167439,0.00015391049964819103,1077.1221923828125,756.1585083007812,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,760.4999389648438,1225.1162109375,327.7853698730469,1082.86474609375,173.92520141601562,216.5507049560547
medium_roughness_0117,medium_roughness,85.0,85.0,100.0,100.0,936.5366821289062,0.00023515854263678193,0.00021271964942570776,166.3174285888672,0.0002864502021111548,0.0001874865120043978,0.000297627440886572,985.8365478515625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1004.9630737304688,937.1364135742188,8.103850996121764e-05,0.00031662010587751865,967.7654418945312,8.869191515259445e-05
medium_roughness_0112,medium_roughness,85.0,85.0,100.0,100.0,0.00028392934473231435,1058.7427978515625,319.5858459472656,0.0012176638701930642,80.37693786621094,0.0007560611120425165,1084.1304931640625,0.0001253720256499946,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.00015117180009838194,944.9068603515625,259.7342529296875,1092.4189453125,37.02220916748047,5.025283826398663e-05
medium_roughness_0238,medium_roughness,85.0,85.0,100.0,100.0,3.83644292014651e-05,0.00012664817040786147,0.000509865814819932,3.614534216467291e-05,3.696485509863123e-05,254.6314697265625,303.9803161621094,1207.096435546875,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1215.700439453125,5.955369852017611e-05,0.00024303591635543853,793.9578857421875,1358.156982421875,598.1392211914062
medium_roughness_0241,medium_roughness,85.0,85.0,100.0,100.0,667.4334716796875,0.0031485208310186863,415.26348876953125,7.31855325284414e-05,4.958556382916868e-05,0.0003882843302562833,5.6344833865296096e-05,853.788818359375,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,888.0736083984375,0.00013119680806994438,2.416004463157151e-05,0.00010650468175299466,1219.3526611328125,2.5831750463112257e-05
low_roughness_0025,low_roughness,85.0,85.0,100.0,100.0,0.00016604132542852312,624.5708618164062,0.0001520931691629812,0.0001517013442935422,0.00014241333701647818,0.00014684334746561944,1054.0853271484375,59.39423751831055,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.00026733754202723503,900.7140502929688,0.0001240469719050452,1078.3092041015625,1093.9117431640625,0.00012974078708793968
low_roughness_0332,low_roughness,85.0,85.0,100.0,100.0,0.0008849624427966774,0.01140145119279623,109.95874786376953,0.00048393249744549394,0.0003602000651881099,227.87051391601562,618.1917724609375,581.3507690429688,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,510.77728271484375,0.0002607966016512364,0.00015228574920911342,654.5159912109375,1025.64111328125,0.00015694633475504816
high_roughness_0094,high_roughness,85.0,85.0,100.0,100.0,0.00012621497444342822,5.1934195653302595e-05,3.9285434468183666e-05,783.9274291992188,0.14181360602378845,3.3930555218830705e-05,1233.9964599609375,208.89718627929688,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,969.5507202148438,1336.0391845703125,1.9089828128926456e-05,1244.7845458984375,2.2876136426930316e-05,1.8555510905571282e-05
high_roughness_0226,high_roughness,85.0,85.0,100.0,100.0,375.26904296875,0.00013183378905523568,9.93835274130106e-05,0.005790102295577526,123.42321014404297,8.718730532564223e-05,944.3501586914062,1056.7362060546875,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1091.0615234375,1239.622802734375,212.4127960205078,617.4813232421875,0.003256117692217231,0.0012854532105848193
low_roughness_0269,low_roughness,85.0,85.0,100.0,100.0,0.0001261798315681517,1028.543701171875,92.87218475341797,0.00010256424138788134,8.957745740190148e-05,0.0004114290641155094,1117.001708984375,0.0002194701082771644,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.00022496242308989167,1055.7132568359375,3.4613520256243646e-05,1134.9317626953125,1136.5240478515625,3.0874929507263005e-05
low_roughness_0364,low_roughness,85.0,85.0,100.0,100.0,0.010810130275785923,0.0007835684809833765,0.0006866127951070666,143.52593994140625,0.0008292474667541683,0.00028444911004044116,419.87469482421875,107.55973815917969,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,403.5903015136719,877.1550903320312,2.5520410417811945e-05,477.2225036621094,0.0013529567513614893,2.5166867999359965e-05
medium_roughness_0343,medium_roughness,85.0,85.0,100.0,100.0,0.0013524146052077413,731.61279296875,476.534912109375,0.00593383377417922,178.9949951171875,36.460968017578125,740.7174682617188,0.0006991158006712794,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.0008240791503340006,625.357421875,5.2943734772270545e-05,751.5903930664062,0.0017752365674823523,4.183654164080508e-05
low_roughness_0386,low_roughness,85.0,85.0,100.0,100.0,66.93641662597656,1155.67822265625,230.7149658203125,1154.7908935546875,0.0010085911490023136,4.1161438275594264e-05,1033.6312255859375,3.866952101816423e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,4.7885980166029185e-05,1103.7291259765625,3.1054892133397516e-06,1143.62451171875,2.1209691112744622e-05,3.2951591037999606e-06
high_roughness_0241,high_roughness,85.0,85.0,100.0,100.0,0.00046524812933057547,360.29327392578125,0.00012281356612220407,322.3451843261719,0.003260976169258356,0.00017772686260286719,1055.8387451171875,4.789122976944782e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,5.361379953683354e-05,1225.972412109375,554.1548461914062,1064.279296875,0.00010096746700583026,0.00017608866619411856
low_roughness_0355,low_roughness,85.0,85.0,100.0,100.0,0.0037339774426072836,380.3923034667969,6.785934237996116e-05,302.1275939941406,0.00030214249272830784,4.616009755409323e-05,618.9596557617188,8.893320773495361e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.00019097536278422922,1149.13037109375,1.956716187123675e-05,701.60791015625,0.0002124066959368065,1.9087043256149627e-05
medium_roughness_0126,medium_roughness,85.0,85.0,100.0,100.0,0.04360003396868706,169.91262817382812,156.11988830566406,0.013690710999071598,0.0037146382965147495,0.004250666592270136,128.06504821777344,210.34336853027344,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,273.75054931640625,0.008717850781977177,0.0001588359009474516,182.79287719726562,424.7773132324219,0.00016171498282346874
low_roughness_0048,low_roughness,85.0,85.0,100.0,100.0,411.99871826171875,0.0002895199868362397,0.0002778716152533889,0.0005469224415719509,0.0003985461371485144,0.000266476534307003,312.5297546386719,930.3997192382812,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,958.8358154296875,979.0242919921875,0.0002400250523351133,0.0015245380345731974,670.3155517578125,0.00022597142378799617
medium_roughness_0234,medium_roughness,85.0,85.0,100.0,100.0,3.938371446565725e-05,0.0008667163201607764,50.51956558227539,9.441717702429742e-05,9.696465713204816e-05,38.98320770263672,316.8311462402344,885.8206787109375,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,872.7369384765625,27.738983154296875,7.527881825808436e-05,492.15966796875,1216.1710205078125,8.611259545432404e-05
high_roughness_0005,high_roughness,85.0,85.0,100.0,100.0,0.0002047155430773273,106.00357818603516,0.00025326956529170275,0.0017959519755095243,416.090087890625,106.79155731201172,490.98455810546875,162.6464385986328,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,116.51398468017578,474.5425109863281,0.13836801052093506,430.45361328125,0.007107333745807409,507.1405944824219
high_roughness_0032,high_roughness,85.0,85.0,100.0,100.0,1112.6199951171875,0.00323427258990705,409.5975036621094,34.29887390136719,3.153577199555002e-05,0.0003158942563459277,6.480524461949244e-05,681.105712890625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,781.74267578125,0.00014809082495048642,1.8075945263262838e-05,9.979769674828276e-05,1010.7805786132812,1.8682718291529454e-05
low_roughness_0341,low_roughness,85.0,85.0,100.0,100.0,0.0002658625890035182,0.0004745743644889444,0.004520461428910494,0.00017823737289290875,0.0001551900350023061,318.94830322265625,478.9824523925781,966.3495483398438,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,972.3028564453125,0.00019754325330723077,0.00011768585682148114,664.4248046875,1140.4459228515625,0.000133116016513668
low_roughness_0012,low_roughness,85.0,85.0,100.0,100.0,0.006554201245307922,461.3876037597656,254.42799377441406,31.975406646728516,57.951229095458984,38.84763717651367,451.1810302734375,0.0018421437125653028,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.0022144161630421877,466.942626953125,0.00041420425986871123,460.8519592285156,0.0043481867760419846,0.00018112426914740354
medium_roughness_0180,medium_roughness,85.0,85.0,100.0,100.0,32.63779067993164,69.09928894042969,52.99103546142578,13.82567310333252,12.08841323852539,21.505033493041992,136.6804962158203,159.57261657714844,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,176.56210327148438,75.58573150634766,0.025858137756586075,163.7909393310547,211.84442138671875,34.6146354675293
high_roughness_0275,high_roughness,85.0,85.0,100.0,100.0,598.579833984375,0.0001934905449161306,0.0005467921146191657,2.12889881368028e-05,7.762383575027343e-06,80.49935150146484,0.00010924370144493878,1140.314208984375,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1146.3489990234375,56.849082946777344,9.979969763662666e-05,0.00014741240011062473,1437.9935302734375,0.0001426182861905545
medium_roughness_0122,medium_roughness,85.0,85.0,100.0,100.0,0.0002068708126898855,1299.9410400390625,48.91979217529297,501.97900390625,0.0023074443452060223,3.748591916519217e-05,1145.64990234375,2.1425819795695134e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,3.082738476223312e-05,1406.9608154296875,4.252661528880708e-05,1164.2576904296875,6.299886445049196e-05,2.8773445592378266e-05
low_roughness_0139,low_roughness,85.0,85.0,100.0,100.0,32.01554870605469,4.401024341583252,58.796714782714844,0.012667132541537285,14.544953346252441,0.017032790929079056,0.0058550722897052765,340.71099853515625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,347.55352783203125,0.0034947115927934647,0.0025668286252766848,0.008068316616117954,512.9763793945312,208.4735870361328
low_roughness_0147,low_roughness,85.0,85.0,100.0,100.0,862.2904052734375,0.0007867382373660803,0.006285157985985279,445.0636901855469,0.003596192691475153,141.153564453125,0.0003423616581130773,877.6455078125,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,884.7275390625,0.005373174790292978,1.6948253687587567e-05,0.0004119279619771987,742.35009765625,5.79656807531137e-05
medium_roughness_0168,medium_roughness,85.0,85.0,100.0,100.0,0.0004694849776569754,0.0009356090449728072,0.0004767065111082047,0.0007294913521036506,0.0009498837753199041,0.0005486903828568757,943.84814453125,313.81439208984375,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,157.1894073486328,937.292236328125,197.91793823242188,954.4995727539062,485.0233154296875,116.31861114501953
high_roughness_0272,high_roughness,85.0,85.0,100.0,100.0,0.00048789544962346554,630.063720703125,478.2037658691406,0.000268299801973626,0.000155635250848718,0.00029280659509822726,597.634033203125,187.47027587890625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,138.7311248779297,0.00019000355678144842,1.9407594663789496e-05,728.6439208984375,1018.8773803710938,7.991605343704578e-06
medium_roughness_0183,medium_roughness,85.0,85.0,100.0,100.0,0.0009150435216724873,0.0003784637665376067,0.00028475740691646934,0.0011088874889537692,0.000633793999440968,0.00026435364270582795,855.5861206054688,84.71440887451172,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,463.30804443359375,1051.7965087890625,0.00019220895774196833,865.2607421875,67.43875885009766,0.00016603071708232164
high_roughness_0085,high_roughness,85.0,85.0,100.0,100.0,7.180291140684858e-05,0.0009225106332451105,1.6904201402212493e-05,7.374678534688428e-05,7.988662400748581e-05,1.9322624211781658e-05,1207.5963134765625,416.7945861816406,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,317.3167724609375,1378.9898681640625,9.212797158397734e-05,1219.996337890625,832.9388427734375,7.98424516688101e-05
high_roughness_0363,high_roughness,85.0,85.0,100.0,100.0,0.0056109377183020115,0.0019817703869193792,0.0019480466144159436,0.0031458029989153147,0.0028113366570323706,0.0018233221489936113,367.4608154296875,522.9898681640625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,550.8821411132812,550.0089111328125,0.005779947619885206,341.0212097167969,443.1395568847656,0.006704279687255621
low_roughness_0158,low_roughness,85.0,85.0,100.0,100.0,0.00032945245038717985,999.9749145507812,192.1360626220703,0.0005242509650997818,0.0006331764743663371,0.0003092189144808799,951.9952392578125,0.0001752153184497729,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.00020864131511189044,1121.461181640625,0.00016509229317307472,965.0366821289062,553.3528442382812,0.0001071401420631446
low_roughness_0011,low_roughness,85.0,85.0,100.0,100.0,851.49560546875,0.0002916565863415599,0.00023244907788466662,465.9012756347656,0.006304418668150902,0.00020098354434594512,0.0004776892310474068,954.560302734375,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,971.6364135742188,993.1307983398438,4.8985784815158695e-05,0.0005108026089146733,703.381591796875,5.451985271065496e-05
high_roughness_0337,high_roughness,85.0,85.0,100.0,100.0,0.0002590930089354515,243.01370239257812,432.18841552734375,6.328603194560856e-05,3.0162402254063636e-05,1.5281419109669514e-05,0.0005646395729854703,1.8776615858078003,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,597.4232788085938,2.9448223358485848e-05,9.66453444561921e-06,303.5630798339844,1130.6920166015625,7.49741775507573e-06
high_roughness_0227,high_roughness,85.0,85.0,100.0,100.0,0.00206797756254673,0.00013561529340222478,0.0008739096811041236,1.1569876505745924e-06,5.777470960310893e-06,388.5552062988281,301.4296569824219,1187.7008056640625,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1191.2738037109375,4.5324799430090934e-05,4.886519946012413e-06,395.0876770019531,1460.13818359375,4.860001354245469e-06
medium_roughness_0055,medium_roughness,85.0,85.0,100.0,100.0,356.28729248046875,201.6036376953125,411.80328369140625,193.80125427246094,3.9708588701614644e-06,6.004435635986738e-05,7.616854418301955e-05,0.0013599626254290342,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,94.29881286621094,15.683418273925781,1.2826511692765052e-06,0.0005805710097774863,544.82470703125,1.773966801010829e-06
low_roughness_0356,low_roughness,85.0,85.0,100.0,100.0,0.00045010147732682526,0.00020665847114287317,0.0001338624715572223,449.99298095703125,74.1232681274414,0.00012657402839977294,1073.0693359375,506.4656066894531,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,762.0796508789062,1214.7227783203125,0.00023216067347675562,1067.83154296875,9.503914043307304e-05,0.00012367962335702032
medium_roughness_0200,medium_roughness,85.0,85.0,100.0,100.0,0.0028970325365662575,942.4418334960938,207.6027374267578,418.7171325683594,0.00048450494068674743,4.717696356237866e-05,626.5997924804688,0.00015744040138088167,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.0002277717721881345,883.93896484375,1.4723721506015863e-05,726.1022338867188,0.00023698076256550848,1.3625095562019851e-05
medium_roughness_0113,medium_roughness,85.0,85.0,100.0,100.0,0.0005223811604082584,818.029296875,525.3936157226562,0.0005526634631678462,0.0005503748543560505,0.20901857316493988,844.786865234375,0.0005018220981582999,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.0005741732893511653,686.547607421875,6.677820783806965e-05,859.520263671875,592.4318237304688,3.361354174558073e-05
low_roughness_0001,low_roughness,85.0,85.0,100.0,100.0,362.09033203125,0.015476224943995476,1.673882007598877,156.3472442626953,0.004116617143154144,39.40951156616211,0.003662576200440526,305.86468505859375,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,323.6483459472656,0.01815781556069851,0.03288004919886589,0.004569006152451038,693.5123291015625,0.03703587129712105
low_roughness_0213,low_roughness,85.0,85.0,100.0,100.0,0.0002845437848009169,416.0912170410156,0.0003501315659377724,0.0002550204808358103,0.00023390815476886928,0.0003175970632582903,927.7083129882812,635.8784790039062,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,0.0003649120044428855,800.3514404296875,0.0001892190339276567,953.4520874023438,1004.669921875,0.0001992250035982579
medium_roughness_0267,medium_roughness,85.0,85.0,100.0,100.0,3.723452391568571e-05,195.71726989746094,7.880233169998974e-06,0.00038997118826955557,218.70880126953125,8.116224307741504e-06,1373.4903564453125,1.0085190297104418e-05,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,1.5895340766292065e-05,1483.183349609375,931.591552734375,1388.3345947265625,5.5590717238374054e-06,1.5702005839557387e-05
low_roughness_0125,low_roughness,85.0,85.0,100.0,100.0,821.9279174804688,0.001674465136602521,42.2436637878418,357.4455871582031,8.448993682861328,6.819082045694813e-05,8.3446670032572e-05,881.6087036132812,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,884.0563354492188,180.1194610595703,2.979760211019311e-06,0.0001227111351909116,1006.499755859375,6.57271675663651e-06
medium_roughness_0268,medium_roughness,85.0,85.0,100.0,100.0,307.134521484375,0.001704861642792821,0.003515671007335186,0.0032515914645045996,0.0017455046763643622,10.086865425109863,206.21226501464844,559.5078735351562,75.0,110.0,85.0,115.0,95.0,70.0,75.0,110.0,85.0,115.0,95.0,70.0,589.9153442382812,539.0758666992188,405.9808654785156,2.270259380340576,437.1389465332031,0.008808771148324013
