model,mechanics,profiles,mean_rmse_nm,median_rmse_nm,mean_offload_pct,median_offload_pct,mean_abs_residual_nm,max_peak_abs_residual_nm
fixed_baseline,relaxed,9,158.965574,166.179017,-244.266691,-135.398143,139.004764,337.816309
fixed_baseline,unrelaxed,9,168.486264,176.457320,-272.022040,-151.553205,148.906254,345.047419
adaptive,relaxed,9,187.054679,170.993526,-230.252286,-129.630841,150.539117,582.443843
adaptive,unrelaxed,9,451.070617,455.028918,-806.933259,-616.719782,389.410593,1357.625101
