iteration,residual_rmse_nm,loss,offload_pct
1,115.72233581542969,826846.375,-102.47795581817627
2,114.75198364257812,806043.125,-100.70726871490479
3,113.57260131835938,781283.375,-98.56846332550049
4,112.06898498535156,750536.8125,-95.86231708526611
5,110.21957397460938,713905.5,-92.55204200744629
6,108.01836395263672,671938.375,-88.62767219543457
7,105.46705627441406,625433.5,-84.09111499786377
8,102.57462310791016,575405.375,-78.96084785461426
9,99.35807037353516,523028.40625,-73.2695460319519
10,95.8431396484375,469589.78125,-67.06892251968384
11,92.06592559814453,416418.1875,-60.427701473236084
12,88.07415771484375,364824.59375,-53.43770980834961
13,83.92835998535156,316017.46875,-46.21182680130005
14,79.70240783691406,271040.0,-38.889479637145996
15,75.48250579833984,230706.53125,-31.639385223388672
16,71.36551666259766,195553.34375,-24.654066562652588
17,67.45450592041016,165825.6875,-18.147754669189453
18,63.853519439697266,141444.21875,-12.302994728088379
19,60.658931732177734,122079.3515625,-7.260632514953613
20,57.949684143066406,107243.9375,-3.1175613403320312
21,55.77589797973633,96336.328125,0.11053085327148438
22,54.15269470214844,88738.1796875,2.4663209915161133
23,53.058677673339844,83869.140625,4.02902364730835
24,52.44050216674805,81205.8125,4.90226149559021
25,52.22089385986328,80276.15625,5.208998918533325
26,52.30908203125,80656.8359375,5.0758302211761475
27,52.61067199707031,81956.6796875,4.63373064994812
28,53.03572082519531,83808.96875,4.014348983764648
29,53.50464630126953,85880.421875,3.335660696029663
30,53.95148849487305,87880.84375,2.694380283355713
31,54.3256950378418,89567.7578125,2.1707534790039062
32,54.593563079833984,90763.390625,1.8238484859466553
33,54.737884521484375,91369.2890625,1.6843736171722412
34,54.7557373046875,91362.7109375,1.757955551147461
35,54.655574798583984,90783.9765625,2.0311057567596436
36,54.45415496826172,89720.7421875,2.475517988204956
37,54.17369842529297,88291.7734375,3.0515551567077637
38,53.839134216308594,86626.859375,3.715944290161133
39,53.475337982177734,84853.3203125,4.423260688781738
40,53.10531234741211,83081.6640625,5.134117603302002
41,52.74837112426758,81400.3125,5.814903974533081
42,52.419246673583984,79869.90625,6.4430296421051025
43,52.127723693847656,78527.9921875,7.002401351928711
44,51.87876892089844,77391.84375,7.482773065567017
45,51.672828674316406,76456.390625,7.8850507736206055
46,51.506980895996094,75705.109375,8.21334719657898
47,51.37574005126953,75111.1015625,8.476924896240234
48,51.27196502685547,74642.6640625,8.686524629592896
49,51.18785858154297,74264.9921875,8.855712413787842
50,51.115875244140625,73944.9296875,8.997762203216553
51,51.04907989501953,73653.1328125,9.12395715713501
52,50.98143768310547,73363.8125,9.244859218597412
53,50.908199310302734,73056.3828125,9.369349479675293
54,50.82592010498047,72716.90625,9.502923488616943
55,50.73231887817383,72335.6328125,9.650158882141113
56,50.62625503540039,71907.3828125,9.814167022705078
57,50.50762176513672,71431.484375,9.996175765991211
58,50.37709426879883,70910.96875,10.195553302764893
59,50.235931396484375,70351.28125,10.41063666343689
60,50.08594512939453,69759.8125,10.639196634292603
61,49.929161071777344,69144.9921875,10.878217220306396
62,49.76774215698242,68515.6328125,11.124497652053833
63,49.60374069213867,67879.40625,11.375683546066284
64,49.438968658447266,67243.3125,11.62918210029602
65,49.27500915527344,66613.5234375,11.88247799873352
66,49.11310958862305,65994.421875,12.134122848510742
67,48.95414352416992,65388.88671875,12.383115291595459
68,48.798622131347656,64798.53125,12.628841400146484
69,48.646724700927734,64223.6015625,12.871325016021729
70,48.49832534790039,63663.02734375,13.111311197280884
71,48.353050231933594,63115.1328125,13.349509239196777
72,48.210365295410156,62577.57421875,13.587027788162231
73,48.06961441040039,62047.52734375,13.825321197509766
74,47.93008804321289,61522.078125,14.0658438205719
75,47.79108810424805,60998.5390625,14.309906959533691
76,47.651981353759766,60474.53125,14.558613300323486
77,47.512237548828125,59948.046875,14.813041687011719
78,47.37144088745117,59417.7734375,15.073740482330322
79,47.22932052612305,58882.796875,15.341222286224365
80,47.085750579833984,58342.80859375,15.615665912628174
81,46.94070816040039,57797.98828125,15.896940231323242
82,46.7943000793457,57249.078125,16.184550523757935
83,46.646724700927734,56697.05859375,16.477906703948975
84,46.49823760986328,56143.07421875,16.77638292312622
85,46.34912872314453,55588.47265625,17.07911491394043
86,46.19969940185547,55034.609375,17.385220527648926
87,46.050228118896484,54482.69140625,17.69391894340515
88,45.900970458984375,53933.61328125,18.004757165908813
89,45.752159118652344,53388.42578125,18.3169424533844
90,45.60396194458008,52848.078125,18.62955093383789
91,45.456504821777344,52313.23046875,18.941926956176758
92,45.30986785888672,51784.19921875,19.253772497177124
93,45.16411590576172,51261.27734375,19.564753770828247
94,45.019256591796875,50744.671875,19.87444758415222
95,44.875282287597656,50234.4140625,20.1826810836792
96,44.73219299316406,49730.609375,20.489120483398438
97,44.58999252319336,49233.4453125,20.793384313583374
98,44.44868469238281,48742.9765625,21.095257997512817
99,44.30829620361328,48259.30859375,21.394503116607666
100,44.16885757446289,47782.46875,21.691077947616577
101,44.030460357666016,47312.65625,21.984809637069702
102,43.89324188232422,46850.3046875,22.27533459663391
103,43.7573356628418,46395.59375,22.56265878677368
104,43.62291717529297,45949.05078125,22.846293449401855
105,43.49015426635742,45511.03515625,23.12610149383545
106,43.35926055908203,45082.15234375,23.40152859687805
107,43.23045349121094,44662.8515625,23.67236018180847
108,43.10392761230469,44253.53515625,23.938357830047607
109,42.97987747192383,43854.6484375,24.199169874191284
110,42.8585205078125,43466.58984375,24.45458173751831
111,42.74003982543945,43089.7890625,24.70424175262451
112,42.624629974365234,42724.66015625,24.947768449783325
113,42.51248550415039,42371.4765625,25.18506646156311
114,42.40375900268555,42030.4296875,25.416046380996704
115,42.29859161376953,41701.75390625,25.640445947647095
116,42.19709777832031,41385.5390625,25.858217477798462
117,42.099365234375,41081.80859375,26.06932520866394
118,42.00543975830078,40790.4765625,26.273787021636963
119,41.91535186767578,40511.421875,26.471638679504395
120,41.829105377197266,40244.6015625,26.662677526474
121,41.74668884277344,39989.80859375,26.846975088119507
122,41.6680793762207,39746.796875,27.024656534194946
123,41.59321975708008,39515.390625,27.195602655410767
124,41.52204895019531,39295.17578125,27.360129356384277
125,41.4544563293457,39085.75390625,27.518397569656372
126,41.39033889770508,38886.76953125,27.670490741729736
127,41.329559326171875,38697.76953125,27.816617488861084
128,41.27200698852539,38518.50390625,27.956658601760864
129,41.21754837036133,38348.578125,28.090745210647583
130,41.166038513183594,38187.4609375,28.219252824783325
131,41.117332458496094,38034.828125,28.34213376045227
132,41.07127380371094,37890.15625,28.45972180366516
133,41.027706146240234,37753.08984375,28.572040796279907
134,40.98646545410156,37623.0703125,28.679507970809937
135,40.947418212890625,37499.671875,28.782379627227783
136,40.91043472290039,37382.609375,28.880679607391357
137,40.875370025634766,37271.46484375,28.974634408950806
138,40.84207534790039,37165.8515625,29.064399003982544
139,40.810428619384766,37065.45703125,29.150092601776123
140,40.78029251098633,36969.87109375,29.232001304626465
141,40.75156784057617,36878.7734375,29.310357570648193
142,40.72414016723633,36791.83203125,29.38535213470459
143,40.69789505004883,36708.73046875,29.45718765258789
144,40.67274856567383,36629.19921875,29.526066780090332
145,40.64860916137695,36552.98828125,29.592132568359375
146,40.625404357910156,36479.84375,29.65558171272278
147,40.60303497314453,36409.5078125,29.716598987579346
148,40.581417083740234,36341.70703125,29.775381088256836
149,40.56045913696289,36276.20703125,29.832059144973755
150,40.540103912353516,36212.76171875,29.886901378631592
151,40.5202751159668,36151.1953125,29.93999719619751
152,40.50092697143555,36091.36328125,29.99144196510315
153,40.481998443603516,36033.08984375,30.04136085510254
154,40.46342086791992,35976.1875,30.089902877807617
155,40.4451789855957,35920.546875,30.137193202972412
156,40.42721176147461,35866.01171875,30.183351039886475
157,40.40948486328125,35812.46875,30.228453874588013
158,40.391963958740234,35759.796875,30.272632837295532
159,40.37460708618164,35707.90234375,30.3159236907959
160,40.35737991333008,35656.65234375,30.35845160484314
161,40.34025192260742,35605.98828125,30.40025234222412
162,40.32319641113281,35555.80859375,30.44140934944153
163,40.306190490722656,35506.05078125,30.481988191604614
164,40.28923416137695,35456.66796875,30.522054433822632
165,40.27229690551758,35407.58203125,30.561691522598267
166,40.25537109375,35358.765625,30.60089349746704
167,40.23843765258789,35310.17578125,30.639702081680298
168,40.22148132324219,35261.75,30.67818284034729
169,40.204498291015625,35213.453125,30.716365575790405
170,40.18747329711914,35165.2734375,30.754268169403076
171,40.170406341552734,35117.1875,30.791914463043213
172,40.153297424316406,35069.19140625,30.82931637763977
