t,theta,theta_dot,tau_target,tau_spring,residual_torque,baseline_mechanical_power,motor_mechanical_power,baseline_energy_burden_power,motor_energy_burden_power,baseline_electrical_draw_power,motor_electrical_draw_power,baseline_braking_power,motor_braking_power,baseline_regenerated_power,motor_regenerated_power
1.6981132075,-0.4960189190,-1.3536966776,-37.1323773309,12.8018671399,-49.9342444708,50.2659758236,67.5958208378,59.1364421455,79.5244951033,59.1364421455,79.5244951033,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.7295597484,-0.5192865268,-0.7399099295,-33.6676298764,12.1441193738,-45.8117492502,24.9110136476,33.8965681571,29.3070748795,39.8783154789,29.3070748795,39.8783154789,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.7610062893,-0.5223472575,-0.0973312365,-33.2118606799,11.6643110421,-44.8761717220,3.2325514675,4.3678532845,3.8030017264,5.1386509229,3.8030017264,5.1386509229,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.7924528302,-0.5050820096,0.5490348844,-35.7828049834,10.6535561385,-46.4363611219,-19.6460081986,-25.4951821619,7.8584032795,10.1980728648,0.0000000000,0.0000000000,19.6460081986,25.4951821619,11.7876049192,15.2971092971
1.8238993711,-0.4681626216,1.1740365373,-41.2804202225,9.8582738760,-51.1386940986,-48.4647216147,-60.0386953394,19.3858886459,24.0154781358,0.0000000000,0.0000000000,48.4647216147,60.0386953394,29.0788329688,36.0232172037
1.8553459119,-0.4130257293,1.7533531764,-49.4907789605,10.9960636921,-60.4868426526,-86.7748144952,-106.0547976981,34.7099257981,42.4219190793,0.0000000000,0.0000000000,86.7748144952,106.0547976981,52.0648886971,63.6328786189
1.8867924528,-0.3418168618,2.2644419869,-43.0426152688,12.2726872666,-55.3153025354,-97.4675052406,-125.2582935792,38.9870020962,50.1033174317,0.0000000000,0.0000000000,97.4675052406,125.2582935792,58.4805031443,75.1549761475
1.9182389937,-0.2573069534,2.6874150873,-32.5179887840,8.1580726124,-40.6760613964,-87.3893336679,-109.3134610901,34.9557334672,43.7253844360,0.0000000000,0.0000000000,87.3893336679,109.3134610901,52.4336002007,65.5880766540
1.9496855346,-0.1627845187,3.0058134228,-20.7464304165,4.1065857285,-24.8530161450,-62.3598990215,-74.7035295262,24.9439596086,29.8814118105,0.0000000000,0.0000000000,62.3598990215,74.7035295262,37.4159394129,44.8221177157
1.9811320755,-0.0619276875,3.2072472322,-8.1860041086,1.3602064747,-9.5462105833,-26.2545390200,-30.6170574710,10.5018156080,12.2468229884,0.0000000000,0.0000000000,26.2545390200,30.6170574710,15.7527234120,18.3702344826
2.0125786164,0.0413389216,3.2838781679,4.6745291607,-3.2674779354,7.9420070962,15.3505842564,26.0805837127,18.0595108898,30.6830396620,18.0595108898,30.6830396620,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.0440251572,0.1429969187,3.2327243081,17.3347304195,-6.9656780979,24.3004085174,56.0384044021,78.5565213117,65.9275345907,92.4194368373,65.9275345907,92.4194368373,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.0754716981,0.2390905096,3.0557761911,29.3019561690,-6.5307365041,35.8326926731,89.5402200150,109.4966891348,105.3414353117,128.8196342763,105.3414353117,128.8196342763,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.1069182390,0.3258804265,2.7599193583,1.3362861725,-6.0263179309,7.3626041034,3.6880420757,20.3201935926,4.3388730303,23.9061101089,4.3388730303,23.9061101089,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.1383647799,0.3999894334,2.3566664185,7.0227601992,-7.6754891334,14.6982493325,16.5503031266,34.6388706128,19.4709448548,40.7516124856,19.4709448548,40.7516124856,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.1698113208,0.4585337435,1.8617090606,11.5149361538,-6.1888260543,17.7037622081,21.4374609698,32.9592545095,25.2205423174,38.7755935406,25.2205423174,38.7755935406,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.2012578616,0.4992352355,1.2943074464,14.6380110271,-5.3072866141,19.9452976412,18.9460866725,25.8153472571,22.2895137324,30.3709967731,22.2895137324,30.3709967731,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.2327044025,0.5205101017,0.6765407443,16.2704573251,-5.0002727511,21.2707300762,11.0076273087,14.3905155574,12.9501497749,16.9300183029,12.9501497749,16.9300183029,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.2641509434,0.5215304780,0.0324479679,16.3487520405,-4.8378451366,21.1865971771,0.5304837813,0.6874620250,0.6240985662,0.8087788529,0.6240985662,0.8087788529,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.2955974843,0.5022566589,-0.6129074488,14.8698485092,-4.8275778332,19.6974263424,-9.1138409141,-12.0726993277,3.6455363656,4.8290797311,0.0000000000,0.0000000000,9.1138409141,12.0726993277,5.4683045484,7.2436195966
2.3270440252,0.4634386419,-1.2344129390,11.8912949640,-4.8118817928,16.7031767567,-14.6787683649,-20.6186175108,5.8715073460,8.2474470043,0.0000000000,0.0000000000,14.6787683649,20.6186175108,8.8072610189,12.3711705065
2.3584905660,0.4065869437,-1.8078840025,7.5289951736,-5.0410289929,12.5700241665,-13.6115499292,-22.7251456017,5.4446199717,9.0900582407,0.0000000000,0.0000000000,13.6115499292,22.7251456017,8.1669299575,13.6350873610
2.3899371069,0.3339138214,-2.3110052918,1.9526983061,-5.4790995602,7.4317978663,-4.5126961187,-17.1749241965,1.8050784475,6.8699696786,0.0000000000,0.0000000000,4.5126961187,17.1749241965,2.7076176712,10.3049545179
2.4213836478,0.2482471873,-2.7241989639,-4.6206064815,-6.0271042247,1.4064977431,12.5874513895,-3.8315796946,14.8087663405,1.5326318778,14.8087663405,0.0000000000,0.0000000000,3.8315796946,0.0000000000,2.2989478167
2.4528301887,0.1529205675,-3.0313865085,18.5705937546,-6.5086498886,25.0792436432,-56.2946473624,-76.0248808232,22.5178589450,30.4099523293,0.0000000000,0.0000000000,56.2946473624,76.0248808232,33.7767884175,45.6149284939
2.4842767296,0.0516433849,-3.2206144074,5.9578180620,-2.5461551332,8.5039731952,-19.1878346871,-27.3880185925,7.6751338748,10.9552074370,0.0000000000,0.0000000000,19.1878346871,27.3880185925,11.5127008123,16.4328111555
2.5157232704,-0.0516433849,-3.2845192789,-6.9052259669,13.0971125250,-20.0023384919,22.6803478135,65.6980663996,26.6827621335,77.2918428230,26.6827621335,77.2918428230,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.5471698113,-0.1529205675,-3.2206144074,-19.5180016595,4.4742147706,-23.9922164301,62.8599573483,77.2696779002,73.9528909980,90.9055034120,73.9528909980,90.9055034120,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.5786163522,-0.2482471873,-3.0313865085,-31.3897109773,3.8776840192,-35.2673949965,95.1543463622,106.9091053822,111.9462898379,125.7754180967,111.9462898379,125.7754180967,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.6100628931,-0.3339138214,-2.7241989639,-42.0583928271,5.2737369976,-47.3321298247,114.5754301619,128.9421390265,134.7946237199,151.6966341489,134.7946237199,151.6966341489,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.6415094340,-0.4065869437,-2.3110052918,-50.4495696516,9.0871008336,-59.5366704852,116.5892224328,137.5895605461,137.1637910974,161.8700712307,137.1637910974,161.8700712307,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.6729559748,-0.4634386419,-1.8078840025,-41.9838615349,13.7396747970,-55.7235363320,75.9019516319,100.7416898969,89.2964136846,118.5196351729,89.2964136846,118.5196351729,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.7044025157,-0.5022566589,-1.2344129390,-36.2035240672,12.4031070674,-48.6066311345,44.6900985456,60.0006543932,52.5765865242,70.5890051685,52.5765865242,70.5890051685,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.7358490566,-0.5215304780,-0.6129074488,-33.3334861903,11.9341873430,-45.2676735333,20.4303419810,27.7448942991,24.0356964483,32.6410521166,24.0356964483,32.6410521166,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.7672955975,-0.5205101017,0.0324479679,-33.4854290277,11.4846793363,-44.9701083640,-1.0865341260,-1.4591886323,0.4346136504,0.5836754529,0.0000000000,0.0000000000,1.0865341260,1.4591886323,0.6519204756,0.8755131794
2.7987421384,-0.4992352355,0.6765407443,-36.6534400629,10.3952681875,-47.0487082504,-24.7975456211,-31.8303680977,9.9190182484,12.7321472391,0.0000000000,0.0000000000,24.7975456211,31.8303680977,14.8785273726,19.0982208586
2.8301886792,-0.4585337435,1.2943074464,-42.7142432113,9.8538176225,-52.5680608338,-55.2853630546,-68.0392325786,22.1141452218,27.2156930314,0.0000000000,0.0000000000,55.2853630546,68.0392325786,33.1712178328,40.8235395472
2.8616352201,-0.3999894334,1.8617090606,-50.2872638506,11.3824203246,-61.6696841753,-93.6202547434,-114.8110097933,37.4481018974,45.9244039173,0.0000000000,0.0000000000,93.6202547434,114.8110097933,56.1721528460,68.8866058760
2.8930817610,-0.3258804265,2.3566664185,-41.0579364122,12.0518746790,-53.1098110912,-96.7598599556,-125.1621082916,38.7039439822,50.0648433166,0.0000000000,0.0000000000,96.7598599556,125.1621082916,58.0559159734,75.0972649749
2.9245283019,-0.2390905096,2.7599193583,-30.2493640740,7.2666670372,-37.5160311112,-83.4858054841,-103.5412205105,33.3943221936,41.4164882042,0.0000000000,0.0000000000,83.4858054841,103.5412205105,50.0914832905,62.1247323063
2.9559748428,-0.1429969187,3.0557761911,-18.2821383244,3.4514422878,-21.7335806122,-55.8661230149,-66.4129581829,22.3464492059,26.5651832732,0.0000000000,0.0000000000,55.8661230149,66.4129581829,33.5196738089,39.8477749097
2.9874213836,-0.0413389216,3.2327243081,-5.6219370657,0.9302023974,-6.5521394631,-18.1741726111,-21.1812605126,7.2696690444,8.4725042051,0.0000000000,0.0000000000,18.1741726111,21.1812605126,10.9045035666,12.7087563076
3.0188679245,0.0619276875,3.2838781679,7.2385962037,-5.3872193875,12.6258155912,23.7706680398,41.4616401723,27.9654918115,48.7784002027,27.9654918115,48.7784002027,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.0503144654,0.1627845187,3.2072472322,19.7990225115,-6.8535813626,26.6526038741,63.5003601500,85.4814900057,74.7063060589,100.5664588302,74.7063060589,100.5664588302,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.0817610063,0.2573069534,3.0058134228,-3.9254396359,-6.4474991860,2.5220595501,-11.7991391481,7.5808404489,4.7196556592,8.9186358223,0.0000000000,8.9186358223,11.7991391481,0.0000000000,7.0794834889,0.0000000000
3.1132075472,0.3418168618,2.6874150873,2.5591081868,-9.9330720606,12.4921802475,6.8773859514,33.5716736708,8.0910422958,39.4960866715,8.0910422958,39.4960866715,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.1446540881,0.4130257293,2.2644419869,8.0230510013,-7.6221343913,15.6451853926,18.1677335503,35.4276146958,21.3738041769,41.6795467010,21.3738041769,41.6795467010,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.1761006289,0.4681626216,1.7533531764,12.2537716579,-5.7904353442,18.0442070021,21.4851894598,31.6378676636,25.2766934821,37.2210207807,25.2766934821,37.2210207807,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.2075471698,0.5050820096,1.1740365373,15.0866410971,-5.0916878780,20.1783289751,17.7122678725,23.6900954777,20.8379622030,27.8707005620,20.8379622030,27.8707005620,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.2389937107,0.5223472575,0.5490348844,16.4114245224,-4.9002020089,21.3116265313,9.0104445660,11.7008264096,10.6005230188,13.7656781290,10.6005230188,13.7656781290,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.2704402516,0.5192865268,-0.0973312365,16.1765709410,-4.7750604450,20.9516313860,-1.5744856525,-2.0392481901,0.6297942610,0.8156992761,0.0000000000,0.0000000000,1.5744856525,2.0392481901,0.9446913915,1.2235489141
3.3018867925,0.4960189190,-0.7399099295,14.3912191563,-4.6921987941,19.0834179504,-10.6482059511,-14.1200104299,4.2592823804,5.6480041720,0.0000000000,0.0000000000,10.6482059511,14.1200104299,6.3889235707,8.4720062580
3.3333333333,0.4534498411,-1.3536966776,11.1248421517,-4.7520733461,15.8769154977,-15.0596618594,-21.4925277596,6.0238647438,8.5970111038,0.0000000000,0.0000000000,15.0596618594,21.4925277596,9.0357971156,12.8955166558
3.3647798742,0.3932357738,-1.9148073383,6.5045437038,-5.0586038704,11.5631475742,-12.4549480166,-22.1411998294,4.9819792066,8.8564799318,0.0000000000,0.0000000000,12.4549480166,22.1411998294,7.4729688100,13.2847198977
3.3962264151,0.3177198134,-2.4014075417,0.7101124231,-5.5712095419,6.2813219650,-1.7052693283,-15.0840139387,0.6821077313,6.0336055755,0.0000000000,0.0000000000,1.7052693283,15.0840139387,1.0231615970,9.0504083632
3.4276729560,0.2298404950,-2.7945623260,28.1499853416,-6.0996799364,34.2496652779,-78.6668885119,-95.7128242625,31.4667554048,38.2851297050,0.0000000000,0.0000000000,78.6668885119,95.7128242625,47.2001331072,57.4276945575
3.4591194969,0.1330174462,-3.0789729494,16.0919149668,-4.9105962787,21.0025112455,-49.5465708870,-64.6661639944,19.8186283548,25.8664655978,0.0000000000,0.0000000000,49.5465708870,64.6661639944,29.7279425322,38.7996983966
3.4905660377,0.0310183202,-3.2435722069,3.3892304746,-1.8399069037,5.2291373784,-10.9932137702,-16.9610846665,4.3972855081,6.7844338666,0.0000000000,0.0000000000,10.9932137702,16.9610846665,6.5959282621,10.1766507999
3.5220125786,-0.0721878145,-3.2819550854,-9.4637714961,13.3145556483,-22.7783271445,31.0596729889,74.7574466088,36.5407917516,87.9499371869,36.5407917516,87.9499371869,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.5534591195,-0.1725849215,-3.1926280008,-21.9669450371,4.1378799649,-26.1048250020,70.1322838178,83.3429952579,82.5085691974,98.0505826563,82.5085691974,98.0505826563,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.5849056604,-0.2662662711,-2.9790669174,-33.6337570330,4.2794848448,-37.9132418778,100.1972128853,112.9460846099,117.8790739828,132.8777465999,117.8790739828,132.8777465999,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.6163522013,-0.3495864625,-2.6495820885,-44.0102195131,6.5950462906,-50.6052658037,116.6086893328,134.0828058572,137.1866933327,157.7444774791,137.1866933327,157.7444774791,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.6477987421,-0.4193032764,-2.2169946814,-48.5559980574,11.2298179504,-59.7858160078,107.6483894436,132.5448361128,126.6451640513,155.9351013091,126.6451640513,155.9351013091,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.6792452830,-0.4727038384,-1.6981378704,-40.6041938860,13.9790424770,-54.5832363630,68.9515193340,92.6898607559,81.1194345106,109.0468950069,81.1194345106,109.0468950069,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.7106918239,-0.5077101846,-1.1132018111,-35.3914470532,12.7621135507,-48.1535606039,39.3978229580,53.6046308765,46.3503799506,63.0642716194,46.3503799506,63.0642716194,0.0000000000,0.0000000000,0.0000000000,0.0000000000
