rest_length_scale,nominal_preload_pct,baseline_torque_rms_nm,baseline_peak_abs_torque_nm,mean_force_residual_n,max_force_residual_n
0.65,35.0,5.271437644958496,8.847679138183594,0.008601321838796139,0.011598093435168266
0.625,37.5,6.706790924072266,12.984023094177246,0.009103694930672646,0.011408688500523567
0.6,40.0,8.65672779083252,17.179664611816406,0.009608190506696701,0.012248317711055279
0.575,42.50000000000001,10.87682056427002,21.42549705505371,0.010167587548494339,0.013843445107340813
0.55,44.99999999999999,13.253458976745605,25.71829605102539,0.01112488191574812,0.015397869981825352
