rest_length_scale,nominal_preload_pct,baseline_torque_rms_nm,baseline_peak_abs_torque_nm,mean_force_residual_n,max_force_residual_n
0.65,35.0,5.271437644958496,8.847679138183594,0.008601321838796139,0.011598093435168266
0.64,36.0,5.759921550750732,10.49428939819336,0.008796771988272667,0.01135987974703312
0.63,37.0,6.36732816696167,12.151664733886719,0.009052716195583344,0.010930409654974937
0.62,38.0,7.066115856170654,13.81884765625,0.00916273333132267,0.01179423462599516
0.61,39.0,7.834637641906738,15.495094299316406,0.009394822642207146,0.01222807727754116
0.6,40.0,8.65672779083252,17.179664611816406,0.009608190506696701,0.012248317711055279
