model,mechanics,profiles,mean_rmse_nm,median_rmse_nm,mean_offload_pct,median_offload_pct,mean_abs_residual_nm,max_peak_abs_residual_nm
fixed_spatial_baseline,relaxed_3d,150,52.454660,51.270656,-0.158549,-0.398274,45.975267,123.840080
adaptive_spatial,relaxed_3d,150,36.167347,35.939060,39.513147,39.278458,29.061656,137.945022
