authority_score,bearing_intersections,candidate,distal_offset,feasible,internal_offset,internal_radius,internal_x,limb_intersections,limb_x,mean_authority_nm,mean_force_residual_n,minimum_authority_nm,minimum_bearing_radius_m,minimum_spring_clearance_m,nonzero_direct_torque_springs,phase,skin_containment_violations,skin_x,spring_clearance_violations,spring_support_violations
,0,0,0.05465745625981869,False,0.0770804903449692,0.49267505797669586,0.04632301026142044,0,0.33764639744897207,,,,0.2040764664258942,0.02306150458753109,,0.10591423589777413,0,0.20415532343194978,0,0
229.32574462890625,0,1,0.11346456922734899,True,-0.01630107775804837,0.47810714711656044,-0.005162997053209356,0,0.6924025859405898,244.23052978515625,0.04132411256432533,192.09674072265625,0.22934967976957557,0.026680106297135353,48,0.07219326866155028,0,0.3170342706239585,0,0
175.21710205078125,0,2,0.06420165225018992,True,0.02881574534098527,0.3156501577220519,-0.002037698866859866,0,0.3330273429611397,194.95188903808594,0.026629645377397537,117.9463882446289,0.17103602991890834,0.021378949284553528,48,0.031950952968215,0,0.2482744312873242,0,0
170.30526733398438,0,3,-0.08063372934850047,True,0.007775736845665682,0.36296696414480273,0.024983145058316253,0,0.545966310786723,186.27798461914062,0.028442418202757835,116.59752655029297,0.1873525273263605,0.024055704474449158,48,0.4683954358048723,0,0.18445256298151674,0,0
,0,4,0.04518338806507266,False,-0.0384094266462153,0.5026937324049354,0.022436793967621355,0,0.6751459490842318,,,,0.24839535921968017,0.026878472417593002,,0.057490565475800955,0,0.18564750081189024,0,0
,0,5,0.0009147564623660509,False,-0.080650795024408,0.6113029569156188,0.07833647557765985,0,0.6062231034432807,,,,0.2623335796513795,0.02703036367893219,,0.40463438031973764,0,0.20319425620360387,0,0
171.84532165527344,0,6,-0.10764297408666068,True,-0.03438728664666042,0.5319315891937912,0.00622928915826218,0,0.39813755243573634,187.9849395751953,0.036197591572999954,119.05107116699219,0.22309928867904472,0.02408531866967678,48,0.5066748232923948,0,0.1895901932022219,0,0
,0,7,0.022348186273221826,False,0.06244657474524018,0.36450651701692593,-0.07990531000459247,0,0.5110743762321538,,,,0.1642153459026372,0.0235904548317194,,0.4556496177284883,0,0.19513121471784717,0,0
197.33966064453125,0,8,-0.07862460913272959,True,-0.02284060137125994,0.3375810637252662,0.0453359626621328,0,0.5342825445497024,215.7061767578125,0.029480719938874245,146.50857543945312,0.19000624621508164,0.023663578554987907,48,0.19331628199139284,0,0.27701008121275017,0,0
165.37796020507812,0,9,-0.11658995864866464,True,0.06450105638183687,0.49087906534730663,-0.05486871671935281,0,0.3787028177739854,181.43772888183594,0.036226194351911545,113.40969848632812,0.21016354664982642,0.023493142798542976,48,0.11312138487263745,0,0.19710148689989215,0,0
181.69732666015625,0,10,0.06804804543529927,True,0.04915582712482247,0.3068140040283228,0.054899419946661004,0,0.6874232705652626,199.100830078125,0.030170070007443428,124.33712768554688,0.16594752725186188,0.024868594482541084,48,0.40504135201702574,0,0.19843846850002225,0,0
,0,11,-0.04433292368938238,False,-0.08266163615732841,0.3214270666873601,0.03752417296190136,0,0.69424432985473,,,,0.18734774978702118,0.025238610804080963,,0.22617511564405365,0,0.2884151610698434,0,0
,0,12,-0.012199603209768276,False,0.020408602582694835,0.5958504445043236,-0.05424002522196476,0,0.527355652946994,,,,0.24549255339532794,0.02619102969765663,,0.36690266735354093,0,0.19670639855207706,0,0
208.54440307617188,0,13,0.07784212219677489,True,-0.04861592858021194,0.4505676960687022,-0.05831559385721592,0,0.5703537592142003,226.18423461914062,0.040940530598163605,159.32037353515625,0.1895721788012665,0.024899324402213097,48,0.5136713790438285,0,0.27438315310125383,0,0
,0,14,-0.04876694666835163,False,-0.02190795481531023,0.31511840762940607,-0.09954624653642952,0,0.6796139424628048,,,,0.16232408685675576,0.02561640739440918,,0.06558429444579067,0,0.23393569546497905,0,0
198.97271728515625,0,15,0.07496005960290611,True,0.015113408078867963,0.4632058339303715,0.0886815520945976,0,0.49247753489607016,217.45065307617188,0.041818734258413315,145.50253295898438,0.20703269026893262,0.024288438260555267,48,0.061700435929317864,0,0.2561533565855537,0,0
189.5824432373047,0,16,-0.09210713199884477,True,-0.08878021515685748,0.5583276807730528,-0.020012769364437258,0,0.365621557107681,207.05674743652344,0.04692637175321579,136.12356567382812,0.2315770602578542,0.023720158264040947,48,0.19628732720153985,0,0.2381927766177253,0,0
193.81214904785156,0,17,-0.08346377035542249,True,-0.06338994546102777,0.3319200263518508,0.09558738848187873,0,0.35633525654169185,213.78897094726562,0.031324174255132675,147.21725463867188,0.15288779861485496,0.021518267691135406,48,0.028362901113474167,0,0.3221826456120159,0,0
