model,mechanics,profiles,mean_rmse_nm,median_rmse_nm,mean_offload_pct,median_offload_pct,mean_abs_residual_nm,max_peak_abs_residual_nm
fixed_spatial_baseline,relaxed_3d,150,54.237743,53.235152,-2.505674,-1.636648,47.672387,132.230368
adaptive_spatial,relaxed_3d,150,34.029496,33.633327,41.067066,41.485367,28.193211,150.794570
