authority_score,bearing_intersections,candidate,distal_offset,feasible,internal_offset,internal_radius,internal_x,limb_intersections,limb_x,mean_authority_nm,mean_force_residual_n,minimum_authority_nm,minimum_bearing_radius_m,minimum_spring_clearance_m,nonzero_direct_torque_springs,phase,skin_containment_violations,skin_x,spring_clearance_violations,spring_support_violations
182.68594360351562,0,0,0.07221220421519584,True,0.019167319364453456,0.42644053121100267,-0.00648339341000756,0,0.5158187118826485,198.16690063476562,0.03186298906803131,142.1537322998047,0.21493406601921475,0.027940265834331512,42,0.07204519623956294,0,0.2977342217752633,0,0
,0,1,-0.004164011970283668,False,0.0640697201860268,0.45105806097359685,0.04236114002082725,0,0.32109069984672606,,,,0.18037037281491386,0.025787178426980972,,0.22451634515921226,0,0.3232110331038026,0,0
,0,2,0.03750111119243554,False,0.0724260503831401,0.3987419928253686,0.008113408548362927,0,0.425219090740967,,,,0.18276268151634453,0.026574131101369858,,0.23452621647811822,0,0.2709851446637421,0,0
154.06838989257812,0,3,0.10109058384607264,True,-0.04157516212060861,0.3751013307831714,-0.08751066983770087,0,0.49195052505066783,168.4150390625,0.04026591777801514,108.20329284667969,0.16945638919807776,0.02697288803756237,42,0.15888834284969647,0,0.22145924906968292,0,0
158.4129180908203,0,4,0.07586622796478482,True,0.009391181385594777,0.3752299364269776,-0.04059525195303002,0,0.5520671281858247,173.28428649902344,0.029760200530290604,109.22715759277344,0.19697274757337108,0.027904430404305458,42,0.18483187412606109,0,0.2053077554695834,0,0
152.3795928955078,0,5,-0.08386290063876403,True,0.040658596499966226,0.3567802957854167,0.015724387467554668,0,0.3895327394998038,168.08045959472656,0.02463941089808941,103.50627136230469,0.1799565245729375,0.025726627558469772,42,0.3773164331365421,0,0.2303740726912596,0,0
,0,6,-0.059196615930102926,False,0.051645764310362496,0.5307756523497034,0.08186620743651268,0,0.383456733101538,,,,0.22211722365653216,0.02759254164993763,,0.43257316607902924,0,0.1801599438391472,0,0
172.41603088378906,0,7,-0.07597513610203713,True,0.09781933234595688,0.6142137996332562,0.02693699948522224,0,0.6492297867965726,186.3613739013672,0.07012255489826202,125.99205017089844,0.2779977035676667,0.03208298608660698,42,0.09160145053549812,0,0.18742851192098817,0,0
,0,8,-0.011165664086790678,False,-0.0026363219725157316,0.40335712808801816,0.05738240187468613,0,0.5535436351613876,,,,0.1945015500199439,0.02826404571533203,,0.29196772074600474,0,0.31548633420716776,0,0
187.49856567382812,0,9,0.07640190456125703,True,-0.06682749729088666,0.3557881295570485,0.07807557754605043,0,0.6114532463855854,203.87539672851562,0.031134232878684998,149.24850463867188,0.17170128610375893,0.02833527885377407,42,0.09570166633593374,0,0.3225365242618611,0,0
168.7091522216797,0,10,-0.08913883086676694,True,0.03542735261344798,0.5916422084369595,-0.020155796747589966,0,0.6072254612865116,181.76495361328125,0.046444766223430634,124.55549621582031,0.27145562829730435,0.03105871193110943,42,0.16992275913371488,0,0.18195620099081555,0,0
164.30628967285156,0,11,-0.10439289350344796,True,-0.08766553422500914,0.44986400507607477,-0.04177050968654877,0,0.5119225810749937,177.822265625,0.04086659476161003,120.37609100341797,0.20002964164898512,0.02852640114724636,42,0.4924335078233195,0,0.23547872414802568,0,0
,0,12,0.01645993180481195,False,0.012289919406398717,0.47287028067649695,8.952004931286894e-05,0,0.48980205873357585,,,,0.22468719155454067,0.02855929359793663,,0.49299560364695133,0,0.19051521764391502,0,0
,0,13,0.042794450828673974,False,0.009771604945463586,0.5611465640524991,0.0870911859290272,0,0.31546460790165554,,,,0.20106811915880946,0.026992961764335632,,0.49577103965843117,0,0.2507843927039276,0,0
163.8398895263672,0,14,-0.09460106331640425,True,-0.0060755050835835656,0.5018340960304092,-0.06494921077289079,0,0.5839222679124157,176.90025329589844,0.04293651878833771,119.33980560302734,0.23313698266805252,0.02976519614458084,42,0.29206042515195785,0,0.1961304006187822,0,0
