t,theta,theta_dot,tau_target,tau_spring,residual_torque,baseline_mechanical_power,motor_mechanical_power,baseline_energy_burden_power,motor_energy_burden_power,baseline_electrical_draw_power,motor_electrical_draw_power,baseline_braking_power,motor_braking_power,baseline_regenerated_power,motor_regenerated_power
0.0000000000,0.0000000000,0.0000000000,65.7040014904,0.0000000000,65.7040014904,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0314465409,0.1027831452,3.2685040159,53.8675911784,-6.4327970265,60.3003882048,176.0664380950,197.0920610097,207.1369859941,231.8730129525,207.1369859941,231.8730129525,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0628930818,0.2015667134,3.1413174712,42.4917683773,-7.2941362681,49.7859046454,133.4801343859,156.3933320821,157.0354522187,183.9921553907,157.0354522187,183.9921553907,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0943396226,0.2925067626,2.8918935625,32.0191978626,-6.2169219577,38.2361198203,92.5961121749,110.5747887630,108.9366025587,130.0879867800,108.9366025587,130.0879867800,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.1257861635,0.3720645634,2.5299380650,22.8573963610,-6.4753186229,29.3327149839,57.8277971197,74.2099521866,68.0327024938,87.3058261019,68.0327024938,87.3058261019,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.1572327044,0.4371443014,2.0695356696,15.3628749463,-5.6060165874,20.9688915337,31.7940176895,43.3958689818,37.4047266936,51.0539635079,37.4047266936,51.0539635079,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.1886792453,0.4852135438,1.5286019090,9.8272662060,-5.7239221942,15.5511884002,15.0219778824,23.7715762752,17.6729151557,27.9665603238,17.6729151557,27.9665603238,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.2201257862,0.5144017832,0.9281860139,6.4659760093,-6.5605584849,13.0265344942,6.0016284981,12.0910471273,7.0607394096,14.2247613263,7.0607394096,14.2247613263,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.2515723270,0.5235732244,0.2916518301,5.4098014682,-6.1775286212,11.5873300894,1.5777784985,3.3794660262,1.8562099983,3.9758423838,1.8562099983,3.9758423838,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.2830188679,0.5123709812,-0.3562313343,6.6998412597,-6.0246693343,12.7245105940,-2.3866933917,-4.5328693875,0.9546773567,1.8131477550,0.0000000000,0.0000000000,2.3866933917,4.5328693875,1.4320160350,2.7197216325
0.3144654088,0.4812309639,-0.9902525508,10.2858963621,-5.5497383957,15.8356347578,-10.1856351096,-15.6812777121,4.0742540438,6.2725110848,0.0000000000,0.0000000000,10.1856351096,15.6812777121,6.1113810658,9.4087666272
0.3459119497,0.4313649168,-1.5857402976,16.0284234384,-5.1404600433,21.1688834816,-25.4169169526,-33.5683515913,10.1667667811,13.4273406365,0.0000000000,0.0000000000,25.4169169526,33.5683515913,15.2501501716,20.1410109548
0.3773584906,0.3647132660,-2.1195224970,23.7039648537,-5.5029826686,29.2069475222,-50.2410867757,-61.9047823424,20.0964347103,24.7619129370,0.0000000000,0.0000000000,50.2410867757,61.9047823424,30.1446520654,37.1428694055
0.4088050314,0.2838696117,-2.5708282052,33.0138440309,-5.9895543529,39.0033983838,-84.8729213970,-100.2710366640,33.9491685588,40.1084146656,0.0000000000,0.0000000000,84.8729213970,100.2710366640,50.9237528382,60.1626219984
0.4402515723,0.1919798046,-2.9220958670,43.5957877838,-5.9703134109,49.5661011947,-127.3910713004,-144.8368994429,50.9564285202,57.9347597772,0.0000000000,0.0000000000,127.3910713004,144.8368994429,76.4346427802,86.9021396658
0.4716981132,0.0926195315,-3.1596566846,55.0380233699,-4.7203370337,59.7583604035,-173.9012584476,-188.8159029096,69.5605033791,75.5263611638,0.0000000000,0.0000000000,173.9012584476,188.8159029096,104.3407550686,113.2895417457
0.5031446541,-0.0103448241,-3.2742665087,66.8953017084,3.0720250923,63.8232766161,-219.0330459701,-208.9744170965,87.6132183881,83.5897668386,0.0000000000,0.0000000000,219.0330459701,208.9744170965,131.4198275821,125.3846502579
0.5345911950,-0.1129066340,-3.2614655534,75.4564981627,42.8180999899,32.6383981728,-246.0987695396,-106.4490113596,98.4395078159,42.5796045438,0.0000000000,0.0000000000,246.0987695396,106.4490113596,147.6592617238,63.8694068158
0.5660377358,-0.2110749340,-3.1217519395,80.9055447019,78.6708370071,2.2347076948,-252.5670410926,-6.9762030806,101.0268164370,2.7904812322,0.0000000000,0.0000000000,252.5670410926,6.9762030806,151.5402246556,4.1857218484
0.5974842767,-0.3010297236,-2.8605623107,85.8986823571,94.4183524009,-8.5196700438,-245.7185332898,24.3710470268,98.2874133159,28.6718200316,0.0000000000,28.6718200316,245.7185332898,0.0000000000,147.4311199739,0.0000000000
0.6289308176,-0.3792706129,-2.4880602789,90.2416143115,90.2686332069,-0.0270188954,-224.5265760678,0.0672246405,89.8106304271,0.0790878124,0.0000000000,0.0790878124,224.5265760678,0.0000000000,134.7159456407,0.0000000000
0.6603773585,-0.4427530321,-2.0187409298,93.7653450532,94.6728199558,-0.9074749026,-189.2879398594,1.8319567288,75.7151759438,2.1552432103,0.0000000000,2.1552432103,189.2879398594,0.0000000000,113.5727639157,0.0000000000
