t,theta,theta_dot,tau_target,tau_spring,residual_torque,baseline_mechanical_power,motor_mechanical_power,baseline_energy_burden_power,motor_energy_burden_power,baseline_electrical_draw_power,motor_electrical_draw_power,baseline_braking_power,motor_braking_power,baseline_regenerated_power,motor_regenerated_power
0.6918238994,-0.4890067044,-1.4708667795,96.3327564586,100.6011670184,-4.2684105597,-141.6926512538,6.2782632937,56.6770605015,7.3861921102,0.0000000000,7.3861921102,141.6926512538,0.0000000000,85.0155907523,0.0000000000
0.7232704403,-0.5162317713,-0.8657571286,-10.8947931740,98.2011491764,-109.0959423503,9.4322448552,94.4505897934,11.0967586532,111.1183409334,11.0967586532,111.1183409334,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.7547169811,-0.5233688301,-0.2269584698,-10.1489249930,18.1014980620,-28.2504230550,2.3033844864,6.4116727873,2.7098641016,7.5431444556,2.7098641016,7.5431444556,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.7861635220,-0.5101401581,0.4206717718,11.2141041756,12.0954398732,-0.8813356976,4.7174570724,-0.3707530494,5.5499494969,0.1483012198,5.5499494969,0.0000000000,0.0000000000,0.3707530494,0.0000000000,0.2224518297
0.8176100629,-0.4770605194,1.0519325095,95.6696572911,9.6671539263,86.0025033647,100.6380226732,90.4688291841,118.3976737332,106.4339166872,118.3976737332,106.4339166872,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.8490566038,-0.4254171345,1.6422596394,92.8030780823,103.6458324698,-10.8427543874,152.4067495506,-17.8066179109,179.3020582948,7.1226471644,179.3020582948,0.0000000000,0.0000000000,17.8066179109,0.0000000000,10.6839707465
0.8805031447,-0.3572195906,2.1686818979,89.0176240105,101.1055007793,-12.0878767688,193.0509097892,-26.2147595329,227.1187173991,10.4859038132,227.1187173991,0.0000000000,0.0000000000,26.2147595329,0.0000000000,15.7288557198
0.9119496855,-0.2751216429,2.6107147367,84.4605975790,92.9124220083,-8.4518244293,220.5025267725,-22.0653025897,259.4147373794,8.8261210359,259.4147373794,0.0000000000,0.0000000000,22.0653025897,0.0000000000,13.2391815538
0.9433962264,-0.1823179500,2.9511574337,79.3093253088,64.1557219551,15.1536033537,234.0543049436,44.7206691839,275.3580058160,52.6125519810,275.3580058160,52.6125519810,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.9748427673,-0.0824197607,3.1767624204,73.7642574725,29.1045186183,44.6597388542,234.3315211073,141.8733800968,275.6841424791,166.9098589375,275.6841424791,166.9098589375,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.0062893082,0.0206856098,3.2787507820,63.3218661183,-5.8980370423,69.2199031606,207.6166180535,226.9548116183,244.2548447688,267.0056607274,244.2548447688,267.0056607274,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.0377358491,0.1229860460,3.2531538688,51.5410441239,-7.1034064653,58.6444505892,167.6709470951,190.7794213198,197.2599377590,224.4463780232,197.2599377590,224.4463780232,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.0691823899,0.2205007544,3.1009677277,40.3113420307,-7.8805983097,48.1919403404,125.0041706961,149.4416517293,147.0637302308,175.8137079168,147.0637302308,175.8137079168,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.1006289308,0.3094351677,2.8281143428,30.0697386526,-8.5237309362,38.5934695888,85.0406591678,109.1467448829,100.0478343151,128.4079351563,100.0478343151,128.4079351563,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.1320754717,0.3863286015,2.4452111952,21.2147631452,-7.6264688454,28.8412319906,51.8745763472,70.5229033481,61.0289133496,82.9681215860,61.0289133496,82.9681215860,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.1635220126,0.4481889193,1.9671581071,14.0909871332,-6.3855408227,20.4765279559,27.7191995755,40.2805679728,32.6108230300,47.3889034974,32.6108230300,47.3889034974,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.1949685535,0.4926089649,1.4125574481,8.9756164734,-6.3820835598,15.3577000332,12.6785739004,21.6936335669,14.9159692946,25.5219218434,14.9159692946,25.5219218434,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.2264150943,0.5178602311,0.8029902661,6.0677044073,-6.3779932134,12.4456976207,4.8723075766,9.9937740441,5.7321265607,11.7573812284,5.7321265607,11.7573812284,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.2578616352,0.5229601213,0.1621765087,5.4804058480,-6.1669734370,11.6473792850,0.8887930865,1.8889313076,1.0456389253,2.2222721265,1.0456389253,2.2222721265,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.2893081761,0.5077101846,-0.4849479859,7.2365742093,-5.7655689801,13.0021431894,-3.5093620878,-6.3053631524,1.4037448351,2.5221452610,0.0000000000,0.0000000000,3.5093620878,6.3053631524,2.1056172527,3.7832178915
1.3207547170,0.4727038384,-1.1132018111,11.2678721157,-5.3342200148,16.6020921306,-12.5434156468,-18.4814790282,5.0173662587,7.3925916113,0.0000000000,0.0000000000,12.5434156468,18.4814790282,7.5260493881,11.0888874169
1.3522012579,0.4193032764,-1.6981378704,17.4174305995,-5.1863312730,22.6037618725,-29.5771985057,-38.3843040488,11.8308794023,15.3537216195,0.0000000000,0.0000000000,29.5771985057,38.3843040488,17.7463191034,23.0305824293
1.3836477987,0.3495864625,-2.2169946814,25.4459533062,-5.6307396170,31.0766929232,-56.4135431431,-68.8968629264,22.5654172572,27.5587451706,0.0000000000,0.0000000000,56.4135431431,68.8968629264,33.8481258859,41.3381177559
1.4150943396,0.2662662711,-2.6495820885,35.0410281790,-6.0513925505,41.0924207296,-92.8440806256,-108.8777419380,37.1376322502,43.5510967752,0.0000000000,0.0000000000,92.8440806256,108.8777419380,55.7064483754,65.3266451628
1.4465408805,0.1725849215,-2.9790669174,45.8292842772,-5.8391258203,51.6684100975,-136.5285046387,-153.9236511966,54.6114018555,61.5694604786,0.0000000000,0.0000000000,136.5285046387,153.9236511966,81.9171027832,92.3541907179
1.4779874214,0.0721878145,-3.1926280008,57.3909206733,-4.3727945544,61.7637152277,-183.2278603341,-197.1885666704,73.2911441336,78.8754266682,0.0000000000,0.0000000000,183.2278603341,197.1885666704,109.9367162005,118.3131400023
1.5094339623,-0.0310183202,-3.2819550854,69.2760420705,10.0491680570,59.2268740136,-227.3608585702,-194.3799403616,90.9443434281,77.7519761446,0.0000000000,0.0000000000,227.3608585702,194.3799403616,136.4165151421,116.6279642169
1.5408805031,-0.1330174462,-3.2435722069,76.5727928504,52.1636147357,24.4091781147,-248.3693826939,-79.1729317259,99.3477530776,31.6691726904,0.0000000000,0.0000000000,248.3693826939,79.1729317259,149.0216296163,47.5037590356
1.5723270440,-0.2298404950,-3.0789729494,81.9471682714,83.7022064542,-1.7550381828,-252.3131143877,5.4037150900,100.9252457551,6.3573118706,0.0000000000,6.3573118706,252.3131143877,0.0000000000,151.3878686326,0.0000000000
1.6037735849,-0.3177198134,-2.7945623260,86.8251023501,95.2690153425,-8.4439129924,-242.6381599751,23.5970411323,97.0552639900,27.7612248615,0.0000000000,27.7612248615,242.6381599751,0.0000000000,145.5828959851,0.0000000000
1.6352201258,-0.3932357738,-2.4014075417,91.0167811599,87.1382290902,3.8785520697,-218.5683847006,-9.3139841912,87.4273538802,3.7255936765,0.0000000000,0.0000000000,218.5683847006,9.3139841912,131.1410308204,5.5883905147
1.6666666667,-0.4534498411,-1.9148073383,94.3590948678,99.1473470828,-4.7882522149,-180.6794872926,9.1685804790,72.2717949170,10.7865652694,0.0000000000,10.7865652694,180.6794872926,0.0000000000,108.4076923756,0.0000000000
1.6981132075,-0.4960189190,-1.3536966776,81.0772820993,98.8998054198,-17.8225233205,-109.7540474055,24.1262906052,43.9016189622,28.3838713002,0.0000000000,28.3838713002,109.7540474055,0.0000000000,65.8524284433,0.0000000000
1.7295597484,-0.5192865268,-0.7399099295,-10.5755517359,57.8756642143,-68.4512159502,7.8249557391,50.6477343665,9.2058302813,59.5855698429,9.2058302813,59.5855698429,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.7610062893,-0.5223472575,-0.0973312365,-10.2556858485,18.9652021854,-29.2208880339,0.9981985851,2.8441051649,1.1743512766,3.3460060763,1.1743512766,3.3460060763,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.7924528302,-0.5050820096,0.5490348844,36.2387018571,13.6032007437,22.6355011133,19.8963114860,12.4276797378,23.4074252776,14.6207996915,23.4074252776,14.6207996915,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.8238993711,-0.4681626216,1.1740365373,95.1757599830,24.0751909587,71.1005690243,111.7398196814,83.4746658544,131.4586113899,98.2054892405,131.4586113899,98.2054892405,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.8553459119,-0.4130257293,1.7533531764,92.1152659901,106.2095270970,-14.0942611069,161.5105942228,-24.7122174814,190.0124637915,9.8848869926,190.0124637915,0.0000000000,0.0000000000,24.7122174814,0.0000000000,14.8273304889
1.8867924528,-0.3418168618,2.2644419869,88.1626618079,100.5878969806,-12.4252351727,199.6392330747,-28.1362242222,234.8696859702,11.2544896889,234.8696859702,0.0000000000,0.0000000000,28.1362242222,0.0000000000,16.8817345333
1.9182389937,-0.2573069534,2.6874150873,83.4717542135,84.9759297616,-1.5041755482,224.3232516398,-4.0423440621,263.9097078115,1.6169376249,263.9097078115,0.0000000000,0.0000000000,4.0423440621,0.0000000000,2.4254064373
1.9496855346,-0.1627845187,3.0058134228,78.2250794147,63.1251114102,15.0999680045,235.1299937060,45.3876865121,276.6235220070,53.3972782495,276.6235220070,53.3972782495,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.9811320755,-0.0619276875,3.2072472322,72.6268000608,21.1044189713,51.5223810895,232.9321034774,165.2450141449,274.0377687970,194.4058989940,274.0377687970,194.4058989940,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.0125786164,0.0413389216,3.2838781679,60.9434501678,-10.7149389355,71.6583891033,200.1308654853,235.3174195264,235.4480770416,276.8440229722,235.4480770416,276.8440229722,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.0440251572,0.1429969187,3.2327243081,49.2366108461,-6.9355570943,56.1721679404,159.1683887323,181.5891327416,187.2569279204,213.6342738136,187.2569279204,213.6342738136,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.0754716981,0.2390905096,3.0557761911,38.1705633075,-8.1464249500,46.3169882575,116.6406985573,141.5343499624,137.2243512439,166.5109999557,137.2243512439,166.5109999557,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.1069182390,0.3258804265,2.7599193583,28.1759181139,-8.4471440467,36.6230621606,77.7632618405,101.0766982175,91.4861904006,118.9137626088,91.4861904006,118.9137626088,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.1383647799,0.3999894334,2.3566664185,19.6415945940,-7.4001107948,27.0417053888,46.2886863855,63.7282789888,54.4572781005,74.9744458691,54.4572781005,74.9744458691,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.1698113208,0.4585337435,1.8617090606,12.8996869152,-6.3788329394,19.2785198546,24.0154640090,35.8909950882,28.2534870694,42.2247001038,28.2534870694,42.2247001038,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.2012578616,0.4992352355,1.2943074464,8.2125413800,-6.3972862290,14.6098276090,10.6295534618,18.9096086646,12.5053570138,22.2465984289,12.5053570138,22.2465984289,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.2327044025,0.5205101017,0.6765407443,5.7625478039,-6.3528145034,12.1153623073,3.8985983803,8.1965362328,4.5865863298,9.6429838033,4.5865863298,9.6429838033,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.2641509434,0.5215304780,0.0324479679,5.6450422234,-6.0933188120,11.7383610354,0.1831701488,0.3808859620,0.2154942927,0.4481011318,0.2154942927,0.4481011318,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.2955974843,0.5022566589,-0.6129074488,7.8645971061,-5.6981019933,13.5626990994,-4.8202701482,-8.3126793041,1.9281080593,3.3250717216,0.0000000000,0.0000000000,4.8202701482,8.3126793041,2.8921620889,4.9876075824
2.3270440252,0.4634386419,-1.2344129390,12.3348434234,-5.2837047499,17.6185481734,-15.2262903223,-21.7485638314,6.0905161289,8.6994255326,0.0000000000,0.0000000000,15.2262903223,21.7485638314,9.1357741934,13.0491382989
2.3584905660,0.4065869437,-1.8078840025,18.8818315091,-5.2372147590,24.1190462681,-34.1361611230,-43.6044379035,13.6544644492,17.4417751614,0.0000000000,0.0000000000,34.1361611230,43.6044379035,20.4816966738,26.1626627421
2.3899371069,0.3339138214,-2.3110052918,27.2507999220,-5.7415992776,32.9923991996,-62.9767428250,-76.2456091389,25.1906971300,30.4982436555,0.0000000000,0.0000000000,62.9767428250,76.2456091389,37.7860456950,45.7473654833
2.4213836478,0.2482471873,-2.7241989639,37.1160889200,-6.0814880111,43.1975769311,-101.1116109791,-117.6787943177,40.4446443916,47.0715177271,0.0000000000,0.0000000000,101.1116109791,117.6787943177,60.6669665874,70.6072765906
2.4528301887,0.1529205675,-3.0313865085,48.0938127821,-5.6446639381,53.7384767202,-145.7909352100,-162.9020933170,58.3163740840,65.1608373268,0.0000000000,0.0000000000,145.7909352100,162.9020933170,87.4745611260,97.7412559902
2.4842767296,0.0516433849,-3.2206144074,59.7567978656,-4.1884995024,63.9452973679,-192.4536041459,-205.9431459886,76.9814416584,82.3772583954,0.0000000000,0.0000000000,192.4536041459,205.9431459886,115.4721624875,123.5658875931
2.5157232704,-0.0516433849,-3.2845192789,71.6512051153,17.5068644576,54.1443406577,-235.3397645566,-177.8381307327,94.1359058226,71.1352522931,0.0000000000,0.0000000000,235.3397645566,177.8381307327,141.2038587339,106.7028784396
2.5471698113,-0.1529205675,-3.2206144074,77.6775591969,61.8276387009,15.8499204960,-250.1694662810,-51.0464823055,100.0677865124,20.4185929222,0.0000000000,0.0000000000,250.1694662810,51.0464823055,150.1016797686,30.6278893833
2.5786163522,-0.2482471873,-3.0313865085,82.9688720504,87.8424129388,-4.8735408883,-251.5107193590,14.7735860975,100.6042877436,17.3806895265,0.0000000000,17.3806895265,251.5107193590,0.0000000000,150.9064316154,0.0000000000
2.6100628931,-0.3339138214,-2.7241989639,87.7239862375,95.1403624664,-7.4163762289,-238.9775924155,20.2036844385,95.5910369662,23.7690405159,0.0000000000,23.7690405159,238.9775924155,0.0000000000,143.3865554493,0.0000000000
2.6415094340,-0.4065869437,-2.3110052918,91.7578670939,85.5578137018,6.2000533921,-212.0529164164,-14.3283561984,84.8211665666,5.7313424794,0.0000000000,0.0000000000,212.0529164164,14.3283561984,127.2317498498,8.5970137191
2.6729559748,-0.4634386419,-1.8078840025,94.9135451420,101.8082553844,-6.8947102425,-171.5926798822,12.4648363492,68.6370719529,14.6645133519,0.0000000000,14.6645133519,171.5926798822,0.0000000000,102.9556079293,0.0000000000
2.7044025157,-0.5022566589,-1.2344129390,50.2167938311,98.2485850877,-48.0317912566,-61.9882600598,59.2910646101,24.7953040239,69.7541936589,0.0000000000,69.7541936589,61.9882600598,0.0000000000,37.1929560359,0.0000000000
2.7358490566,-0.5215304780,-0.6129074488,-10.3410445171,31.0074053211,-41.3484498382,6.3381032131,25.3427729028,7.4565920154,29.8150269445,7.4565920154,29.8150269445,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.7672955975,-0.5205101017,0.0324479679,-10.4476803558,17.0589600199,-27.5066403757,-0.3390059967,-0.8925345838,0.1356023987,0.3570138335,0.0000000000,0.0000000000,0.3390059967,0.8925345838,0.2034035980,0.5355207503
2.7987421384,-0.4992352355,0.6765407443,65.1649324137,13.2294791201,51.9354532936,44.0867318770,35.1364502265,51.8667433847,41.3370002664,51.8667433847,41.3370002664,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.8301886792,-0.4585337435,1.2943074464,94.6412880087,62.2181489176,32.4231390912,122.4949238041,41.9655103605,144.1116750637,49.3711886594,144.1116750637,49.3711886594,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.8616352201,-0.3999894334,1.8617090606,91.3916578298,103.0857116918,-11.6940538619,170.1446774449,-21.7709260298,200.1702087587,8.7083704119,200.1702087587,0.0000000000,0.0000000000,21.7709260298,0.0000000000,13.0625556179
2.8930817610,-0.3258804265,2.3566664185,87.2780750595,100.3083957642,-13.0303207048,205.6853085641,-30.7081192272,241.9827159578,12.2832476909,241.9827159578,0.0000000000,0.0000000000,30.7081192272,0.0000000000,18.4248715363
2.9245283019,-0.2390905096,2.7599193583,82.4606105975,76.0582743224,6.4023362751,227.5846354853,17.6699318239,267.7466299827,20.7881550869,267.7466299827,20.7881550869,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.9559748428,-0.1429969187,3.0557761911,77.1267253300,55.4431957101,21.6835296199,235.6820109636,66.2600135523,277.2729540748,77.9529571203,277.2729540748,77.9529571203,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.9874213836,-0.0413389216,3.2327243081,70.4645528131,13.5862244353,56.8783283777,227.7924727409,183.8719547529,267.9911444010,216.3199467681,267.9911444010,216.3199467681,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.0188679245,0.0619276875,3.2838781679,58.5724672531,-12.5499090160,71.1223762691,192.3448464550,233.5572186825,226.2880546530,274.7731984500,226.2880546530,274.7731984500,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.0503144654,0.1627845187,3.2072472322,46.9578894439,-7.0911903646,54.0490798086,150.6055609483,173.3487616181,177.1830128803,203.9397195507,177.1830128803,203.9397195507,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.0817610063,0.2573069534,3.0058134228,36.0727747797,-8.2956604206,44.3684352003,108.4280306311,133.3632380746,127.5623889778,156.8979271466,127.5623889778,156.8979271466,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.1132075472,0.3418168618,2.6874150873,26.3406932226,-8.1363876506,34.4770808732,70.7883763773,92.6542273061,83.2804427968,109.0049733013,83.2804427968,109.0049733013,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.1446540881,0.4130257293,2.2644419869,18.1403470232,-6.9728008880,25.1131479112,41.0777634562,56.8672665533,48.3267805366,66.9026665333,48.3267805366,66.9026665333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.1761006289,0.4681626216,1.7533531764,11.7908343662,-6.4284333668,18.2192677331,20.6734968889,31.9448109523,24.3217610458,37.5821305321,24.3217610458,37.5821305321,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.2075471698,0.5050820096,1.1740365373,7.5392323768,-6.4332010593,13.9724334361,8.8513342733,16.4041473684,10.4133344392,19.2989969040,10.4133344392,19.2989969040,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.2389937107,0.5223472575,0.5490348844,5.5509826650,-6.3399846394,11.8909673044,3.0476831260,6.5285558597,3.5855095600,7.6806539526,3.5855095600,7.6806539526,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.2704402516,0.5192865268,-0.0973312365,5.9034535343,-6.0225038167,11.9259573510,-0.5745904323,-1.1607681758,0.2298361729,0.4643072703,0.0000000000,0.0000000000,0.5745904323,1.1607681758,0.3447542594,0.6964609055
3.3018867925,0.4960189190,-0.7399099295,8.5829293669,-5.6091509948,14.1920803616,-6.3505946626,-10.5008611795,2.5402378650,4.2003444718,0.0000000000,0.0000000000,6.3505946626,10.5008611795,3.8103567975,6.3005167077
3.3333333333,0.4534498411,-1.3536966776,13.4851443361,-5.2350633468,18.7202076829,-18.2547950846,-25.3414829441,7.3019180338,10.1365931776,0.0000000000,0.0000000000,18.2547950846,25.3414829441,10.9528770508,15.2048897665
3.3647798742,0.3932357738,-1.9148073383,20.4193396790,-5.3125073467,25.7318470257,-39.0991014614,-49.2715295140,15.6396405846,19.7086118056,0.0000000000,0.0000000000,39.0991014614,49.2715295140,23.4594608769,29.5629177084
3.3962264151,0.3177198134,-2.4014075417,29.1156866474,-5.8417349224,34.9574215698,-69.9186294975,-83.9470157969,27.9674517990,33.5788063188,0.0000000000,0.0000000000,69.9186294975,83.9470157969,41.9511776985,50.3682094782
3.4276729560,0.2298404950,-2.7945623260,39.2357862929,-6.0832213841,45.3190076770,-109.6468502035,-126.6467915041,43.8587400814,50.6587166016,0.0000000000,0.0000000000,109.6468502035,126.6467915041,65.7881101221,75.9880749024
3.4591194969,0.1330174462,-3.0789729494,50.3858375063,-5.3866870259,55.7725245323,-155.1366307148,-171.7220943546,62.0546522859,68.6888377419,0.0000000000,0.0000000000,155.1366307148,171.7220943546,93.0819784289,103.0332566128
3.4905660377,0.0310183202,-3.2435722069,62.1319609103,-4.1763679777,66.3083288881,-201.5295015687,-215.0758526670,80.6118006275,86.0303410668,0.0000000000,0.0000000000,201.5295015687,215.0758526670,120.9177009412,129.0455116002
3.5220125786,-0.0721878145,-3.2819550854,73.1963108887,25.4539662581,47.7423446306,-240.2270047540,-156.6882307496,96.0908019016,62.6752922998,0.0000000000,0.0000000000,240.2270047540,156.6882307496,144.1362028524,94.0129384497
3.5534591195,-0.1725849215,-3.1926280008,78.7690722406,70.9213241290,7.8477481116,-251.4803456335,-25.0549403645,100.5921382534,10.0219761458,0.0000000000,0.0000000000,251.4803456335,25.0549403645,150.8882073801,15.0329642187
3.5849056604,-0.2662662711,-2.9790669174,83.9690607697,90.0972995373,-6.1282387675,-250.1494510252,18.2564333743,100.0597804101,21.4781569110,0.0000000000,21.4781569110,250.1494510252,0.0000000000,150.0896706151,0.0000000000
3.6163522013,-0.3495864625,-2.6495820885,88.5939305190,93.8907646383,-5.2968341194,-234.7368914525,14.0343968084,93.8947565810,16.5110550687,0.0000000000,16.5110550687,234.7368914525,0.0000000000,140.8421348715,0.0000000000
3.6477987421,-0.4193032764,-2.2169946814,92.4637149958,87.4643800581,4.9993349377,-204.9915643688,-11.0834989674,81.9966257475,4.4333995870,0.0000000000,0.0000000000,204.9915643688,11.0834989674,122.9949386213,6.6500993804
3.6792452830,-0.4727038384,-1.6981378704,95.4278301673,102.4011365411,-6.9733063737,-162.0496122954,11.8416356350,64.8198449182,13.9313360412,0.0000000000,13.9313360412,162.0496122954,0.0000000000,97.2297673773,0.0000000000
3.7106918239,-0.5077101846,-1.1132018111,23.2361133069,97.8755352887,-74.6394219818,-25.8664834167,83.0887397315,10.3465933667,97.7514585077,0.0000000000,97.7514585077,25.8664834167,0.0000000000,15.5198900500,0.0000000000
