model,mechanics,profiles,mean_rmse_nm,median_rmse_nm,mean_offload_pct,median_offload_pct,mean_abs_residual_nm,max_peak_abs_residual_nm
fixed_baseline,relaxed,1200,159.811055,161.149803,-240.197955,-206.656007,139.579432,378.291423
fixed_baseline,unrelaxed,1200,177.432834,178.923607,-279.978141,-242.267656,155.806297,398.666453
adaptive,relaxed,1200,39.029871,38.646150,35.064328,34.271548,29.749409,206.387926
adaptive,unrelaxed,1200,185.894113,186.134746,-305.666145,-270.101167,162.973636,880.984149
