model,mechanics,profiles,mean_rmse_nm,median_rmse_nm,mean_offload_pct,median_offload_pct,mean_abs_residual_nm,max_peak_abs_residual_nm
fixed_baseline,relaxed,1200,160.092383,161.448691,-241.077095,-207.455423,139.843829,377.255778
fixed_baseline,unrelaxed,1200,177.432834,178.923607,-279.978141,-242.267656,155.806297,398.666453
adaptive,relaxed,1200,35.665030,34.631169,41.768159,41.330483,26.551726,203.489084
adaptive,unrelaxed,1200,311.405108,310.798905,-511.664567,-448.964222,251.854754,1051.804134
